hpclab_pi_algA    	0.0000	0	udelRun2A         	0.4000	11	-0.4000
hpclab_pi_algA    	0.0000	0	udelRun1A         	0.4883	21	-0.4883
hpclab_pi_algA    	0.0000	0	umd_hcil_run01    	0.0000	0	0.0000
hpclab_pi_algA    	0.0000	0	prnaTaskA3        	0.0750	3	-0.0750
hpclab_pi_algA    	0.0000	0	prnaTaskA2        	0.1875	7	-0.1875
hpclab_pi_algA    	0.0000	0	prnaTaskA1        	0.1875	7	-0.1875
hpclab_pi_algA    	0.0000	0	umd_hcil_run02    	0.0000	5	0.0000
hpclab_pi_algA    	0.0000	0	udelRun3A         	0.0667	54	-0.0667
UWaterlooATEK     	0.1531	7	hpclab_pi_algA    	0.0000	0	0.1531
UWaterlooATEK     	0.1531	7	UWaterlooATNDEK   	0.1978	11	-0.0447
UWaterlooATEK     	0.1531	7	udelRun2A         	0.4000	11	-0.2469
UWaterlooATEK     	0.1531	7	udelRun1A         	0.4883	21	-0.3352
UWaterlooATEK     	0.1531	7	umd_hcil_run01    	0.0000	0	0.1531
UWaterlooATEK     	0.1531	7	prnaTaskA3        	0.0750	3	0.0781
UWaterlooATEK     	0.1531	7	prnaTaskA2        	0.1875	7	-0.0344
UWaterlooATEK     	0.1531	7	prnaTaskA1        	0.1875	7	-0.0344
UWaterlooATEK     	0.1531	7	umd_hcil_run02    	0.0000	5	0.1531
UWaterlooATEK     	0.1531	7	udelRun3A         	0.0667	54	0.0864
UWaterlooATNDEK   	0.1978	11	hpclab_pi_algA    	0.0000	0	0.1978
UWaterlooATNDEK   	0.1978	11	udelRun2A         	0.4000	11	-0.2022
UWaterlooATNDEK   	0.1978	11	udelRun1A         	0.4883	21	-0.2905
UWaterlooATNDEK   	0.1978	11	umd_hcil_run01    	0.0000	0	0.1978
UWaterlooATNDEK   	0.1978	11	prnaTaskA3        	0.0750	3	0.1228
UWaterlooATNDEK   	0.1978	11	prnaTaskA2        	0.1875	7	0.0103
UWaterlooATNDEK   	0.1978	11	prnaTaskA1        	0.1875	7	0.0103
UWaterlooATNDEK   	0.1978	11	umd_hcil_run02    	0.0000	5	0.1978
UWaterlooATNDEK   	0.1978	11	udelRun3A         	0.0667	54	0.1311
udelRun2A         	0.4000	11	umd_hcil_run01    	0.0000	0	0.4000
udelRun2A         	0.4000	11	umd_hcil_run02    	0.0000	5	0.4000
udelRun2A         	0.4000	11	udelRun3A         	0.0667	54	0.3333
udelRun1A         	0.4883	21	udelRun2A         	0.4000	11	0.0883
udelRun1A         	0.4883	21	umd_hcil_run01    	0.0000	0	0.4883
udelRun1A         	0.4883	21	umd_hcil_run02    	0.0000	5	0.4883
udelRun1A         	0.4883	21	udelRun3A         	0.0667	54	0.4216
MPII_HYBRID_PW    	0.2422	26	hpclab_pi_algA    	0.0000	0	0.2422
MPII_HYBRID_PW    	0.2422	26	UWaterlooATEK     	0.1531	7	0.0891
MPII_HYBRID_PW    	0.2422	26	UWaterlooATNDEK   	0.1978	11	0.0444
MPII_HYBRID_PW    	0.2422	26	udelRun2A         	0.4000	11	-0.1578
MPII_HYBRID_PW    	0.2422	26	udelRun1A         	0.4883	21	-0.2461
MPII_HYBRID_PW    	0.2422	26	umd_hcil_run01    	0.0000	0	0.2422
MPII_HYBRID_PW    	0.2422	26	prnaTaskA3        	0.0750	3	0.1672
MPII_HYBRID_PW    	0.2422	26	prnaTaskA2        	0.1875	7	0.0547
