hpclab_pi_algA    	0.0000	47	udelRun2A         	0.0942	23	-0.0942
hpclab_pi_algA    	0.0000	47	udelRun1A         	0.0867	41	-0.0867
hpclab_pi_algA    	0.0000	47	umd_hcil_run01    	0.0000	0	0.0000
hpclab_pi_algA    	0.0000	47	prnaTaskA3        	0.1500	4	-0.1500
hpclab_pi_algA    	0.0000	47	prnaTaskA2        	0.0333	5	-0.0333
hpclab_pi_algA    	0.0000	47	prnaTaskA1        	0.0750	8	-0.0750
hpclab_pi_algA    	0.0000	47	umd_hcil_run02    	0.0000	6	0.0000
hpclab_pi_algA    	0.0000	47	udelRun3A         	0.0814	41	-0.0814
UWaterlooATEK     	0.1027	56	hpclab_pi_algA    	0.0000	47	0.1027
UWaterlooATEK     	0.1027	56	UWaterlooATNDEK   	0.0735	65	0.0292
UWaterlooATEK     	0.1027	56	udelRun2A         	0.0942	23	0.0085
UWaterlooATEK     	0.1027	56	udelRun1A         	0.0867	41	0.0160
UWaterlooATEK     	0.1027	56	umd_hcil_run01    	0.0000	0	0.1027
UWaterlooATEK     	0.1027	56	prnaTaskA3        	0.1500	4	-0.0473
UWaterlooATEK     	0.1027	56	prnaTaskA2        	0.0333	5	0.0694
UWaterlooATEK     	0.1027	56	prnaTaskA1        	0.0750	8	0.0277
UWaterlooATEK     	0.1027	56	umd_hcil_run02    	0.0000	6	0.1027
UWaterlooATEK     	0.1027	56	udelRun3A         	0.0814	41	0.0213
UWaterlooATNDEK   	0.0735	65	hpclab_pi_algA    	0.0000	47	0.0735
UWaterlooATNDEK   	0.0735	65	udelRun2A         	0.0942	23	-0.0207
UWaterlooATNDEK   	0.0735	65	udelRun1A         	0.0867	41	-0.0132
UWaterlooATNDEK   	0.0735	65	umd_hcil_run01    	0.0000	0	0.0735
UWaterlooATNDEK   	0.0735	65	prnaTaskA3        	0.1500	4	-0.0765
UWaterlooATNDEK   	0.0735	65	prnaTaskA2        	0.0333	5	0.0402
UWaterlooATNDEK   	0.0735	65	prnaTaskA1        	0.0750	8	-0.0015
UWaterlooATNDEK   	0.0735	65	umd_hcil_run02    	0.0000	6	0.0735
UWaterlooATNDEK   	0.0735	65	udelRun3A         	0.0814	41	-0.0079
udelRun2A         	0.0942	23	umd_hcil_run01    	0.0000	0	0.0942
udelRun2A         	0.0942	23	umd_hcil_run02    	0.0000	6	0.0942
udelRun2A         	0.0942	23	udelRun3A         	0.0814	41	0.0128
udelRun1A         	0.0867	41	udelRun2A         	0.0942	23	-0.0075
udelRun1A         	0.0867	41	umd_hcil_run01    	0.0000	0	0.0867
udelRun1A         	0.0867	41	umd_hcil_run02    	0.0000	6	0.0867
udelRun1A         	0.0867	41	udelRun3A         	0.0814	41	0.0053
MPII_HYBRID_PW    	0.1510	46	hpclab_pi_algA    	0.0000	47	0.1510
MPII_HYBRID_PW    	0.1510	46	UWaterlooATEK     	0.1027	56	0.0483
MPII_HYBRID_PW    	0.1510	46	UWaterlooATNDEK   	0.0735	65	0.0775
MPII_HYBRID_PW    	0.1510	46	udelRun2A         	0.0942	23	0.0568
MPII_HYBRID_PW    	0.1510	46	udelRun1A         	0.0867	41	0.0643
