hpclab_pi_algA    	0.0000	0	udelRun2A         	0.0300	24	-0.0300
hpclab_pi_algA    	0.0000	0	udelRun1A         	0.0518	42	-0.0518
hpclab_pi_algA    	0.0000	0	umd_hcil_run01    	0.0000	0	0.0000
hpclab_pi_algA    	0.0000	0	prnaTaskA3        	0.0000	0	0.0000
hpclab_pi_algA    	0.0000	0	prnaTaskA2        	0.0000	0	0.0000
hpclab_pi_algA    	0.0000	0	prnaTaskA1        	0.2000	2	-0.2000
hpclab_pi_algA    	0.0000	0	umd_hcil_run02    	0.0000	3	0.0000
hpclab_pi_algA    	0.0000	0	udelRun3A         	0.0708	33	-0.0708
UWaterlooATEK     	0.0352	6	hpclab_pi_algA    	0.0000	0	0.0352
UWaterlooATEK     	0.0352	6	UWaterlooATNDEK   	0.0665	11	-0.0313
UWaterlooATEK     	0.0352	6	udelRun2A         	0.0300	24	0.0052
UWaterlooATEK     	0.0352	6	udelRun1A         	0.0518	42	-0.0166
UWaterlooATEK     	0.0352	6	umd_hcil_run01    	0.0000	0	0.0352
UWaterlooATEK     	0.0352	6	prnaTaskA3        	0.0000	0	0.0352
UWaterlooATEK     	0.0352	6	prnaTaskA2        	0.0000	0	0.0352
UWaterlooATEK     	0.0352	6	prnaTaskA1        	0.2000	2	-0.1648
UWaterlooATEK     	0.0352	6	umd_hcil_run02    	0.0000	3	0.0352
UWaterlooATEK     	0.0352	6	udelRun3A         	0.0708	33	-0.0356
UWaterlooATNDEK   	0.0665	11	hpclab_pi_algA    	0.0000	0	0.0665
UWaterlooATNDEK   	0.0665	11	udelRun2A         	0.0300	24	0.0365
UWaterlooATNDEK   	0.0665	11	udelRun1A         	0.0518	42	0.0147
UWaterlooATNDEK   	0.0665	11	umd_hcil_run01    	0.0000	0	0.0665
UWaterlooATNDEK   	0.0665	11	prnaTaskA3        	0.0000	0	0.0665
UWaterlooATNDEK   	0.0665	11	prnaTaskA2        	0.0000	0	0.0665
UWaterlooATNDEK   	0.0665	11	prnaTaskA1        	0.2000	2	-0.1335
UWaterlooATNDEK   	0.0665	11	umd_hcil_run02    	0.0000	3	0.0665
UWaterlooATNDEK   	0.0665	11	udelRun3A         	0.0708	33	-0.0043
udelRun2A         	0.0300	24	umd_hcil_run01    	0.0000	0	0.0300
udelRun2A         	0.0300	24	umd_hcil_run02    	0.0000	3	0.0300
udelRun2A         	0.0300	24	udelRun3A         	0.0708	33	-0.0408
udelRun1A         	0.0518	42	udelRun2A         	0.0300	24	0.0218
udelRun1A         	0.0518	42	umd_hcil_run01    	0.0000	0	0.0518
udelRun1A         	0.0518	42	umd_hcil_run02    	0.0000	3	0.0518
udelRun1A         	0.0518	42	udelRun3A         	0.0708	33	-0.0190
MPII_HYBRID_PW    	0.1409	19	hpclab_pi_algA    	0.0000	0	0.1409
MPII_HYBRID_PW    	0.1409	19	UWaterlooATEK     	0.0352	6	0.1057
MPII_HYBRID_PW    	0.1409	19	UWaterlooATNDEK   	0.0665	11	0.0744
