hpclab_pi_algA    	0.7000	28	udelRun2A         	0.3000	11	0.4000
hpclab_pi_algA    	0.7000	28	udelRun1A         	0.0000	28	0.7000
hpclab_pi_algA    	0.7000	28	umd_hcil_run01    	0.7000	0	0.0000
hpclab_pi_algA    	0.7000	28	prnaTaskA3        	0.0124	33	0.6876
hpclab_pi_algA    	0.7000	28	prnaTaskA2        	0.0167	36	0.6833
hpclab_pi_algA    	0.7000	28	prnaTaskA1        	0.0071	77	0.6929
hpclab_pi_algA    	0.7000	28	umd_hcil_run02    	0.7000	1	0.0000
hpclab_pi_algA    	0.7000	28	udelRun3A         	0.0000	87	0.7000
UWaterlooATEK     	0.6180	2	hpclab_pi_algA    	0.7000	28	-0.0820
UWaterlooATEK     	0.6180	2	UWaterlooATNDEK   	0.6180	2	0.0000
UWaterlooATEK     	0.6180	2	udelRun2A         	0.3000	11	0.3180
UWaterlooATEK     	0.6180	2	udelRun1A         	0.0000	28	0.6180
UWaterlooATEK     	0.6180	2	umd_hcil_run01    	0.7000	0	-0.0820
UWaterlooATEK     	0.6180	2	prnaTaskA3        	0.0124	33	0.6056
UWaterlooATEK     	0.6180	2	prnaTaskA2        	0.0167	36	0.6013
UWaterlooATEK     	0.6180	2	prnaTaskA1        	0.0071	77	0.6109
UWaterlooATEK     	0.6180	2	umd_hcil_run02    	0.7000	1	-0.0820
UWaterlooATEK     	0.6180	2	udelRun3A         	0.0000	87	0.6180
UWaterlooATNDEK   	0.6180	2	hpclab_pi_algA    	0.7000	28	-0.0820
UWaterlooATNDEK   	0.6180	2	udelRun2A         	0.3000	11	0.3180
UWaterlooATNDEK   	0.6180	2	udelRun1A         	0.0000	28	0.6180
UWaterlooATNDEK   	0.6180	2	umd_hcil_run01    	0.7000	0	-0.0820
UWaterlooATNDEK   	0.6180	2	prnaTaskA3        	0.0124	33	0.6056
UWaterlooATNDEK   	0.6180	2	prnaTaskA2        	0.0167	36	0.6013
UWaterlooATNDEK   	0.6180	2	prnaTaskA1        	0.0071	77	0.6109
UWaterlooATNDEK   	0.6180	2	umd_hcil_run02    	0.7000	1	-0.0820
UWaterlooATNDEK   	0.6180	2	udelRun3A         	0.0000	87	0.6180
udelRun2A         	0.3000	11	umd_hcil_run01    	0.7000	0	-0.4000
udelRun2A         	0.3000	11	umd_hcil_run02    	0.7000	1	-0.4000
udelRun2A         	0.3000	11	udelRun3A         	0.0000	87	0.3000
udelRun1A         	0.0000	28	udelRun2A         	0.3000	11	-0.3000
udelRun1A         	0.0000	28	umd_hcil_run01    	0.7000	0	-0.7000
udelRun1A         	0.0000	28	umd_hcil_run02    	0.7000	1	-0.7000
udelRun1A         	0.0000	28	udelRun3A         	0.0000	87	0.0000
MPII_HYBRID_PW    	0.0089	50	hpclab_pi_algA    	0.7000	28	-0.6911
MPII_HYBRID_PW    	0.0089	50	UWaterlooATEK     	0.6180	2	-0.6091
MPII_HYBRID_PW    	0.0089	50	UWaterlooATNDEK   	0.6180	2	-0.6091
MPII_HYBRID_PW    	0.0089	50	udelRun2A         	0.3000	11	-0.2911
MPII_HYBRID_PW    	0.0089	50	udelRun1A         	0.0000	28	0.0089
MPII_HYBRID_PW    	0.0089	50	umd_hcil_run01    	0.7000	0	-0.6911
MPII_HYBRID_PW    	0.0089	50	prnaTaskA3        	0.0124	33	-0.0035
MPII_HYBRID_PW    	0.0089	50	prnaTaskA2        	0.0167	36	-0.0078
MPII_HYBRID_PW    	0.0089	50	prnaTaskA1        	0.0071	77	0.0018
MPII_HYBRID_PW    	0.0089	50	SNACSA            	0.0000	100	0.0089
