hpclab_pi_algA    	0.0000	0	udelRun2A         	0.2000	4	-0.2000
hpclab_pi_algA    	0.0000	0	udelRun1A         	0.1583	9	-0.1583
hpclab_pi_algA    	0.0000	0	umd_hcil_run01    	0.0000	0	0.0000
hpclab_pi_algA    	0.0000	0	prnaTaskA3        	0.0500	1	-0.0500
hpclab_pi_algA    	0.0000	0	prnaTaskA2        	0.0500	1	-0.0500
hpclab_pi_algA    	0.0000	0	prnaTaskA1        	0.1000	2	-0.1000
hpclab_pi_algA    	0.0000	0	umd_hcil_run02    	0.0000	6	0.0000
hpclab_pi_algA    	0.0000	0	udelRun3A         	0.0617	12	-0.0617
UWaterlooATEK     	0.0000	0	hpclab_pi_algA    	0.0000	0	0.0000
UWaterlooATEK     	0.0000	0	UWaterlooATNDEK   	0.0000	0	0.0000
UWaterlooATEK     	0.0000	0	udelRun2A         	0.2000	4	-0.2000
UWaterlooATEK     	0.0000	0	udelRun1A         	0.1583	9	-0.1583
UWaterlooATEK     	0.0000	0	umd_hcil_run01    	0.0000	0	0.0000
UWaterlooATEK     	0.0000	0	prnaTaskA3        	0.0500	1	-0.0500
UWaterlooATEK     	0.0000	0	prnaTaskA2        	0.0500	1	-0.0500
UWaterlooATEK     	0.0000	0	prnaTaskA1        	0.1000	2	-0.1000
UWaterlooATEK     	0.0000	0	umd_hcil_run02    	0.0000	6	0.0000
UWaterlooATEK     	0.0000	0	udelRun3A         	0.0617	12	-0.0617
UWaterlooATNDEK   	0.0000	0	hpclab_pi_algA    	0.0000	0	0.0000
UWaterlooATNDEK   	0.0000	0	udelRun2A         	0.2000	4	-0.2000
UWaterlooATNDEK   	0.0000	0	udelRun1A         	0.1583	9	-0.1583
UWaterlooATNDEK   	0.0000	0	umd_hcil_run01    	0.0000	0	0.0000
UWaterlooATNDEK   	0.0000	0	prnaTaskA3        	0.0500	1	-0.0500
UWaterlooATNDEK   	0.0000	0	prnaTaskA2        	0.0500	1	-0.0500
UWaterlooATNDEK   	0.0000	0	prnaTaskA1        	0.1000	2	-0.1000
UWaterlooATNDEK   	0.0000	0	umd_hcil_run02    	0.0000	6	0.0000
UWaterlooATNDEK   	0.0000	0	udelRun3A         	0.0617	12	-0.0617
udelRun2A         	0.2000	4	umd_hcil_run01    	0.0000	0	0.2000
udelRun2A         	0.2000	4	umd_hcil_run02    	0.0000	6	0.2000
udelRun2A         	0.2000	4	udelRun3A         	0.0617	12	0.1383
udelRun1A         	0.1583	9	udelRun2A         	0.2000	4	-0.0417
udelRun1A         	0.1583	9	umd_hcil_run01    	0.0000	0	0.1583
udelRun1A         	0.1583	9	umd_hcil_run02    	0.0000	6	0.1583
udelRun1A         	0.1583	9	udelRun3A         	0.0617	12	0.0966
MPII_HYBRID_PW    	0.2446	46	hpclab_pi_algA    	0.0000	0	0.2446
MPII_HYBRID_PW    	0.2446	46	UWaterlooATEK     	0.0000	0	0.2446
MPII_HYBRID_PW    	0.2446	46	UWaterlooATNDEK   	0.0000	0	0.2446
MPII_HYBRID_PW    	0.2446	46	udelRun2A         	0.2000	4	0.0446
MPII_HYBRID_PW    	0.2446	46	udelRun1A         	0.1583	9	0.0863
MPII_HYBRID_PW    	0.2446	46	umd_hcil_run01    	0.0000	0	0.2446
MPII_HYBRID_PW    	0.2446	46	prnaTaskA3        	0.0500	1	0.1946
MPII_HYBRID_PW    	0.2446	46	prnaTaskA2        	0.0500	1	0.1946
MPII_HYBRID_PW    	0.2446	46	prnaTaskA1        	0.1000	2	0.1446
MPII_HYBRID_PW    	0.2446	46	SNACSA            	0.2571	16	-0.0125
MPII_HYBRID_PW    	0.2446	46	PKUICSTRunA3      	0.3118	72	-0.0672
MPII_HYBRID_PW    	0.2446	46	PKUICSTRunA2      	0.3693	79	-0.1247
MPII_HYBRID_PW    	0.2446	46	PKUICSTRunA1      	0.3517	56	-0.1071
MPII_HYBRID_PW    	0.2446	46	SNACS_LA          	0.0000	0	0.2446
MPII_HYBRID_PW    	0.2446	46	UWaterlooATDK     	0.0000	0	0.2446
MPII_HYBRID_PW    	0.2446	46	QUDynExp          	0.1187	5	0.1259
MPII_HYBRID_PW    	0.2446	46	QUDyn             	0.0875	10	0.1571
MPII_HYBRID_PW    	0.2446	46	UWCMBP1           	0.3000	10	-0.0554
MPII_HYBRID_PW    	0.2446	46	UWCMBP2           	0.4236	73	-0.1790
MPII_HYBRID_PW    	0.2446	46	QUBaseline        	0.0000	1	0.2446
MPII_HYBRID_PW    	0.2446	46	umd_hcil_run02    	0.0000	6	0.2446
MPII_HYBRID_PW    	0.2446	46	MPII_LUC_SORT     	0.1916	98	0.0530
MPII_HYBRID_PW    	0.2446	46	udelRun3A         	0.0617	12	0.1829
umd_hcil_run01    	0.0000	0	umd_hcil_run02    	0.0000	6	0.0000
ECNURUNA1         	0.0000	26	hpclab_pi_algA    	0.0000	0	0.0000
