hpclab_pi_algA    	0.1000	5	udelRun2A         	0.0200	41	0.0800
hpclab_pi_algA    	0.1000	5	udelRun1A         	0.0161	76	0.0839
hpclab_pi_algA    	0.1000	5	umd_hcil_run01    	0.1000	0	0.0000
hpclab_pi_algA    	0.1000	5	prnaTaskA3        	0.1000	0	0.0000
hpclab_pi_algA    	0.1000	5	prnaTaskA2        	0.1000	0	0.0000
hpclab_pi_algA    	0.1000	5	prnaTaskA1        	0.1000	0	0.0000
hpclab_pi_algA    	0.1000	5	umd_hcil_run02    	0.1000	0	0.0000
hpclab_pi_algA    	0.1000	5	udelRun3A         	0.0000	78	0.1000
UWaterlooATEK     	0.0230	6	hpclab_pi_algA    	0.1000	5	-0.0770
UWaterlooATEK     	0.0230	6	UWaterlooATNDEK   	0.0230	8	0.0000
UWaterlooATEK     	0.0230	6	udelRun2A         	0.0200	41	0.0030
UWaterlooATEK     	0.0230	6	udelRun1A         	0.0161	76	0.0069
UWaterlooATEK     	0.0230	6	umd_hcil_run01    	0.1000	0	-0.0770
UWaterlooATEK     	0.0230	6	prnaTaskA3        	0.1000	0	-0.0770
UWaterlooATEK     	0.0230	6	prnaTaskA2        	0.1000	0	-0.0770
UWaterlooATEK     	0.0230	6	prnaTaskA1        	0.1000	0	-0.0770
UWaterlooATEK     	0.0230	6	umd_hcil_run02    	0.1000	0	-0.0770
UWaterlooATEK     	0.0230	6	udelRun3A         	0.0000	78	0.0230
UWaterlooATNDEK   	0.0230	8	hpclab_pi_algA    	0.1000	5	-0.0770
UWaterlooATNDEK   	0.0230	8	udelRun2A         	0.0200	41	0.0030
UWaterlooATNDEK   	0.0230	8	udelRun1A         	0.0161	76	0.0069
UWaterlooATNDEK   	0.0230	8	umd_hcil_run01    	0.1000	0	-0.0770
UWaterlooATNDEK   	0.0230	8	prnaTaskA3        	0.1000	0	-0.0770
UWaterlooATNDEK   	0.0230	8	prnaTaskA2        	0.1000	0	-0.0770
UWaterlooATNDEK   	0.0230	8	prnaTaskA1        	0.1000	0	-0.0770
UWaterlooATNDEK   	0.0230	8	umd_hcil_run02    	0.1000	0	-0.0770
UWaterlooATNDEK   	0.0230	8	udelRun3A         	0.0000	78	0.0230
udelRun2A         	0.0200	41	umd_hcil_run01    	0.1000	0	-0.0800
udelRun2A         	0.0200	41	umd_hcil_run02    	0.1000	0	-0.0800
udelRun2A         	0.0200	41	udelRun3A         	0.0000	78	0.0200
udelRun1A         	0.0161	76	udelRun2A         	0.0200	41	-0.0039
udelRun1A         	0.0161	76	umd_hcil_run01    	0.1000	0	-0.0839
udelRun1A         	0.0161	76	umd_hcil_run02    	0.1000	0	-0.0839
udelRun1A         	0.0161	76	udelRun3A         	0.0000	78	0.0161
MPII_HYBRID_PW    	0.0300	28	hpclab_pi_algA    	0.1000	5	-0.0700
MPII_HYBRID_PW    	0.0300	28	UWaterlooATEK     	0.0230	6	0.0070
MPII_HYBRID_PW    	0.0300	28	UWaterlooATNDEK   	0.0230	8	0.0070
MPII_HYBRID_PW    	0.0300	28	udelRun2A         	0.0200	41	0.0100
MPII_HYBRID_PW    	0.0300	28	udelRun1A         	0.0161	76	0.0139
MPII_HYBRID_PW    	0.0300	28	umd_hcil_run01    	0.1000	0	-0.0700
MPII_HYBRID_PW    	0.0300	28	prnaTaskA3        	0.1000	0	-0.0700
MPII_HYBRID_PW    	0.0300	28	prnaTaskA2        	0.1000	0	-0.0700
MPII_HYBRID_PW    	0.0300	28	prnaTaskA1        	0.1000	0	-0.0700
MPII_HYBRID_PW    	0.0300	28	SNACSA            	0.2000	2	-0.1700
MPII_HYBRID_PW    	0.0300	28	PKUICSTRunA3      	0.0150	68	0.0150
MPII_HYBRID_PW    	0.0300	28	PKUICSTRunA2      	0.1000	2	-0.0700
MPII_HYBRID_PW    	0.0300	28	PKUICSTRunA1      	0.0150	62	0.0150
MPII_HYBRID_PW    	0.0300	28	SNACS_LA          	0.2000	3	-0.1700
MPII_HYBRID_PW    	0.0300	28	UWaterlooATDK     	0.0500	6	-0.0200
MPII_HYBRID_PW    	0.0300	28	QUDynExp          	0.0000	77	0.0300
MPII_HYBRID_PW    	0.0300	28	QUDyn             	0.0000	77	0.0300
MPII_HYBRID_PW    	0.0300	28	UWCMBP1           	0.0250	14	0.0050
MPII_HYBRID_PW    	0.0300	28	UWCMBP2           	0.1042	19	-0.0742
MPII_HYBRID_PW    	0.0300	28	QUBaseline        	0.1000	1	-0.0700
MPII_HYBRID_PW    	0.0300	28	umd_hcil_run02    	0.1000	0	-0.0700
MPII_HYBRID_PW    	0.0300	28	MPII_LUC_SORT     	0.0241	83	0.0059
MPII_HYBRID_PW    	0.0300	28	udelRun3A         	0.0000	78	0.0300
umd_hcil_run01    	0.1000	0	umd_hcil_run02    	0.1000	0	0.0000
ECNURUNA1         	0.1000	1	hpclab_pi_algA    	0.1000	5	0.0000
ECNURUNA1         	0.1000	1	UWaterlooATEK     	0.0230	6	0.0770
ECNURUNA1         	0.1000	1	UWaterlooATNDEK   	0.0230	8	0.0770
ECNURUNA1         	0.1000	1	udelRun2A         	0.0200	41	0.0800
ECNURUNA1         	0.1000	1	udelRun1A         	0.0161	76	0.0839
ECNURUNA1         	0.1000	1	MPII_HYBRID_PW    	0.0300	28	0.0700
ECNURUNA1         	0.1000	1	umd_hcil_run01    	0.1000	0	0.0000
ECNURUNA1         	0.1000	1	ECNURUNA2         	0.1000	1	0.0000
ECNURUNA1         	0.1000	1	ECNURUNA3         	0.1000	0	0.0000
ECNURUNA1         	0.1000	1	prnaTaskA3        	0.1000	0	0.0000
ECNURUNA1         	0.1000	1	prnaTaskA2        	0.1000	0	0.0000
ECNURUNA1         	0.1000	1	prnaTaskA1        	0.1000	0	0.0000
ECNURUNA1         	0.1000	1	SNACSA            	0.2000	2	-0.1000
ECNURUNA1         	0.1000	1	PKUICSTRunA3      	0.0150	68	0.0850
ECNURUNA1         	0.1000	1	PKUICSTRunA2      	0.1000	2	0.0000
ECNURUNA1         	0.1000	1	PKUICSTRunA1      	0.0150	62	0.0850
ECNURUNA1         	0.1000	1	MPII_COMB_SORT    	0.0090	92	0.0910
ECNURUNA1         	0.1000	1	SNACS_LA          	0.2000	3	-0.1000
ECNURUNA1         	0.1000	1	UWaterlooATDK     	0.0500	6	0.0500
ECNURUNA1         	0.1000	1	QUDynExp          	0.0000	77	0.1000
ECNURUNA1         	0.1000	1	IRIT-KLTFIDF      	0.1000	0	0.0000
ECNURUNA1         	0.1000	1	IritSigSDA        	0.1000	4	0.0000
ECNURUNA1         	0.1000	1	IRIT-RTNotif.33   	0.0000	20	0.1000
ECNURUNA1         	0.1000	1	QUDyn             	0.0000	77	0.1000
ECNURUNA1         	0.1000	1	UWCMBP1           	0.0250	14	0.0750
ECNURUNA1         	0.1000	1	UWCMBP2           	0.1042	19	-0.0042
ECNURUNA1         	0.1000	1	QUBaseline        	0.1000	1	0.0000
ECNURUNA1         	0.1000	1	umd_hcil_run02    	0.1000	0	0.0000
ECNURUNA1         	0.1000	1	MPII_LUC_SORT     	0.0241	83	0.0759
ECNURUNA1         	0.1000	1	udelRun3A         	0.0000	78	0.1000
ECNURUNA2         	0.1000	1	hpclab_pi_algA    	0.1000	5	0.0000
ECNURUNA2         	0.1000	1	UWaterlooATEK     	0.0230	6	0.0770
ECNURUNA2         	0.1000	1	UWaterlooATNDEK   	0.0230	8	0.0770
ECNURUNA2         	0.1000	1	udelRun2A         	0.0200	41	0.0800
ECNURUNA2         	0.1000	1	udelRun1A         	0.0161	76	0.0839
ECNURUNA2         	0.1000	1	MPII_HYBRID_PW    	0.0300	28	0.0700
ECNURUNA2         	0.1000	1	umd_hcil_run01    	0.1000	0	0.0000
ECNURUNA2         	0.1000	1	ECNURUNA3         	0.1000	0	0.0000
ECNURUNA2         	0.1000	1	prnaTaskA3        	0.1000	0	0.0000
ECNURUNA2         	0.1000	1	prnaTaskA2        	0.1000	0	0.0000
ECNURUNA2         	0.1000	1	prnaTaskA1        	0.1000	0	0.0000
ECNURUNA2         	0.1000	1	SNACSA            	0.2000	2	-0.1000
ECNURUNA2         	0.1000	1	PKUICSTRunA3      	0.0150	68	0.0850
ECNURUNA2         	0.1000	1	PKUICSTRunA2      	0.1000	2	0.0000
ECNURUNA2         	0.1000	1	PKUICSTRunA1      	0.0150	62	0.0850
ECNURUNA2         	0.1000	1	MPII_COMB_SORT    	0.0090	92	0.0910
ECNURUNA2         	0.1000	1	SNACS_LA          	0.2000	3	-0.1000
ECNURUNA2         	0.1000	1	UWaterlooATDK     	0.0500	6	0.0500
ECNURUNA2         	0.1000	1	QUDynExp          	0.0000	77	0.1000
ECNURUNA2         	0.1000	1	IRIT-KLTFIDF      	0.1000	0	0.0000
ECNURUNA2         	0.1000	1	IritSigSDA        	0.1000	4	0.0000
ECNURUNA2         	0.1000	1	IRIT-RTNotif.33   	0.0000	20	0.1000
ECNURUNA2         	0.1000	1	QUDyn             	0.0000	77	0.1000
ECNURUNA2         	0.1000	1	UWCMBP1           	0.0250	14	0.0750
ECNURUNA2         	0.1000	1	UWCMBP2           	0.1042	19	-0.0042
ECNURUNA2         	0.1000	1	QUBaseline        	0.1000	1	0.0000
ECNURUNA2         	0.1000	1	umd_hcil_run02    	0.1000	0	0.0000
ECNURUNA2         	0.1000	1	MPII_LUC_SORT     	0.0241	83	0.0759
ECNURUNA2         	0.1000	1	udelRun3A         	0.0000	78	0.1000
ECNURUNA3         	0.1000	0	hpclab_pi_algA    	0.1000	5	0.0000
ECNURUNA3         	0.1000	0	UWaterlooATEK     	0.0230	6	0.0770
ECNURUNA3         	0.1000	0	UWaterlooATNDEK   	0.0230	8	0.0770
ECNURUNA3         	0.1000	0	udelRun2A         	0.0200	41	0.0800
ECNURUNA3         	0.1000	0	udelRun1A         	0.0161	76	0.0839
ECNURUNA3         	0.1000	0	MPII_HYBRID_PW    	0.0300	28	0.0700
ECNURUNA3         	0.1000	0	umd_hcil_run01    	0.1000	0	0.0000
ECNURUNA3         	0.1000	0	prnaTaskA3        	0.1000	0	0.0000
ECNURUNA3         	0.1000	0	prnaTaskA2        	0.1000	0	0.0000
ECNURUNA3         	0.1000	0	prnaTaskA1        	0.1000	0	0.0000
ECNURUNA3         	0.1000	0	SNACSA            	0.2000	2	-0.1000
ECNURUNA3         	0.1000	0	PKUICSTRunA3      	0.0150	68	0.0850
ECNURUNA3         	0.1000	0	PKUICSTRunA2      	0.1000	2	0.0000
ECNURUNA3         	0.1000	0	PKUICSTRunA1      	0.0150	62	0.0850
