hpclab_pi_algA    	0.0000	94	udelRun2A         	0.9500	18	-0.9500
hpclab_pi_algA    	0.0000	94	udelRun1A         	0.8648	67	-0.8648
hpclab_pi_algA    	0.0000	94	umd_hcil_run01    	0.0000	0	0.0000
hpclab_pi_algA    	0.0000	94	prnaTaskA3        	0.8661	58	-0.8661
hpclab_pi_algA    	0.0000	94	prnaTaskA2        	0.8903	71	-0.8903
hpclab_pi_algA    	0.0000	94	prnaTaskA1        	0.8903	83	-0.8903
hpclab_pi_algA    	0.0000	94	umd_hcil_run02    	0.0000	0	0.0000
hpclab_pi_algA    	0.0000	94	udelRun3A         	0.8928	85	-0.8928
UWaterlooATEK     	0.5532	35	hpclab_pi_algA    	0.0000	94	0.5532
UWaterlooATEK     	0.5532	35	UWaterlooATNDEK   	0.5506	35	0.0026
UWaterlooATEK     	0.5532	35	udelRun2A         	0.9500	18	-0.3968
UWaterlooATEK     	0.5532	35	udelRun1A         	0.8648	67	-0.3116
UWaterlooATEK     	0.5532	35	umd_hcil_run01    	0.0000	0	0.5532
UWaterlooATEK     	0.5532	35	prnaTaskA3        	0.8661	58	-0.3129
UWaterlooATEK     	0.5532	35	prnaTaskA2        	0.8903	71	-0.3371
UWaterlooATEK     	0.5532	35	prnaTaskA1        	0.8903	83	-0.3371
UWaterlooATEK     	0.5532	35	umd_hcil_run02    	0.0000	0	0.5532
UWaterlooATEK     	0.5532	35	udelRun3A         	0.8928	85	-0.3396
UWaterlooATNDEK   	0.5506	35	hpclab_pi_algA    	0.0000	94	0.5506
UWaterlooATNDEK   	0.5506	35	udelRun2A         	0.9500	18	-0.3994
UWaterlooATNDEK   	0.5506	35	udelRun1A         	0.8648	67	-0.3142
UWaterlooATNDEK   	0.5506	35	umd_hcil_run01    	0.0000	0	0.5506
UWaterlooATNDEK   	0.5506	35	prnaTaskA3        	0.8661	58	-0.3155
UWaterlooATNDEK   	0.5506	35	prnaTaskA2        	0.8903	71	-0.3397
UWaterlooATNDEK   	0.5506	35	prnaTaskA1        	0.8903	83	-0.3397
UWaterlooATNDEK   	0.5506	35	umd_hcil_run02    	0.0000	0	0.5506
UWaterlooATNDEK   	0.5506	35	udelRun3A         	0.8928	85	-0.3422
udelRun2A         	0.9500	18	umd_hcil_run01    	0.0000	0	0.9500
udelRun2A         	0.9500	18	umd_hcil_run02    	0.0000	0	0.9500
udelRun2A         	0.9500	18	udelRun3A         	0.8928	85	0.0572
udelRun1A         	0.8648	67	udelRun2A         	0.9500	18	-0.0852
udelRun1A         	0.8648	67	umd_hcil_run01    	0.0000	0	0.8648
udelRun1A         	0.8648	67	umd_hcil_run02    	0.0000	0	0.8648
udelRun1A         	0.8648	67	udelRun3A         	0.8928	85	-0.0280
MPII_HYBRID_PW    	0.7450	50	hpclab_pi_algA    	0.0000	94	0.7450
MPII_HYBRID_PW    	0.7450	50	UWaterlooATEK     	0.5532	35	0.1918
MPII_HYBRID_PW    	0.7450	50	UWaterlooATNDEK   	0.5506	35	0.1944
MPII_HYBRID_PW    	0.7450	50	udelRun2A         	0.9500	18	-0.2050
MPII_HYBRID_PW    	0.7450	50	udelRun1A         	0.8648	67	-0.1198
MPII_HYBRID_PW    	0.7450	50	umd_hcil_run01    	0.0000	0	0.7450
MPII_HYBRID_PW    	0.7450	50	prnaTaskA3        	0.8661	58	-0.1211
MPII_HYBRID_PW    	0.7450	50	prnaTaskA2        	0.8903	71	-0.1453
MPII_HYBRID_PW    	0.7450	50	prnaTaskA1        	0.8903	83	-0.1453
MPII_HYBRID_PW    	0.7450	50	SNACSA            	0.7350	100	0.0100
MPII_HYBRID_PW    	0.7450	50	PKUICSTRunA3      	0.4900	15	0.2550
MPII_HYBRID_PW    	0.7450	50	PKUICSTRunA2      	0.7579	54	-0.0129
MPII_HYBRID_PW    	0.7450	50	PKUICSTRunA1      	0.3900	13	0.3550
MPII_HYBRID_PW    	0.7450	50	SNACS_LA          	0.1900	34	0.5550
MPII_HYBRID_PW    	0.7450	50	UWaterlooATDK     	0.6917	19	0.0533
MPII_HYBRID_PW    	0.7450	50	QUDynExp          	0.3367	12	0.4083
MPII_HYBRID_PW    	0.7450	50	QUDyn             	0.6094	50	0.1356
