hpclab_pi_algA    	0.0000	25	udelRun2A         	0.3415	24	-0.3415
hpclab_pi_algA    	0.0000	25	udelRun1A         	0.3917	51	-0.3917
hpclab_pi_algA    	0.0000	25	umd_hcil_run01    	0.0000	0	0.0000
hpclab_pi_algA    	0.0000	25	prnaTaskA3        	0.1250	3	-0.1250
hpclab_pi_algA    	0.0000	25	prnaTaskA2        	0.2250	4	-0.2250
hpclab_pi_algA    	0.0000	25	prnaTaskA1        	0.2250	4	-0.2250
hpclab_pi_algA    	0.0000	25	umd_hcil_run02    	0.0000	0	0.0000
hpclab_pi_algA    	0.0000	25	udelRun3A         	0.1997	100	-0.1997
UWaterlooATEK     	0.2581	31	hpclab_pi_algA    	0.0000	25	0.2581
UWaterlooATEK     	0.2581	31	UWaterlooATNDEK   	0.2402	32	0.0179
UWaterlooATEK     	0.2581	31	udelRun2A         	0.3415	24	-0.0834
UWaterlooATEK     	0.2581	31	udelRun1A         	0.3917	51	-0.1336
UWaterlooATEK     	0.2581	31	umd_hcil_run01    	0.0000	0	0.2581
UWaterlooATEK     	0.2581	31	prnaTaskA3        	0.1250	3	0.1331
UWaterlooATEK     	0.2581	31	prnaTaskA2        	0.2250	4	0.0331
UWaterlooATEK     	0.2581	31	prnaTaskA1        	0.2250	4	0.0331
UWaterlooATEK     	0.2581	31	umd_hcil_run02    	0.0000	0	0.2581
UWaterlooATEK     	0.2581	31	udelRun3A         	0.1997	100	0.0584
UWaterlooATNDEK   	0.2402	32	hpclab_pi_algA    	0.0000	25	0.2402
UWaterlooATNDEK   	0.2402	32	udelRun2A         	0.3415	24	-0.1013
UWaterlooATNDEK   	0.2402	32	udelRun1A         	0.3917	51	-0.1515
UWaterlooATNDEK   	0.2402	32	umd_hcil_run01    	0.0000	0	0.2402
UWaterlooATNDEK   	0.2402	32	prnaTaskA3        	0.1250	3	0.1152
UWaterlooATNDEK   	0.2402	32	prnaTaskA2        	0.2250	4	0.0152
UWaterlooATNDEK   	0.2402	32	prnaTaskA1        	0.2250	4	0.0152
UWaterlooATNDEK   	0.2402	32	umd_hcil_run02    	0.0000	0	0.2402
UWaterlooATNDEK   	0.2402	32	udelRun3A         	0.1997	100	0.0405
udelRun2A         	0.3415	24	umd_hcil_run01    	0.0000	0	0.3415
udelRun2A         	0.3415	24	umd_hcil_run02    	0.0000	0	0.3415
udelRun2A         	0.3415	24	udelRun3A         	0.1997	100	0.1418
udelRun1A         	0.3917	51	udelRun2A         	0.3415	24	0.0502
udelRun1A         	0.3917	51	umd_hcil_run01    	0.0000	0	0.3917
udelRun1A         	0.3917	51	umd_hcil_run02    	0.0000	0	0.3917
udelRun1A         	0.3917	51	udelRun3A         	0.1997	100	0.1920
MPII_HYBRID_PW    	0.3516	49	hpclab_pi_algA    	0.0000	25	0.3516
MPII_HYBRID_PW    	0.3516	49	UWaterlooATEK     	0.2581	31	0.0935
MPII_HYBRID_PW    	0.3516	49	UWaterlooATNDEK   	0.2402	32	0.1114
MPII_HYBRID_PW    	0.3516	49	udelRun2A         	0.3415	24	0.0101
MPII_HYBRID_PW    	0.3516	49	udelRun1A         	0.3917	51	-0.0401
MPII_HYBRID_PW    	0.3516	49	umd_hcil_run01    	0.0000	0	0.3516
MPII_HYBRID_PW    	0.3516	49	prnaTaskA3        	0.1250	3	0.2266
MPII_HYBRID_PW    	0.3516	49	prnaTaskA2        	0.2250	4	0.1266
MPII_HYBRID_PW    	0.3516	49	prnaTaskA1        	0.2250	4	0.1266
MPII_HYBRID_PW    	0.3516	49	SNACSA            	0.6277	80	-0.2761
MPII_HYBRID_PW    	0.3516	49	PKUICSTRunA3      	0.4828	76	-0.1312
MPII_HYBRID_PW    	0.3516	49	PKUICSTRunA2      	0.5836	61	-0.2320
MPII_HYBRID_PW    	0.3516	49	PKUICSTRunA1      	0.4533	47	-0.1017
MPII_HYBRID_PW    	0.3516	49	SNACS_LA          	0.4800	50	-0.1284
MPII_HYBRID_PW    	0.3516	49	UWaterlooATDK     	0.4660	31	-0.1144
MPII_HYBRID_PW    	0.3516	49	QUDynExp          	0.0833	45	0.2683
MPII_HYBRID_PW    	0.3516	49	QUDyn             	0.0600	61	0.2916
MPII_HYBRID_PW    	0.3516	49	UWCMBP1           	0.4071	24	-0.0555
MPII_HYBRID_PW    	0.3516	49	UWCMBP2           	0.3026	66	0.0490
MPII_HYBRID_PW    	0.3516	49	QUBaseline        	0.0786	92	0.2730
MPII_HYBRID_PW    	0.3516	49	umd_hcil_run02    	0.0000	0	0.3516
MPII_HYBRID_PW    	0.3516	49	MPII_LUC_SORT     	0.2497	73	0.1019
MPII_HYBRID_PW    	0.3516	49	udelRun3A         	0.1997	100	0.1519
umd_hcil_run01    	0.0000	0	umd_hcil_run02    	0.0000	0	0.0000
ECNURUNA1         	0.0000	90	hpclab_pi_algA    	0.0000	25	0.0000
ECNURUNA1         	0.0000	90	UWaterlooATEK     	0.2581	31	-0.2581
ECNURUNA1         	0.0000	90	UWaterlooATNDEK   	0.2402	32	-0.2402
ECNURUNA1         	0.0000	90	udelRun2A         	0.3415	24	-0.3415
ECNURUNA1         	0.0000	90	udelRun1A         	0.3917	51	-0.3917
ECNURUNA1         	0.0000	90	MPII_HYBRID_PW    	0.3516	49	-0.3516
ECNURUNA1         	0.0000	90	umd_hcil_run01    	0.0000	0	0.0000
ECNURUNA1         	0.0000	90	ECNURUNA2         	0.0000	83	0.0000
