hpclab_pi_algA    	0.1000	2	udelRun2A         	0.1459	36	-0.0459
hpclab_pi_algA    	0.1000	2	udelRun1A         	0.1088	56	-0.0088
hpclab_pi_algA    	0.1000	2	umd_hcil_run01    	0.1000	0	0.0000
hpclab_pi_algA    	0.1000	2	prnaTaskA3        	0.2000	5	-0.1000
hpclab_pi_algA    	0.1000	2	prnaTaskA2        	0.2500	8	-0.1500
hpclab_pi_algA    	0.1000	2	prnaTaskA1        	0.2500	15	-0.1500
hpclab_pi_algA    	0.1000	2	umd_hcil_run02    	0.1000	0	0.0000
hpclab_pi_algA    	0.1000	2	udelRun3A         	0.0957	27	0.0043
UWaterlooATEK     	0.0653	28	hpclab_pi_algA    	0.1000	2	-0.0347
UWaterlooATEK     	0.0653	28	UWaterlooATNDEK   	0.0382	32	0.0271
UWaterlooATEK     	0.0653	28	udelRun2A         	0.1459	36	-0.0806
UWaterlooATEK     	0.0653	28	udelRun1A         	0.1088	56	-0.0435
UWaterlooATEK     	0.0653	28	umd_hcil_run01    	0.1000	0	-0.0347
UWaterlooATEK     	0.0653	28	prnaTaskA3        	0.2000	5	-0.1347
UWaterlooATEK     	0.0653	28	prnaTaskA2        	0.2500	8	-0.1847
UWaterlooATEK     	0.0653	28	prnaTaskA1        	0.2500	15	-0.1847
UWaterlooATEK     	0.0653	28	umd_hcil_run02    	0.1000	0	-0.0347
UWaterlooATEK     	0.0653	28	udelRun3A         	0.0957	27	-0.0304
UWaterlooATNDEK   	0.0382	32	hpclab_pi_algA    	0.1000	2	-0.0618
UWaterlooATNDEK   	0.0382	32	udelRun2A         	0.1459	36	-0.1077
UWaterlooATNDEK   	0.0382	32	udelRun1A         	0.1088	56	-0.0706
UWaterlooATNDEK   	0.0382	32	umd_hcil_run01    	0.1000	0	-0.0618
UWaterlooATNDEK   	0.0382	32	prnaTaskA3        	0.2000	5	-0.1618
UWaterlooATNDEK   	0.0382	32	prnaTaskA2        	0.2500	8	-0.2118
UWaterlooATNDEK   	0.0382	32	prnaTaskA1        	0.2500	15	-0.2118
UWaterlooATNDEK   	0.0382	32	umd_hcil_run02    	0.1000	0	-0.0618
UWaterlooATNDEK   	0.0382	32	udelRun3A         	0.0957	27	-0.0575
udelRun2A         	0.1459	36	umd_hcil_run01    	0.1000	0	0.0459
udelRun2A         	0.1459	36	umd_hcil_run02    	0.1000	0	0.0459
udelRun2A         	0.1459	36	udelRun3A         	0.0957	27	0.0502
udelRun1A         	0.1088	56	udelRun2A         	0.1459	36	-0.0371
udelRun1A         	0.1088	56	umd_hcil_run01    	0.1000	0	0.0088
udelRun1A         	0.1088	56	umd_hcil_run02    	0.1000	0	0.0088
udelRun1A         	0.1088	56	udelRun3A         	0.0957	27	0.0131
MPII_HYBRID_PW    	0.1056	56	hpclab_pi_algA    	0.1000	2	0.0056
MPII_HYBRID_PW    	0.1056	56	UWaterlooATEK     	0.0653	28	0.0403
MPII_HYBRID_PW    	0.1056	56	UWaterlooATNDEK   	0.0382	32	0.0674
MPII_HYBRID_PW    	0.1056	56	udelRun2A         	0.1459	36	-0.0403
MPII_HYBRID_PW    	0.1056	56	udelRun1A         	0.1088	56	-0.0032
MPII_HYBRID_PW    	0.1056	56	umd_hcil_run01    	0.1000	0	0.0056
MPII_HYBRID_PW    	0.1056	56	prnaTaskA3        	0.2000	5	-0.0944
MPII_HYBRID_PW    	0.1056	56	prnaTaskA2        	0.2500	8	-0.1444
MPII_HYBRID_PW    	0.1056	56	prnaTaskA1        	0.2500	15	-0.1444
MPII_HYBRID_PW    	0.1056	56	SNACSA            	0.0400	100	0.0656
MPII_HYBRID_PW    	0.1056	56	PKUICSTRunA3      	0.0871	62	0.0185
MPII_HYBRID_PW    	0.1056	56	PKUICSTRunA2      	0.0325	40	0.0731
MPII_HYBRID_PW    	0.1056	56	PKUICSTRunA1      	0.0900	57	0.0156
MPII_HYBRID_PW    	0.1056	56	SNACS_LA          	0.0456	61	0.0600
MPII_HYBRID_PW    	0.1056	56	UWaterlooATDK     	0.0167	14	0.0889
MPII_HYBRID_PW    	0.1056	56	QUDynExp          	0.0305	57	0.0751
MPII_HYBRID_PW    	0.1056	56	QUDyn             	0.0702	54	0.0354
MPII_HYBRID_PW    	0.1056	56	UWCMBP1           	0.0775	26	0.0281
MPII_HYBRID_PW    	0.1056	56	UWCMBP2           	0.1160	63	-0.0104
MPII_HYBRID_PW    	0.1056	56	QUBaseline        	0.1000	4	0.0056
MPII_HYBRID_PW    	0.1056	56	umd_hcil_run02    	0.1000	0	0.0056
MPII_HYBRID_PW    	0.1056	56	MPII_LUC_SORT     	0.1014	90	0.0042
MPII_HYBRID_PW    	0.1056	56	udelRun3A         	0.0957	27	0.0099
umd_hcil_run01    	0.1000	0	umd_hcil_run02    	0.1000	0	0.0000
ECNURUNA1         	0.1000	0	hpclab_pi_algA    	0.1000	2	0.0000
ECNURUNA1         	0.1000	0	UWaterlooATEK     	0.0653	28	0.0347
ECNURUNA1         	0.1000	0	UWaterlooATNDEK   	0.0382	32	0.0618
ECNURUNA1         	0.1000	0	udelRun2A         	0.1459	36	-0.0459
ECNURUNA1         	0.1000	0	udelRun1A         	0.1088	56	-0.0088
ECNURUNA1         	0.1000	0	MPII_HYBRID_PW    	0.1056	56	-0.0056
ECNURUNA1         	0.1000	0	umd_hcil_run01    	0.1000	0	0.0000
ECNURUNA1         	0.1000	0	ECNURUNA2         	0.1000	0	0.0000
