hpclab_pi_algA    	0.2000	2	udelRun2A         	0.2000	0	0.0000
hpclab_pi_algA    	0.2000	2	udelRun1A         	0.2000	0	0.0000
hpclab_pi_algA    	0.2000	2	umd_hcil_run01    	0.2000	0	0.0000
hpclab_pi_algA    	0.2000	2	prnaTaskA3        	0.2000	0	0.0000
hpclab_pi_algA    	0.2000	2	prnaTaskA2        	0.2000	0	0.0000
hpclab_pi_algA    	0.2000	2	prnaTaskA1        	0.2000	0	0.0000
hpclab_pi_algA    	0.2000	2	umd_hcil_run02    	0.2000	5	0.0000
hpclab_pi_algA    	0.2000	2	udelRun3A         	0.0350	100	0.1650
UWaterlooATEK     	0.0360	11	hpclab_pi_algA    	0.2000	2	-0.1640
UWaterlooATEK     	0.0360	11	UWaterlooATNDEK   	0.0360	11	0.0000
UWaterlooATEK     	0.0360	11	udelRun2A         	0.2000	0	-0.1640
UWaterlooATEK     	0.0360	11	udelRun1A         	0.2000	0	-0.1640
UWaterlooATEK     	0.0360	11	umd_hcil_run01    	0.2000	0	-0.1640
UWaterlooATEK     	0.0360	11	prnaTaskA3        	0.2000	0	-0.1640
UWaterlooATEK     	0.0360	11	prnaTaskA2        	0.2000	0	-0.1640
UWaterlooATEK     	0.0360	11	prnaTaskA1        	0.2000	0	-0.1640
UWaterlooATEK     	0.0360	11	umd_hcil_run02    	0.2000	5	-0.1640
UWaterlooATEK     	0.0360	11	udelRun3A         	0.0350	100	0.0010
UWaterlooATNDEK   	0.0360	11	hpclab_pi_algA    	0.2000	2	-0.1640
UWaterlooATNDEK   	0.0360	11	udelRun2A         	0.2000	0	-0.1640
UWaterlooATNDEK   	0.0360	11	udelRun1A         	0.2000	0	-0.1640
UWaterlooATNDEK   	0.0360	11	umd_hcil_run01    	0.2000	0	-0.1640
UWaterlooATNDEK   	0.0360	11	prnaTaskA3        	0.2000	0	-0.1640
UWaterlooATNDEK   	0.0360	11	prnaTaskA2        	0.2000	0	-0.1640
UWaterlooATNDEK   	0.0360	11	prnaTaskA1        	0.2000	0	-0.1640
UWaterlooATNDEK   	0.0360	11	umd_hcil_run02    	0.2000	5	-0.1640
UWaterlooATNDEK   	0.0360	11	udelRun3A         	0.0350	100	0.0010
udelRun2A         	0.2000	0	umd_hcil_run01    	0.2000	0	0.0000
udelRun2A         	0.2000	0	umd_hcil_run02    	0.2000	5	0.0000
udelRun2A         	0.2000	0	udelRun3A         	0.0350	100	0.1650
udelRun1A         	0.2000	0	udelRun2A         	0.2000	0	0.0000
udelRun1A         	0.2000	0	umd_hcil_run01    	0.2000	0	0.0000
udelRun1A         	0.2000	0	umd_hcil_run02    	0.2000	5	0.0000
udelRun1A         	0.2000	0	udelRun3A         	0.0350	100	0.1650
MPII_HYBRID_PW    	0.0071	28	hpclab_pi_algA    	0.2000	2	-0.1929
MPII_HYBRID_PW    	0.0071	28	UWaterlooATEK     	0.0360	11	-0.0289
MPII_HYBRID_PW    	0.0071	28	UWaterlooATNDEK   	0.0360	11	-0.0289
MPII_HYBRID_PW    	0.0071	28	udelRun2A         	0.2000	0	-0.1929
MPII_HYBRID_PW    	0.0071	28	udelRun1A         	0.2000	0	-0.1929
MPII_HYBRID_PW    	0.0071	28	umd_hcil_run01    	0.2000	0	-0.1929
MPII_HYBRID_PW    	0.0071	28	prnaTaskA3        	0.2000	0	-0.1929
MPII_HYBRID_PW    	0.0071	28	prnaTaskA2        	0.2000	0	-0.1929
MPII_HYBRID_PW    	0.0071	28	prnaTaskA1        	0.2000	0	-0.1929
MPII_HYBRID_PW    	0.0071	28	SNACSA            	0.2000	0	-0.1929
MPII_HYBRID_PW    	0.0071	28	PKUICSTRunA3      	0.0106	62	-0.0035
MPII_HYBRID_PW    	0.0071	28	PKUICSTRunA2      	0.2250	6	-0.2179
MPII_HYBRID_PW    	0.0071	28	PKUICSTRunA1      	0.0121	48	-0.0050
MPII_HYBRID_PW    	0.0071	28	SNACS_LA          	0.2000	0	-0.1929
MPII_HYBRID_PW    	0.0071	28	UWaterlooATDK     	0.0500	10	-0.0429
MPII_HYBRID_PW    	0.0071	28	QUDynExp          	0.0125	20	-0.0054
MPII_HYBRID_PW    	0.0071	28	QUDyn             	0.0125	31	-0.0054
MPII_HYBRID_PW    	0.0071	28	UWCMBP1           	0.0500	14	-0.0429
MPII_HYBRID_PW    	0.0071	28	UWCMBP2           	0.0100	69	-0.0029
MPII_HYBRID_PW    	0.0071	28	QUBaseline        	0.2000	2	-0.1929
MPII_HYBRID_PW    	0.0071	28	umd_hcil_run02    	0.2000	5	-0.1929
MPII_HYBRID_PW    	0.0071	28	MPII_LUC_SORT     	0.0133	85	-0.0062
MPII_HYBRID_PW    	0.0071	28	udelRun3A         	0.0350	100	-0.0279
umd_hcil_run01    	0.2000	0	umd_hcil_run02    	0.2000	5	0.0000
ECNURUNA1         	0.2000	75	hpclab_pi_algA    	0.2000	2	0.0000
ECNURUNA1         	0.2000	75	UWaterlooATEK     	0.0360	11	0.1640
ECNURUNA1         	0.2000	75	UWaterlooATNDEK   	0.0360	11	0.1640
