hpclab_pi_algA    	0.0000	40	udelRun2A         	0.2775	28	-0.2775
hpclab_pi_algA    	0.0000	40	udelRun1A         	0.2658	52	-0.2658
hpclab_pi_algA    	0.0000	40	umd_hcil_run01    	0.0000	0	0.0000
hpclab_pi_algA    	0.0000	40	prnaTaskA3        	0.3042	38	-0.3042
hpclab_pi_algA    	0.0000	40	prnaTaskA2        	0.2455	45	-0.2455
hpclab_pi_algA    	0.0000	40	prnaTaskA1        	0.2498	60	-0.2498
hpclab_pi_algA    	0.0000	40	umd_hcil_run02    	0.0000	1	0.0000
hpclab_pi_algA    	0.0000	40	udelRun3A         	0.2633	84	-0.2633
UWaterlooATEK     	0.2512	26	hpclab_pi_algA    	0.0000	40	0.2512
UWaterlooATEK     	0.2512	26	UWaterlooATNDEK   	0.2512	26	0.0000
UWaterlooATEK     	0.2512	26	udelRun2A         	0.2775	28	-0.0263
UWaterlooATEK     	0.2512	26	udelRun1A         	0.2658	52	-0.0146
UWaterlooATEK     	0.2512	26	umd_hcil_run01    	0.0000	0	0.2512
UWaterlooATEK     	0.2512	26	prnaTaskA3        	0.3042	38	-0.0530
UWaterlooATEK     	0.2512	26	prnaTaskA2        	0.2455	45	0.0057
UWaterlooATEK     	0.2512	26	prnaTaskA1        	0.2498	60	0.0014
UWaterlooATEK     	0.2512	26	umd_hcil_run02    	0.0000	1	0.2512
UWaterlooATEK     	0.2512	26	udelRun3A         	0.2633	84	-0.0121
UWaterlooATNDEK   	0.2512	26	hpclab_pi_algA    	0.0000	40	0.2512
UWaterlooATNDEK   	0.2512	26	udelRun2A         	0.2775	28	-0.0263
UWaterlooATNDEK   	0.2512	26	udelRun1A         	0.2658	52	-0.0146
UWaterlooATNDEK   	0.2512	26	umd_hcil_run01    	0.0000	0	0.2512
UWaterlooATNDEK   	0.2512	26	prnaTaskA3        	0.3042	38	-0.0530
UWaterlooATNDEK   	0.2512	26	prnaTaskA2        	0.2455	45	0.0057
UWaterlooATNDEK   	0.2512	26	prnaTaskA1        	0.2498	60	0.0014
UWaterlooATNDEK   	0.2512	26	umd_hcil_run02    	0.0000	1	0.2512
UWaterlooATNDEK   	0.2512	26	udelRun3A         	0.2633	84	-0.0121
udelRun2A         	0.2775	28	umd_hcil_run01    	0.0000	0	0.2775
udelRun2A         	0.2775	28	umd_hcil_run02    	0.0000	1	0.2775
udelRun2A         	0.2775	28	udelRun3A         	0.2633	84	0.0142
udelRun1A         	0.2658	52	udelRun2A         	0.2775	28	-0.0117
udelRun1A         	0.2658	52	umd_hcil_run01    	0.0000	0	0.2658
udelRun1A         	0.2658	52	umd_hcil_run02    	0.0000	1	0.2658
udelRun1A         	0.2658	52	udelRun3A         	0.2633	84	0.0025
MPII_HYBRID_PW    	0.2222	65	hpclab_pi_algA    	0.0000	40	0.2222
MPII_HYBRID_PW    	0.2222	65	UWaterlooATEK     	0.2512	26	-0.0290
MPII_HYBRID_PW    	0.2222	65	UWaterlooATNDEK   	0.2512	26	-0.0290
MPII_HYBRID_PW    	0.2222	65	udelRun2A         	0.2775	28	-0.0553
MPII_HYBRID_PW    	0.2222	65	udelRun1A         	0.2658	52	-0.0436
MPII_HYBRID_PW    	0.2222	65	umd_hcil_run01    	0.0000	0	0.2222
MPII_HYBRID_PW    	0.2222	65	prnaTaskA3        	0.3042	38	-0.0820
MPII_HYBRID_PW    	0.2222	65	prnaTaskA2        	0.2455	45	-0.0233
MPII_HYBRID_PW    	0.2222	65	prnaTaskA1        	0.2498	60	-0.0276
MPII_HYBRID_PW    	0.2222	65	SNACSA            	0.1700	98	0.0522
MPII_HYBRID_PW    	0.2222	65	PKUICSTRunA3      	0.3081	42	-0.0859
MPII_HYBRID_PW    	0.2222	65	PKUICSTRunA2      	0.1796	58	0.0426
MPII_HYBRID_PW    	0.2222	65	PKUICSTRunA1      	0.3352	36	-0.1130
MPII_HYBRID_PW    	0.2222	65	SNACS_LA          	0.1761	99	0.0461
MPII_HYBRID_PW    	0.2222	65	UWaterlooATDK     	0.2833	7	-0.0611
MPII_HYBRID_PW    	0.2222	65	QUDynExp          	0.2433	37	-0.0211
MPII_HYBRID_PW    	0.2222	65	QUDyn             	0.1799	68	0.0423
MPII_HYBRID_PW    	0.2222	65	UWCMBP1           	0.3403	54	-0.1181
MPII_HYBRID_PW    	0.2222	65	UWCMBP2           	0.2589	61	-0.0367
MPII_HYBRID_PW    	0.2222	65	QUBaseline        	0.1500	7	0.0722
MPII_HYBRID_PW    	0.2222	65	umd_hcil_run02    	0.0000	1	0.2222
MPII_HYBRID_PW    	0.2222	65	MPII_LUC_SORT     	0.1943	100	0.0279
MPII_HYBRID_PW    	0.2222	65	udelRun3A         	0.2633	84	-0.0411
umd_hcil_run01    	0.0000	0	umd_hcil_run02    	0.0000	1	0.0000
ECNURUNA1         	0.0000	79	hpclab_pi_algA    	0.0000	40	0.0000
ECNURUNA1         	0.0000	79	UWaterlooATEK     	0.2512	26	-0.2512
ECNURUNA1         	0.0000	79	UWaterlooATNDEK   	0.2512	26	-0.2512
ECNURUNA1         	0.0000	79	udelRun2A         	0.2775	28	-0.2775
ECNURUNA1         	0.0000	79	udelRun1A         	0.2658	52	-0.2658
ECNURUNA1         	0.0000	79	MPII_HYBRID_PW    	0.2222	65	-0.2222
ECNURUNA1         	0.0000	79	umd_hcil_run01    	0.0000	0	0.0000
ECNURUNA1         	0.0000	79	ECNURUNA2         	0.0000	79	0.0000
ECNURUNA1         	0.0000	79	ECNURUNA3         	0.0000	79	0.0000
ECNURUNA1         	0.0000	79	prnaTaskA3        	0.3042	38	-0.3042
ECNURUNA1         	0.0000	79	prnaTaskA2        	0.2455	45	-0.2455
ECNURUNA1         	0.0000	79	prnaTaskA1        	0.2498	60	-0.2498
ECNURUNA1         	0.0000	79	SNACSA            	0.1700	98	-0.1700
ECNURUNA1         	0.0000	79	PKUICSTRunA3      	0.3081	42	-0.3081
ECNURUNA1         	0.0000	79	PKUICSTRunA2      	0.1796	58	-0.1796
ECNURUNA1         	0.0000	79	PKUICSTRunA1      	0.3352	36	-0.3352
ECNURUNA1         	0.0000	79	MPII_COMB_SORT    	0.1893	98	-0.1893
ECNURUNA1         	0.0000	79	SNACS_LA          	0.1761	99	-0.1761
ECNURUNA1         	0.0000	79	UWaterlooATDK     	0.2833	7	-0.2833
ECNURUNA1         	0.0000	79	QUDynExp          	0.2433	37	-0.2433
ECNURUNA1         	0.0000	79	IRIT-KLTFIDF      	0.2578	71	-0.2578
ECNURUNA1         	0.0000	79	IritSigSDA        	0.0000	0	0.0000
ECNURUNA1         	0.0000	79	IRIT-RTNotif.33   	0.1212	12	-0.1212
ECNURUNA1         	0.0000	79	QUDyn             	0.1799	68	-0.1799
ECNURUNA1         	0.0000	79	UWCMBP1           	0.3403	54	-0.3403
ECNURUNA1         	0.0000	79	UWCMBP2           	0.2589	61	-0.2589
ECNURUNA1         	0.0000	79	QUBaseline        	0.1500	7	-0.1500
ECNURUNA1         	0.0000	79	umd_hcil_run02    	0.0000	1	0.0000
ECNURUNA1         	0.0000	79	MPII_LUC_SORT     	0.1943	100	-0.1943
ECNURUNA1         	0.0000	79	udelRun3A         	0.2633	84	-0.2633
ECNURUNA2         	0.0000	79	hpclab_pi_algA    	0.0000	40	0.0000
ECNURUNA2         	0.0000	79	UWaterlooATEK     	0.2512	26	-0.2512
ECNURUNA2         	0.0000	79	UWaterlooATNDEK   	0.2512	26	-0.2512
ECNURUNA2         	0.0000	79	udelRun2A         	0.2775	28	-0.2775
ECNURUNA2         	0.0000	79	udelRun1A         	0.2658	52	-0.2658
ECNURUNA2         	0.0000	79	MPII_HYBRID_PW    	0.2222	65	-0.2222
ECNURUNA2         	0.0000	79	umd_hcil_run01    	0.0000	0	0.0000
ECNURUNA2         	0.0000	79	ECNURUNA3         	0.0000	79	0.0000
ECNURUNA2         	0.0000	79	prnaTaskA3        	0.3042	38	-0.3042
ECNURUNA2         	0.0000	79	prnaTaskA2        	0.2455	45	-0.2455
ECNURUNA2         	0.0000	79	prnaTaskA1        	0.2498	60	-0.2498
ECNURUNA2         	0.0000	79	SNACSA            	0.1700	98	-0.1700
ECNURUNA2         	0.0000	79	PKUICSTRunA3      	0.3081	42	-0.3081
ECNURUNA2         	0.0000	79	PKUICSTRunA2      	0.1796	58	-0.1796
ECNURUNA2         	0.0000	79	PKUICSTRunA1      	0.3352	36	-0.3352
ECNURUNA2         	0.0000	79	MPII_COMB_SORT    	0.1893	98	-0.1893
ECNURUNA2         	0.0000	79	SNACS_LA          	0.1761	99	-0.1761
ECNURUNA2         	0.0000	79	UWaterlooATDK     	0.2833	7	-0.2833
ECNURUNA2         	0.0000	79	QUDynExp          	0.2433	37	-0.2433
ECNURUNA2         	0.0000	79	IRIT-KLTFIDF      	0.2578	71	-0.2578
ECNURUNA2         	0.0000	79	IritSigSDA        	0.0000	0	0.0000
ECNURUNA2         	0.0000	79	IRIT-RTNotif.33   	0.1212	12	-0.1212
ECNURUNA2         	0.0000	79	QUDyn             	0.1799	68	-0.1799
ECNURUNA2         	0.0000	79	UWCMBP1           	0.3403	54	-0.3403
ECNURUNA2         	0.0000	79	UWCMBP2           	0.2589	61	-0.2589
ECNURUNA2         	0.0000	79	QUBaseline        	0.1500	7	-0.1500
ECNURUNA2         	0.0000	79	umd_hcil_run02    	0.0000	1	0.0000
ECNURUNA2         	0.0000	79	MPII_LUC_SORT     	0.1943	100	-0.1943
ECNURUNA2         	0.0000	79	udelRun3A         	0.2633	84	-0.2633
ECNURUNA3         	0.0000	79	hpclab_pi_algA    	0.0000	40	0.0000
ECNURUNA3         	0.0000	79	UWaterlooATEK     	0.2512	26	-0.2512
ECNURUNA3         	0.0000	79	UWaterlooATNDEK   	0.2512	26	-0.2512
ECNURUNA3         	0.0000	79	udelRun2A         	0.2775	28	-0.2775
ECNURUNA3         	0.0000	79	udelRun1A         	0.2658	52	-0.2658
ECNURUNA3         	0.0000	79	MPII_HYBRID_PW    	0.2222	65	-0.2222
ECNURUNA3         	0.0000	79	umd_hcil_run01    	0.0000	0	0.0000
ECNURUNA3         	0.0000	79	prnaTaskA3        	0.3042	38	-0.3042
ECNURUNA3         	0.0000	79	prnaTaskA2        	0.2455	45	-0.2455
ECNURUNA3         	0.0000	79	prnaTaskA1        	0.2498	60	-0.2498
ECNURUNA3         	0.0000	79	SNACSA            	0.1700	98	-0.1700
ECNURUNA3         	0.0000	79	PKUICSTRunA3      	0.3081	42	-0.3081
ECNURUNA3         	0.0000	79	PKUICSTRunA2      	0.1796	58	-0.1796
ECNURUNA3         	0.0000	79	PKUICSTRunA1      	0.3352	36	-0.3352
ECNURUNA3         	0.0000	79	MPII_COMB_SORT    	0.1893	98	-0.1893
ECNURUNA3         	0.0000	79	SNACS_LA          	0.1761	99	-0.1761
ECNURUNA3         	0.0000	79	UWaterlooATDK     	0.2833	7	-0.2833
ECNURUNA3         	0.0000	79	QUDynExp          	0.2433	37	-0.2433
ECNURUNA3         	0.0000	79	IRIT-KLTFIDF      	0.2578	71	-0.2578
ECNURUNA3         	0.0000	79	IritSigSDA        	0.0000	0	0.0000
ECNURUNA3         	0.0000	79	IRIT-RTNotif.33   	0.1212	12	-0.1212
ECNURUNA3         	0.0000	79	QUDyn             	0.1799	68	-0.1799
ECNURUNA3         	0.0000	79	UWCMBP1           	0.3403	54	-0.3403
ECNURUNA3         	0.0000	79	UWCMBP2           	0.2589	61	-0.2589
ECNURUNA3         	0.0000	79	QUBaseline        	0.1500	7	-0.1500
ECNURUNA3         	0.0000	79	umd_hcil_run02    	0.0000	1	0.0000
ECNURUNA3         	0.0000	79	MPII_LUC_SORT     	0.1943	100	-0.1943
ECNURUNA3         	0.0000	79	udelRun3A         	0.2633	84	-0.2633
prnaTaskA3        	0.3042	38	udelRun2A         	0.2775	28	0.0267
prnaTaskA3        	0.3042	38	udelRun1A         	0.2658	52	0.0384
prnaTaskA3        	0.3042	38	umd_hcil_run01    	0.0000	0	0.3042
