hpclab_pi_algA    	0.0320	60	udelRun2A         	0.1750	9	-0.1430
hpclab_pi_algA    	0.0320	60	udelRun1A         	0.1250	16	-0.0930
hpclab_pi_algA    	0.0320	60	umd_hcil_run01    	0.0000	0	0.0320
hpclab_pi_algA    	0.0320	60	prnaTaskA3        	0.0500	1	-0.0180
hpclab_pi_algA    	0.0320	60	prnaTaskA2        	0.0500	2	-0.0180
hpclab_pi_algA    	0.0320	60	prnaTaskA1        	0.0500	4	-0.0180
hpclab_pi_algA    	0.0320	60	umd_hcil_run02    	0.0000	0	0.0320
hpclab_pi_algA    	0.0320	60	udelRun3A         	0.1100	22	-0.0780
UWaterlooATEK     	0.0235	2	hpclab_pi_algA    	0.0320	60	-0.0085
UWaterlooATEK     	0.0235	2	UWaterlooATNDEK   	0.0383	4	-0.0148
UWaterlooATEK     	0.0235	2	udelRun2A         	0.1750	9	-0.1515
UWaterlooATEK     	0.0235	2	udelRun1A         	0.1250	16	-0.1015
UWaterlooATEK     	0.0235	2	umd_hcil_run01    	0.0000	0	0.0235
UWaterlooATEK     	0.0235	2	prnaTaskA3        	0.0500	1	-0.0265
UWaterlooATEK     	0.0235	2	prnaTaskA2        	0.0500	2	-0.0265
UWaterlooATEK     	0.0235	2	prnaTaskA1        	0.0500	4	-0.0265
UWaterlooATEK     	0.0235	2	umd_hcil_run02    	0.0000	0	0.0235
UWaterlooATEK     	0.0235	2	udelRun3A         	0.1100	22	-0.0865
UWaterlooATNDEK   	0.0383	4	hpclab_pi_algA    	0.0320	60	0.0063
UWaterlooATNDEK   	0.0383	4	udelRun2A         	0.1750	9	-0.1367
UWaterlooATNDEK   	0.0383	4	udelRun1A         	0.1250	16	-0.0867
UWaterlooATNDEK   	0.0383	4	umd_hcil_run01    	0.0000	0	0.0383
UWaterlooATNDEK   	0.0383	4	prnaTaskA3        	0.0500	1	-0.0117
UWaterlooATNDEK   	0.0383	4	prnaTaskA2        	0.0500	2	-0.0117
UWaterlooATNDEK   	0.0383	4	prnaTaskA1        	0.0500	4	-0.0117
UWaterlooATNDEK   	0.0383	4	umd_hcil_run02    	0.0000	0	0.0383
UWaterlooATNDEK   	0.0383	4	udelRun3A         	0.1100	22	-0.0717
udelRun2A         	0.1750	9	umd_hcil_run01    	0.0000	0	0.1750
udelRun2A         	0.1750	9	umd_hcil_run02    	0.0000	0	0.1750
udelRun2A         	0.1750	9	udelRun3A         	0.1100	22	0.0650
udelRun1A         	0.1250	16	udelRun2A         	0.1750	9	-0.0500
udelRun1A         	0.1250	16	umd_hcil_run01    	0.0000	0	0.1250
udelRun1A         	0.1250	16	umd_hcil_run02    	0.0000	0	0.1250
udelRun1A         	0.1250	16	udelRun3A         	0.1100	22	0.0150
MPII_HYBRID_PW    	0.2404	23	hpclab_pi_algA    	0.0320	60	0.2084
MPII_HYBRID_PW    	0.2404	23	UWaterlooATEK     	0.0235	2	0.2169
MPII_HYBRID_PW    	0.2404	23	UWaterlooATNDEK   	0.0383	4	0.2021
MPII_HYBRID_PW    	0.2404	23	udelRun2A         	0.1750	9	0.0654
MPII_HYBRID_PW    	0.2404	23	udelRun1A         	0.1250	16	0.1154
MPII_HYBRID_PW    	0.2404	23	umd_hcil_run01    	0.0000	0	0.2404
MPII_HYBRID_PW    	0.2404	23	prnaTaskA3        	0.0500	1	0.1904
MPII_HYBRID_PW    	0.2404	23	prnaTaskA2        	0.0500	2	0.1904
MPII_HYBRID_PW    	0.2404	23	prnaTaskA1        	0.0500	4	0.1904
MPII_HYBRID_PW    	0.2404	23	SNACSA            	0.0917	96	0.1487
MPII_HYBRID_PW    	0.2404	23	PKUICSTRunA3      	0.1731	69	0.0673
MPII_HYBRID_PW    	0.2404	23	PKUICSTRunA2      	0.1494	72	0.0910
MPII_HYBRID_PW    	0.2404	23	PKUICSTRunA1      	0.1786	55	0.0618
MPII_HYBRID_PW    	0.2404	23	SNACS_LA          	0.0633	74	0.1771
MPII_HYBRID_PW    	0.2404	23	UWaterlooATDK     	0.0000	0	0.2404
MPII_HYBRID_PW    	0.2404	23	QUDynExp          	0.0231	91	0.2173
MPII_HYBRID_PW    	0.2404	23	QUDyn             	0.0225	88	0.2179
MPII_HYBRID_PW    	0.2404	23	UWCMBP1           	0.0500	2	0.1904
MPII_HYBRID_PW    	0.2404	23	UWCMBP2           	0.0167	7	0.2237
MPII_HYBRID_PW    	0.2404	23	QUBaseline        	0.0750	6	0.1654
MPII_HYBRID_PW    	0.2404	23	umd_hcil_run02    	0.0000	0	0.2404
MPII_HYBRID_PW    	0.2404	23	MPII_LUC_SORT     	0.1105	99	0.1299
MPII_HYBRID_PW    	0.2404	23	udelRun3A         	0.1100	22	0.1304
umd_hcil_run01    	0.0000	0	umd_hcil_run02    	0.0000	0	0.0000
ECNURUNA1         	0.0000	67	hpclab_pi_algA    	0.0320	60	-0.0320
ECNURUNA1         	0.0000	67	UWaterlooATEK     	0.0235	2	-0.0235
ECNURUNA1         	0.0000	67	UWaterlooATNDEK   	0.0383	4	-0.0383
ECNURUNA1         	0.0000	67	udelRun2A         	0.1750	9	-0.1750
ECNURUNA1         	0.0000	67	udelRun1A         	0.1250	16	-0.1250
ECNURUNA1         	0.0000	67	MPII_HYBRID_PW    	0.2404	23	-0.2404
ECNURUNA1         	0.0000	67	umd_hcil_run01    	0.0000	0	0.0000
ECNURUNA1         	0.0000	67	ECNURUNA2         	0.0000	66	0.0000
ECNURUNA1         	0.0000	67	ECNURUNA3         	0.0000	57	0.0000
ECNURUNA1         	0.0000	67	prnaTaskA3        	0.0500	1	-0.0500
ECNURUNA1         	0.0000	67	prnaTaskA2        	0.0500	2	-0.0500
ECNURUNA1         	0.0000	67	prnaTaskA1        	0.0500	4	-0.0500
ECNURUNA1         	0.0000	67	SNACSA            	0.0917	96	-0.0917
ECNURUNA1         	0.0000	67	PKUICSTRunA3      	0.1731	69	-0.1731
ECNURUNA1         	0.0000	67	PKUICSTRunA2      	0.1494	72	-0.1494
