hpclab_pi_algA    	0.4000	25	udelRun2A         	0.0000	32	0.4000
hpclab_pi_algA    	0.4000	25	udelRun1A         	0.0125	51	0.3875
hpclab_pi_algA    	0.4000	25	umd_hcil_run01    	0.4000	0	0.0000
hpclab_pi_algA    	0.4000	25	prnaTaskA3        	0.4500	1	-0.0500
hpclab_pi_algA    	0.4000	25	prnaTaskA2        	0.4500	1	-0.0500
hpclab_pi_algA    	0.4000	25	prnaTaskA1        	0.3750	4	0.0250
hpclab_pi_algA    	0.4000	25	umd_hcil_run02    	0.4000	1	0.0000
hpclab_pi_algA    	0.4000	25	udelRun3A         	0.0000	35	0.4000
UWaterlooATEK     	0.3120	3	hpclab_pi_algA    	0.4000	25	-0.0880
UWaterlooATEK     	0.3120	3	UWaterlooATNDEK   	0.3120	4	0.0000
UWaterlooATEK     	0.3120	3	udelRun2A         	0.0000	32	0.3120
UWaterlooATEK     	0.3120	3	udelRun1A         	0.0125	51	0.2995
UWaterlooATEK     	0.3120	3	umd_hcil_run01    	0.4000	0	-0.0880
UWaterlooATEK     	0.3120	3	prnaTaskA3        	0.4500	1	-0.1380
UWaterlooATEK     	0.3120	3	prnaTaskA2        	0.4500	1	-0.1380
UWaterlooATEK     	0.3120	3	prnaTaskA1        	0.3750	4	-0.0630
UWaterlooATEK     	0.3120	3	umd_hcil_run02    	0.4000	1	-0.0880
UWaterlooATEK     	0.3120	3	udelRun3A         	0.0000	35	0.3120
UWaterlooATNDEK   	0.3120	4	hpclab_pi_algA    	0.4000	25	-0.0880
UWaterlooATNDEK   	0.3120	4	udelRun2A         	0.0000	32	0.3120
UWaterlooATNDEK   	0.3120	4	udelRun1A         	0.0125	51	0.2995
UWaterlooATNDEK   	0.3120	4	umd_hcil_run01    	0.4000	0	-0.0880
UWaterlooATNDEK   	0.3120	4	prnaTaskA3        	0.4500	1	-0.1380
UWaterlooATNDEK   	0.3120	4	prnaTaskA2        	0.4500	1	-0.1380
UWaterlooATNDEK   	0.3120	4	prnaTaskA1        	0.3750	4	-0.0630
UWaterlooATNDEK   	0.3120	4	umd_hcil_run02    	0.4000	1	-0.0880
UWaterlooATNDEK   	0.3120	4	udelRun3A         	0.0000	35	0.3120
udelRun2A         	0.0000	32	umd_hcil_run01    	0.4000	0	-0.4000
udelRun2A         	0.0000	32	umd_hcil_run02    	0.4000	1	-0.4000
udelRun2A         	0.0000	32	udelRun3A         	0.0000	35	0.0000
udelRun1A         	0.0125	51	udelRun2A         	0.0000	32	0.0125
udelRun1A         	0.0125	51	umd_hcil_run01    	0.4000	0	-0.3875
udelRun1A         	0.0125	51	umd_hcil_run02    	0.4000	1	-0.3875
udelRun1A         	0.0125	51	udelRun3A         	0.0000	35	0.0125
MPII_HYBRID_PW    	0.0290	43	hpclab_pi_algA    	0.4000	25	-0.3710
MPII_HYBRID_PW    	0.0290	43	UWaterlooATEK     	0.3120	3	-0.2830
MPII_HYBRID_PW    	0.0290	43	UWaterlooATNDEK   	0.3120	4	-0.2830
MPII_HYBRID_PW    	0.0290	43	udelRun2A         	0.0000	32	0.0290
MPII_HYBRID_PW    	0.0290	43	udelRun1A         	0.0125	51	0.0165
MPII_HYBRID_PW    	0.0290	43	umd_hcil_run01    	0.4000	0	-0.3710
MPII_HYBRID_PW    	0.0290	43	prnaTaskA3        	0.4500	1	-0.4210
MPII_HYBRID_PW    	0.0290	43	prnaTaskA2        	0.4500	1	-0.4210
MPII_HYBRID_PW    	0.0290	43	prnaTaskA1        	0.3750	4	-0.3460
MPII_HYBRID_PW    	0.0290	43	SNACSA            	0.4583	15	-0.4293
MPII_HYBRID_PW    	0.0290	43	PKUICSTRunA3      	0.0575	65	-0.0285
MPII_HYBRID_PW    	0.0290	43	PKUICSTRunA2      	0.3225	27	-0.2935
MPII_HYBRID_PW    	0.0290	43	PKUICSTRunA1      	0.0642	51	-0.0352
MPII_HYBRID_PW    	0.0290	43	SNACS_LA          	0.4250	2	-0.3960
MPII_HYBRID_PW    	0.0290	43	UWaterlooATDK     	0.3500	2	-0.3210
MPII_HYBRID_PW    	0.0290	43	QUDynExp          	0.0167	19	0.0123
MPII_HYBRID_PW    	0.0290	43	QUDyn             	0.0167	20	0.0123
MPII_HYBRID_PW    	0.0290	43	UWCMBP1           	0.0100	34	0.0190
MPII_HYBRID_PW    	0.0290	43	UWCMBP2           	0.0100	62	0.0190
MPII_HYBRID_PW    	0.0290	43	QUBaseline        	0.3500	3	-0.3210
MPII_HYBRID_PW    	0.0290	43	umd_hcil_run02    	0.4000	1	-0.3710
MPII_HYBRID_PW    	0.0290	43	MPII_LUC_SORT     	0.0145	86	0.0145
MPII_HYBRID_PW    	0.0290	43	udelRun3A         	0.0000	35	0.0290
umd_hcil_run01    	0.4000	0	umd_hcil_run02    	0.4000	1	0.0000
ECNURUNA1         	0.3000	20	hpclab_pi_algA    	0.4000	25	-0.1000
ECNURUNA1         	0.3000	20	UWaterlooATEK     	0.3120	3	-0.0120
ECNURUNA1         	0.3000	20	UWaterlooATNDEK   	0.3120	4	-0.0120
ECNURUNA1         	0.3000	20	udelRun2A         	0.0000	32	0.3000
ECNURUNA1         	0.3000	20	udelRun1A         	0.0125	51	0.2875
ECNURUNA1         	0.3000	20	MPII_HYBRID_PW    	0.0290	43	0.2710
ECNURUNA1         	0.3000	20	umd_hcil_run01    	0.4000	0	-0.1000
ECNURUNA1         	0.3000	20	ECNURUNA2         	0.3000	20	0.0000
ECNURUNA1         	0.3000	20	ECNURUNA3         	0.3000	18	0.0000
ECNURUNA1         	0.3000	20	prnaTaskA3        	0.4500	1	-0.1500
ECNURUNA1         	0.3000	20	prnaTaskA2        	0.4500	1	-0.1500
ECNURUNA1         	0.3000	20	prnaTaskA1        	0.3750	4	-0.0750
ECNURUNA1         	0.3000	20	SNACSA            	0.4583	15	-0.1583
ECNURUNA1         	0.3000	20	PKUICSTRunA3      	0.0575	65	0.2425
ECNURUNA1         	0.3000	20	PKUICSTRunA2      	0.3225	27	-0.0225
ECNURUNA1         	0.3000	20	PKUICSTRunA1      	0.0642	51	0.2358
ECNURUNA1         	0.3000	20	MPII_COMB_SORT    	0.0129	94	0.2871
ECNURUNA1         	0.3000	20	SNACS_LA          	0.4250	2	-0.1250
ECNURUNA1         	0.3000	20	UWaterlooATDK     	0.3500	2	-0.0500
ECNURUNA1         	0.3000	20	QUDynExp          	0.0167	19	0.2833
ECNURUNA1         	0.3000	20	IRIT-KLTFIDF      	0.2333	10	0.0667
ECNURUNA1         	0.3000	20	IritSigSDA        	0.4000	1	-0.1000
ECNURUNA1         	0.3000	20	IRIT-RTNotif.33   	0.2455	8	0.0545
ECNURUNA1         	0.3000	20	QUDyn             	0.0167	20	0.2833
ECNURUNA1         	0.3000	20	UWCMBP1           	0.0100	34	0.2900
ECNURUNA1         	0.3000	20	UWCMBP2           	0.0100	62	0.2900
ECNURUNA1         	0.3000	20	QUBaseline        	0.3500	3	-0.0500
ECNURUNA1         	0.3000	20	umd_hcil_run02    	0.4000	1	-0.1000
ECNURUNA1         	0.3000	20	MPII_LUC_SORT     	0.0145	86	0.2855
ECNURUNA1         	0.3000	20	udelRun3A         	0.0000	35	0.3000
ECNURUNA2         	0.3000	20	hpclab_pi_algA    	0.4000	25	-0.1000
ECNURUNA2         	0.3000	20	UWaterlooATEK     	0.3120	3	-0.0120
ECNURUNA2         	0.3000	20	UWaterlooATNDEK   	0.3120	4	-0.0120
ECNURUNA2         	0.3000	20	udelRun2A         	0.0000	32	0.3000
ECNURUNA2         	0.3000	20	udelRun1A         	0.0125	51	0.2875
ECNURUNA2         	0.3000	20	MPII_HYBRID_PW    	0.0290	43	0.2710
ECNURUNA2         	0.3000	20	umd_hcil_run01    	0.4000	0	-0.1000
ECNURUNA2         	0.3000	20	ECNURUNA3         	0.3000	18	0.0000
ECNURUNA2         	0.3000	20	prnaTaskA3        	0.4500	1	-0.1500
ECNURUNA2         	0.3000	20	prnaTaskA2        	0.4500	1	-0.1500
ECNURUNA2         	0.3000	20	prnaTaskA1        	0.3750	4	-0.0750
ECNURUNA2         	0.3000	20	SNACSA            	0.4583	15	-0.1583
ECNURUNA2         	0.3000	20	PKUICSTRunA3      	0.0575	65	0.2425
ECNURUNA2         	0.3000	20	PKUICSTRunA2      	0.3225	27	-0.0225
ECNURUNA2         	0.3000	20	PKUICSTRunA1      	0.0642	51	0.2358
ECNURUNA2         	0.3000	20	MPII_COMB_SORT    	0.0129	94	0.2871
ECNURUNA2         	0.3000	20	SNACS_LA          	0.4250	2	-0.1250
ECNURUNA2         	0.3000	20	UWaterlooATDK     	0.3500	2	-0.0500
ECNURUNA2         	0.3000	20	QUDynExp          	0.0167	19	0.2833
ECNURUNA2         	0.3000	20	IRIT-KLTFIDF      	0.2333	10	0.0667
ECNURUNA2         	0.3000	20	IritSigSDA        	0.4000	1	-0.1000
ECNURUNA2         	0.3000	20	IRIT-RTNotif.33   	0.2455	8	0.0545
ECNURUNA2         	0.3000	20	QUDyn             	0.0167	20	0.2833
ECNURUNA2         	0.3000	20	UWCMBP1           	0.0100	34	0.2900
ECNURUNA2         	0.3000	20	UWCMBP2           	0.0100	62	0.2900
ECNURUNA2         	0.3000	20	QUBaseline        	0.3500	3	-0.0500
ECNURUNA2         	0.3000	20	umd_hcil_run02    	0.4000	1	-0.1000
ECNURUNA2         	0.3000	20	MPII_LUC_SORT     	0.0145	86	0.2855
ECNURUNA2         	0.3000	20	udelRun3A         	0.0000	35	0.3000
ECNURUNA3         	0.3000	18	hpclab_pi_algA    	0.4000	25	-0.1000
ECNURUNA3         	0.3000	18	UWaterlooATEK     	0.3120	3	-0.0120
ECNURUNA3         	0.3000	18	UWaterlooATNDEK   	0.3120	4	-0.0120
ECNURUNA3         	0.3000	18	udelRun2A         	0.0000	32	0.3000
ECNURUNA3         	0.3000	18	udelRun1A         	0.0125	51	0.2875
ECNURUNA3         	0.3000	18	MPII_HYBRID_PW    	0.0290	43	0.2710
ECNURUNA3         	0.3000	18	umd_hcil_run01    	0.4000	0	-0.1000
ECNURUNA3         	0.3000	18	prnaTaskA3        	0.4500	1	-0.1500
ECNURUNA3         	0.3000	18	prnaTaskA2        	0.4500	1	-0.1500
ECNURUNA3         	0.3000	18	prnaTaskA1        	0.3750	4	-0.0750
ECNURUNA3         	0.3000	18	SNACSA            	0.4583	15	-0.1583
ECNURUNA3         	0.3000	18	PKUICSTRunA3      	0.0575	65	0.2425
ECNURUNA3         	0.3000	18	PKUICSTRunA2      	0.3225	27	-0.0225
ECNURUNA3         	0.3000	18	PKUICSTRunA1      	0.0642	51	0.2358
ECNURUNA3         	0.3000	18	MPII_COMB_SORT    	0.0129	94	0.2871
ECNURUNA3         	0.3000	18	SNACS_LA          	0.4250	2	-0.1250
ECNURUNA3         	0.3000	18	UWaterlooATDK     	0.3500	2	-0.0500
ECNURUNA3         	0.3000	18	QUDynExp          	0.0167	19	0.2833
ECNURUNA3         	0.3000	18	IRIT-KLTFIDF      	0.2333	10	0.0667
ECNURUNA3         	0.3000	18	IritSigSDA        	0.4000	1	-0.1000
ECNURUNA3         	0.3000	18	IRIT-RTNotif.33   	0.2455	8	0.0545
ECNURUNA3         	0.3000	18	QUDyn             	0.0167	20	0.2833
ECNURUNA3         	0.3000	18	UWCMBP1           	0.0100	34	0.2900
ECNURUNA3         	0.3000	18	UWCMBP2           	0.0100	62	0.2900
ECNURUNA3         	0.3000	18	QUBaseline        	0.3500	3	-0.0500
ECNURUNA3         	0.3000	18	umd_hcil_run02    	0.4000	1	-0.1000
ECNURUNA3         	0.3000	18	MPII_LUC_SORT     	0.0145	86	0.2855
ECNURUNA3         	0.3000	18	udelRun3A         	0.0000	35	0.3000
prnaTaskA3        	0.4500	1	udelRun2A         	0.0000	32	0.4500
prnaTaskA3        	0.4500	1	udelRun1A         	0.0125	51	0.4375
prnaTaskA3        	0.4500	1	umd_hcil_run01    	0.4000	0	0.0500
prnaTaskA3        	0.4500	1	umd_hcil_run02    	0.4000	1	0.0500
prnaTaskA3        	0.4500	1	udelRun3A         	0.0000	35	0.4500
prnaTaskA2        	0.4500	1	udelRun2A         	0.0000	32	0.4500
prnaTaskA2        	0.4500	1	udelRun1A         	0.0125	51	0.4375
prnaTaskA2        	0.4500	1	umd_hcil_run01    	0.4000	0	0.0500
prnaTaskA2        	0.4500	1	prnaTaskA3        	0.4500	1	0.0000
prnaTaskA2        	0.4500	1	umd_hcil_run02    	0.4000	1	0.0500
prnaTaskA2        	0.4500	1	udelRun3A         	0.0000	35	0.4500
prnaTaskA1        	0.3750	4	udelRun2A         	0.0000	32	0.3750
prnaTaskA1        	0.3750	4	udelRun1A         	0.0125	51	0.3625
prnaTaskA1        	0.3750	4	umd_hcil_run01    	0.4000	0	-0.0250
prnaTaskA1        	0.3750	4	prnaTaskA3        	0.4500	1	-0.0750
prnaTaskA1        	0.3750	4	prnaTaskA2        	0.4500	1	-0.0750
prnaTaskA1        	0.3750	4	umd_hcil_run02    	0.4000	1	-0.0250
prnaTaskA1        	0.3750	4	udelRun3A         	0.0000	35	0.3750
SNACSA            	0.4583	15	hpclab_pi_algA    	0.4000	25	0.0583
SNACSA            	0.4583	15	UWaterlooATEK     	0.3120	3	0.1463
SNACSA            	0.4583	15	UWaterlooATNDEK   	0.3120	4	0.1463
SNACSA            	0.4583	15	udelRun2A         	0.0000	32	0.4583
SNACSA            	0.4583	15	udelRun1A         	0.0125	51	0.4458
SNACSA            	0.4583	15	umd_hcil_run01    	0.4000	0	0.0583
