hpclab_pi_algA    	0.0000	0	udelRun2A         	0.0000	0	0.0000
hpclab_pi_algA    	0.0000	0	udelRun1A         	0.0000	0	0.0000
hpclab_pi_algA    	0.0000	0	umd_hcil_run01    	0.0000	0	0.0000
hpclab_pi_algA    	0.0000	0	prnaTaskA3        	0.0000	0	0.0000
hpclab_pi_algA    	0.0000	0	prnaTaskA2        	0.0000	0	0.0000
hpclab_pi_algA    	0.0000	0	prnaTaskA1        	0.0000	0	0.0000
hpclab_pi_algA    	0.0000	0	umd_hcil_run02    	0.0000	0	0.0000
hpclab_pi_algA    	0.0000	0	udelRun3A         	0.0211	58	-0.0211
UWaterlooATEK     	0.0000	0	hpclab_pi_algA    	0.0000	0	0.0000
UWaterlooATEK     	0.0000	0	UWaterlooATNDEK   	0.0000	0	0.0000
UWaterlooATEK     	0.0000	0	udelRun2A         	0.0000	0	0.0000
UWaterlooATEK     	0.0000	0	udelRun1A         	0.0000	0	0.0000
UWaterlooATEK     	0.0000	0	umd_hcil_run01    	0.0000	0	0.0000
UWaterlooATEK     	0.0000	0	prnaTaskA3        	0.0000	0	0.0000
UWaterlooATEK     	0.0000	0	prnaTaskA2        	0.0000	0	0.0000
UWaterlooATEK     	0.0000	0	prnaTaskA1        	0.0000	0	0.0000
UWaterlooATEK     	0.0000	0	umd_hcil_run02    	0.0000	0	0.0000
UWaterlooATEK     	0.0000	0	udelRun3A         	0.0211	58	-0.0211
UWaterlooATNDEK   	0.0000	0	hpclab_pi_algA    	0.0000	0	0.0000
UWaterlooATNDEK   	0.0000	0	udelRun2A         	0.0000	0	0.0000
UWaterlooATNDEK   	0.0000	0	udelRun1A         	0.0000	0	0.0000
UWaterlooATNDEK   	0.0000	0	umd_hcil_run01    	0.0000	0	0.0000
UWaterlooATNDEK   	0.0000	0	prnaTaskA3        	0.0000	0	0.0000
UWaterlooATNDEK   	0.0000	0	prnaTaskA2        	0.0000	0	0.0000
UWaterlooATNDEK   	0.0000	0	prnaTaskA1        	0.0000	0	0.0000
UWaterlooATNDEK   	0.0000	0	umd_hcil_run02    	0.0000	0	0.0000
UWaterlooATNDEK   	0.0000	0	udelRun3A         	0.0211	58	-0.0211
udelRun2A         	0.0000	0	umd_hcil_run01    	0.0000	0	0.0000
udelRun2A         	0.0000	0	umd_hcil_run02    	0.0000	0	0.0000
udelRun2A         	0.0000	0	udelRun3A         	0.0211	58	-0.0211
udelRun1A         	0.0000	0	udelRun2A         	0.0000	0	0.0000
udelRun1A         	0.0000	0	umd_hcil_run01    	0.0000	0	0.0000
udelRun1A         	0.0000	0	umd_hcil_run02    	0.0000	0	0.0000
udelRun1A         	0.0000	0	udelRun3A         	0.0211	58	-0.0211
MPII_HYBRID_PW    	0.0145	18	hpclab_pi_algA    	0.0000	0	0.0145
MPII_HYBRID_PW    	0.0145	18	UWaterlooATEK     	0.0000	0	0.0145
MPII_HYBRID_PW    	0.0145	18	UWaterlooATNDEK   	0.0000	0	0.0145
MPII_HYBRID_PW    	0.0145	18	udelRun2A         	0.0000	0	0.0145
MPII_HYBRID_PW    	0.0145	18	udelRun1A         	0.0000	0	0.0145
MPII_HYBRID_PW    	0.0145	18	umd_hcil_run01    	0.0000	0	0.0145
MPII_HYBRID_PW    	0.0145	18	prnaTaskA3        	0.0000	0	0.0145
MPII_HYBRID_PW    	0.0145	18	prnaTaskA2        	0.0000	0	0.0145
MPII_HYBRID_PW    	0.0145	18	prnaTaskA1        	0.0000	0	0.0145
MPII_HYBRID_PW    	0.0145	18	SNACSA            	0.2111	27	-0.1966
MPII_HYBRID_PW    	0.0145	18	PKUICSTRunA3      	0.1568	65	-0.1423
MPII_HYBRID_PW    	0.0145	18	PKUICSTRunA2      	0.1500	7	-0.1355
MPII_HYBRID_PW    	0.0145	18	PKUICSTRunA1      	0.2214	46	-0.2069
MPII_HYBRID_PW    	0.0145	18	SNACS_LA          	0.0000	1	0.0145
MPII_HYBRID_PW    	0.0145	18	UWaterlooATDK     	0.0000	0	0.0145
MPII_HYBRID_PW    	0.0145	18	QUDynExp          	0.0000	4	0.0145
MPII_HYBRID_PW    	0.0145	18	QUDyn             	0.0000	4	0.0145
MPII_HYBRID_PW    	0.0145	18	UWCMBP1           	0.0875	19	-0.0730
MPII_HYBRID_PW    	0.0145	18	UWCMBP2           	0.0750	10	-0.0605
MPII_HYBRID_PW    	0.0145	18	QUBaseline        	0.0000	3	0.0145
MPII_HYBRID_PW    	0.0145	18	umd_hcil_run02    	0.0000	0	0.0145
MPII_HYBRID_PW    	0.0145	18	MPII_LUC_SORT     	0.0139	83	0.0006
MPII_HYBRID_PW    	0.0145	18	udelRun3A         	0.0211	58	-0.0066
umd_hcil_run01    	0.0000	0	umd_hcil_run02    	0.0000	0	0.0000
ECNURUNA1         	0.0000	0	hpclab_pi_algA    	0.0000	0	0.0000
ECNURUNA1         	0.0000	0	UWaterlooATEK     	0.0000	0	0.0000
ECNURUNA1         	0.0000	0	UWaterlooATNDEK   	0.0000	0	0.0000
ECNURUNA1         	0.0000	0	udelRun2A         	0.0000	0	0.0000
ECNURUNA1         	0.0000	0	udelRun1A         	0.0000	0	0.0000
ECNURUNA1         	0.0000	0	MPII_HYBRID_PW    	0.0145	18	-0.0145
ECNURUNA1         	0.0000	0	umd_hcil_run01    	0.0000	0	0.0000
ECNURUNA1         	0.0000	0	ECNURUNA2         	0.0000	0	0.0000
ECNURUNA1         	0.0000	0	ECNURUNA3         	0.0000	0	0.0000
ECNURUNA1         	0.0000	0	prnaTaskA3        	0.0000	0	0.0000
ECNURUNA1         	0.0000	0	prnaTaskA2        	0.0000	0	0.0000
ECNURUNA1         	0.0000	0	prnaTaskA1        	0.0000	0	0.0000
ECNURUNA1         	0.0000	0	SNACSA            	0.2111	27	-0.2111
ECNURUNA1         	0.0000	0	PKUICSTRunA3      	0.1568	65	-0.1568
ECNURUNA1         	0.0000	0	PKUICSTRunA2      	0.1500	7	-0.1500
ECNURUNA1         	0.0000	0	PKUICSTRunA1      	0.2214	46	-0.2214
ECNURUNA1         	0.0000	0	MPII_COMB_SORT    	0.0088	96	-0.0088
ECNURUNA1         	0.0000	0	SNACS_LA          	0.0000	1	0.0000
ECNURUNA1         	0.0000	0	UWaterlooATDK     	0.0000	0	0.0000
ECNURUNA1         	0.0000	0	QUDynExp          	0.0000	4	0.0000
ECNURUNA1         	0.0000	0	IRIT-KLTFIDF      	0.0000	0	0.0000
ECNURUNA1         	0.0000	0	IritSigSDA        	0.0000	0	0.0000
ECNURUNA1         	0.0000	0	IRIT-RTNotif.33   	0.0000	3	0.0000
ECNURUNA1         	0.0000	0	QUDyn             	0.0000	4	0.0000
ECNURUNA1         	0.0000	0	UWCMBP1           	0.0875	19	-0.0875
ECNURUNA1         	0.0000	0	UWCMBP2           	0.0750	10	-0.0750
ECNURUNA1         	0.0000	0	QUBaseline        	0.0000	3	0.0000
ECNURUNA1         	0.0000	0	umd_hcil_run02    	0.0000	0	0.0000
ECNURUNA1         	0.0000	0	MPII_LUC_SORT     	0.0139	83	-0.0139
ECNURUNA1         	0.0000	0	udelRun3A         	0.0211	58	-0.0211
ECNURUNA2         	0.0000	0	hpclab_pi_algA    	0.0000	0	0.0000
ECNURUNA2         	0.0000	0	UWaterlooATEK     	0.0000	0	0.0000
ECNURUNA2         	0.0000	0	UWaterlooATNDEK   	0.0000	0	0.0000
ECNURUNA2         	0.0000	0	udelRun2A         	0.0000	0	0.0000
ECNURUNA2         	0.0000	0	udelRun1A         	0.0000	0	0.0000
ECNURUNA2         	0.0000	0	MPII_HYBRID_PW    	0.0145	18	-0.0145
ECNURUNA2         	0.0000	0	umd_hcil_run01    	0.0000	0	0.0000
ECNURUNA2         	0.0000	0	ECNURUNA3         	0.0000	0	0.0000
ECNURUNA2         	0.0000	0	prnaTaskA3        	0.0000	0	0.0000
ECNURUNA2         	0.0000	0	prnaTaskA2        	0.0000	0	0.0000
ECNURUNA2         	0.0000	0	prnaTaskA1        	0.0000	0	0.0000
ECNURUNA2         	0.0000	0	SNACSA            	0.2111	27	-0.2111
ECNURUNA2         	0.0000	0	PKUICSTRunA3      	0.1568	65	-0.1568
ECNURUNA2         	0.0000	0	PKUICSTRunA2      	0.1500	7	-0.1500
ECNURUNA2         	0.0000	0	PKUICSTRunA1      	0.2214	46	-0.2214
ECNURUNA2         	0.0000	0	MPII_COMB_SORT    	0.0088	96	-0.0088
ECNURUNA2         	0.0000	0	SNACS_LA          	0.0000	1	0.0000
ECNURUNA2         	0.0000	0	UWaterlooATDK     	0.0000	0	0.0000
ECNURUNA2         	0.0000	0	QUDynExp          	0.0000	4	0.0000
ECNURUNA2         	0.0000	0	IRIT-KLTFIDF      	0.0000	0	0.0000
ECNURUNA2         	0.0000	0	IritSigSDA        	0.0000	0	0.0000
ECNURUNA2         	0.0000	0	IRIT-RTNotif.33   	0.0000	3	0.0000
ECNURUNA2         	0.0000	0	QUDyn             	0.0000	4	0.0000
ECNURUNA2         	0.0000	0	UWCMBP1           	0.0875	19	-0.0875
ECNURUNA2         	0.0000	0	UWCMBP2           	0.0750	10	-0.0750
ECNURUNA2         	0.0000	0	QUBaseline        	0.0000	3	0.0000
ECNURUNA2         	0.0000	0	umd_hcil_run02    	0.0000	0	0.0000
ECNURUNA2         	0.0000	0	MPII_LUC_SORT     	0.0139	83	-0.0139
ECNURUNA2         	0.0000	0	udelRun3A         	0.0211	58	-0.0211
ECNURUNA3         	0.0000	0	hpclab_pi_algA    	0.0000	0	0.0000
ECNURUNA3         	0.0000	0	UWaterlooATEK     	0.0000	0	0.0000
ECNURUNA3         	0.0000	0	UWaterlooATNDEK   	0.0000	0	0.0000
ECNURUNA3         	0.0000	0	udelRun2A         	0.0000	0	0.0000
ECNURUNA3         	0.0000	0	udelRun1A         	0.0000	0	0.0000
ECNURUNA3         	0.0000	0	MPII_HYBRID_PW    	0.0145	18	-0.0145
ECNURUNA3         	0.0000	0	umd_hcil_run01    	0.0000	0	0.0000
ECNURUNA3         	0.0000	0	prnaTaskA3        	0.0000	0	0.0000
ECNURUNA3         	0.0000	0	prnaTaskA2        	0.0000	0	0.0000
ECNURUNA3         	0.0000	0	prnaTaskA1        	0.0000	0	0.0000
ECNURUNA3         	0.0000	0	SNACSA            	0.2111	27	-0.2111
ECNURUNA3         	0.0000	0	PKUICSTRunA3      	0.1568	65	-0.1568
ECNURUNA3         	0.0000	0	PKUICSTRunA2      	0.1500	7	-0.1500
ECNURUNA3         	0.0000	0	PKUICSTRunA1      	0.2214	46	-0.2214
