MB227	623175884896342016	1437411691
MB227	623699258517123076	1437536478
MB227	625378695579103236	1437936897
MB236	623284206978891777	1437437512
MB242	623427710904221696	1437471725
MB242	624010995996844032	1437610797
MB242	624735146764206080	1437783456
MB242	625055218305236993	1437859768
MB242	626032851839000576	1438092849
MB243	623031391110963200	1437377237
MB243	623985947609317376	1437604822
MB246	623028505429671938	1437376565
MB246	623039498692096000	1437379173
MB246	623084906231525376	1437390010
MB246	623097333945794560	1437392973
MB246	623100001531637760	1437393612
MB246	623105013716529152	1437394800
MB246	623148777118007296	1437405249
MB246	623173171173306368	1437411042
MB246	623176740521664513	1437411901
MB246	623187431794159616	1437414450
MB246	623283472992468992	1437437378
MB246	623504303081164800	1437490023
MB246	623735455356461056	1437545131
MB246	623749120415502337	1437548375
MB246	623808721467084800	1437562592
MB246	623825083459506176	1437566561
MB246	623937390118326272	1437593281
MB246	624102033356902400	1437632526
MB246	624135277418692608	1437640459
MB246	624165329577582592	1437647661
MB246	624528694707666944	1437734248
MB246	624552061200408576	1437739834
MB246	624662673368711169	1437766218
MB246	624730344269287424	1437782342
MB246	624930316097060864	1437830149
MB246	625024964760985600	1437852646
MB246	625192736954585088	1437892603
MB246	625214593443336192	1437897802
MB246	625322466743730176	1437923594
MB246	625647361730170880	1438001008
MB246	625649521805131776	1438001586
MB246	625969924700307456	1438077951
MB246	626027478943956992	1438091634
MB246	626060186126557189	1438099423
MB246	626204168160571392	1438133769
MB246	626331201066901504	1438164019
MB246	626411471660912640	1438183197
MB246	626418497124302848	1438184832
MB249	623572519258353664	1437506257
MB249	625726764090806272	1438019866
MB253	623135497917976576	1437402067
MB253	623290058037030912	1437438945
MB253	623467581970583552	1437481260
MB253	623476893292056576	1437483465
MB253	623514520397332480	1437492450
MB253	623566240351567872	1437504778
MB253	623614864943120384	1437516355
MB253	623959645128916992	1437598591
MB253	624162729125752832	1437647000
MB253	624217544484909057	1437660102
MB253	624256517970071553	1437669413
MB253	624313405298466816	1437682927
MB253	624362176669724677	1437694590
MB253	624387367659552769	1437700603
MB253	624596822816755712	1437750547
MB253	624597984630542338	1437750787
MB253	624696064247996416	1437774193
MB253	624749231232937984	1437786831
MB253	624805732693737472	1437800464
MB253	624909994719334400	1437825202
MB253	624970069722857472	1437839485
MB253	625003875813081089	1437847648
MB253	625020313290477568	1437851506
MB253	625137820894646272	1437879525
MB253	625150848411156481	1437882637
MB253	625335104181805056	1437926557
MB253	625403257460928513	1437942752
MB253	625671877462237185	1438006929
MB253	625764898723643392	1438029044
MB253	625767893460893696	1438029727
MB253	626036249204293632	1438093727
MB253	626148908205539328	1438120596
MB253	626474423953059840	1438198182
MB254	624037701113769985	1437617164
MB260	625078903544147969	1437865414
MB260	625266485372547073	1437910131
MB260	625877180254416897	1438055767
MB262	623207509940023296	1437419229
MB262	623240061925126145	1437426998
MB262	623765746644955136	1437552334
MB262	624968916289220608	1437839219
MB262	625172600101048322	1437887762
MB267	623614227396235264	1437516205
MB267	623974815909593088	1437602188
MB267	624324004313063424	1437685450
MB267	624540300372013056	1437737000
MB267	625857697699729408	1438051108
MB267	625961334774079488	1438075813
MB267	626094201915117568	1438107493
MB278	623504160491569156	1437489953
MB278	624101878175895552	1437632460
MB278	624169603598385152	1437648613
MB278	624317373089103873	1437683844
MB278	625148612838735873	1437882025
MB278	625455791084965889	1437955261
MB284	624186405980233728	1437652624
MB287	624359148361089024	1437693801
MB287	624941942716145664	1437832751
MB287	624946359343411201	1437833804
MB298	626077969979539457	1438103596
MB305	622970779206946816	1437362790
MB305	623208818546184192	1437419549
MB305	623734599747809280	1437544905
MB305	623744687027847168	1437547329
MB305	623877403207704576	1437578963
MB305	623967903696691200	1437600561
MB305	624234883712311297	1437664200
MB305	624240290208088064	1437665474
MB305	625173640263286784	1437887998
MB305	625733256906981377	1438021449
MB305	625964459522023424	1438076561
MB305	626440303298355201	1438190054
MB331	623050089309732865	1437381696
MB331	623540504119111681	1437498637
MB331	624077341472522240	1437626648
MB331	624391960434995200	1437701624
MB331	624480284067561472	1437722713
MB331	624643165664837636	1437761554
MB331	625687274735308800	1438010489
MB331	625798931302125568	1438037133
MB331	626071531714576384	1438102072
MB339	624408595006902272	1437705586
MB339	626507839981404160	1438206086
MB344	622972452751040512	1437363211
MB344	622973530708287488	1437363477
MB344	623047803443372033	1437381171
MB344	623051775449284608	1437382130
MB344	623074911196725252	1437387632
MB344	623112567662247936	1437396629
MB344	623120201303859200	1437398431
MB344	623121509947691008	1437398758
MB344	623137309890846720	1437402517
MB344	623160135267979264	1437407976
MB344	623326057744076800	1437447625
MB344	623476566169927680	1437483421
MB344	623501799090167808	1437489428
MB344	623508681926160384	1437491084
MB344	623510510634434560	1437491592
MB344	623526566463549440	1437495346
MB344	623531159197237248	1437496473
MB344	623538302126178304	1437498115
MB344	623585999743008768	1437509526
MB344	623607017391833088	1437514601
MB344	623811955292155904	1437563423
MB344	623826014607671296	1437566825
MB344	623865856267714560	1437576413
MB344	623884915218644992	1437580909
MB344	623892838238040065	1437582782
MB344	623900736120864769	1437584587
MB344	623910617905274880	1437586991
MB344	624004603865104385	1437609332
MB344	624110702966501376	1437634834
MB344	624129602487734272	1437639239
MB344	624199303439855616	1437655863
MB344	624218156828127232	1437660260
MB344	624235563218964481	1437664493
MB344	624250335553548288	1437668080
MB344	624256664749875200	1437669499
MB344	624257713325801472	1437669716
MB344	624290273724637185	1437677481
MB344	624317729638498305	1437684172
MB344	624533002261889024	1437735372
MB344	624556704298971136	1437741063
MB344	624612979275796481	1437754433
MB344	624667312285712388	1437767518
MB344	624679974897717248	1437770399
MB344	624689172972867585	1437772593
MB344	624702095636201472	1437775670
MB344	624771981121060864	1437792360
MB344	625027112257236992	1437853175
MB344	625107311539978240	1437872294
MB344	625418067523153921	1437946343
MB344	625454365030129664	1437955481
MB344	625471104505610241	1437959137
MB344	625583197263257601	1437985952
MB344	625702130951827456	1438014088
MB344	626117555808305152	1438113203
MB344	626176108275367936	1438127202
MB344	626232840443703296	1438140696
MB344	626382942017753089	1438176399
MB344	626431872730595328	1438188267
MB353	623793500363096064	1437558944
MB354	623195338073976832	1437416348
MB354	623609961776578560	1437515201
MB354	624324679575076866	1437685649
MB354	624977678194470912	1437841288
MB359	622971127346921474	1437362905
MB359	622989812992200704	1437367347
MB359	623015888975994880	1437373558
MB359	623016128047005697	1437373617
MB359	623037917464817664	1437378816
MB359	623099502401036288	1437393494
MB359	623124244604563456	1437399408
MB359	623181400397717504	1437413033
MB359	623188354541178880	1437414673
MB359	623216175380434944	1437421342
MB359	623291958039937024	1437439402
MB359	623295623882768384	1437440308
MB359	623334911936724992	1437449674
MB359	623352205022752768	1437453763
MB359	623373352711774208	1437458788
MB359	623405107812634624	1437466425
MB359	623406798083485696	1437466807
MB359	623411135002226688	1437467805
MB359	623433952028721152	1437473251
MB359	623520358897963008	1437493849
MB359	623690362402512896	1437534411
MB359	623835741165092864	1437569037
MB359	623836915599560704	1437569350
MB359	623878233675567104	1437579190
MB359	623878523099312128	1437579243
MB359	623973473749180417	1437601975
MB359	623993275054067713	1437606768
MB359	624231758985347072	1437663477
MB359	624287409015029760	1437676787
MB359	624387942291755008	1437700710
MB359	624400923658338305	1437703871
MB359	624482586736226304	1437723361
MB359	624557836731678721	1437741336
MB359	624592284584054785	1437749419
MB359	624596717934022660	1437750507
MB359	624755552044740608	1437788381
MB359	624791316896063488	1437796956
MB359	624890625419296768	1437820607
MB359	624984795907358720	1437843123
MB359	625048834570194945	1437858280
MB359	625086717519736832	1437867348
MB359	625087539595071488	1437867524
MB359	625171958368317440	1437887655
MB359	625325222409826305	1437924180
MB359	625360467150667776	1437932637
MB359	625408370317619200	1437944022
MB359	625432340731445248	1437949868
MB359	625566625597513728	1437981776
MB359	625579854423920640	1437985024
MB359	625658984154816512	1438003791
MB359	625688268781285376	1438010751
MB359	625714692900679680	1438017077
MB359	625753385367506944	1438026337
MB359	625783789848010752	1438033602
MB359	625789091481845760	1438034780
MB359	625828173976961024	1438044127
MB359	625969769502543873	1438077858
MB359	626027634133106689	1438091822
MB359	626051671689437187	1438097433
MB359	626099264444366848	1438108837
MB359	626161822467383296	1438123750
MB359	626228142840115200	1438139633
MB359	626232362288943104	1438140595
MB359	626418434188943361	1438184977
MB359	626434842306191361	1438188806
MB359	626452395493597189	1438192970
MB359	626480711210405888	1438200009
MB366	625476812953513984	1437960271
MB366	626492052637810688	1438202328
MB377	626433785354031104	1438188429
MB400	626121645246164992	1438114008
MB401	624400453867053056	1437703648
MB401	626243644983541760	1438143098
MB401	626510264309952512	1438206674
MB409	626080222312550400	1438104134
MB419	624195696338599936	1437654844
MB419	624512311764647936	1437730333
MB432	626378647050579968	1438175288
MB439	623131119072989184	1437401013
