hpclab_pi_algA    	0.0000	0	udelRun2A         	0.0283	7	-0.0283
hpclab_pi_algA    	0.0000	0	udelRun1A         	0.0791	13	-0.0791
hpclab_pi_algA    	0.0000	0	umd_hcil_run01    	0.0000	0	0.0000
hpclab_pi_algA    	0.0000	0	prnaTaskA3        	0.0429	5	-0.0429
hpclab_pi_algA    	0.0000	0	prnaTaskA2        	0.0562	9	-0.0562
hpclab_pi_algA    	0.0000	0	prnaTaskA1        	0.0562	10	-0.0562
hpclab_pi_algA    	0.0000	0	umd_hcil_run02    	0.0000	19	0.0000
hpclab_pi_algA    	0.0000	0	udelRun3A         	0.1678	24	-0.1678
UWaterlooATEK     	0.0553	6	hpclab_pi_algA    	0.0000	0	0.0553
UWaterlooATEK     	0.0553	6	UWaterlooATNDEK   	0.0575	9	-0.0022
UWaterlooATEK     	0.0553	6	udelRun2A         	0.0283	7	0.0270
UWaterlooATEK     	0.0553	6	udelRun1A         	0.0791	13	-0.0238
UWaterlooATEK     	0.0553	6	umd_hcil_run01    	0.0000	0	0.0553
UWaterlooATEK     	0.0553	6	prnaTaskA3        	0.0429	5	0.0124
UWaterlooATEK     	0.0553	6	prnaTaskA2        	0.0562	9	-0.0009
UWaterlooATEK     	0.0553	6	prnaTaskA1        	0.0562	10	-0.0009
UWaterlooATEK     	0.0553	6	umd_hcil_run02    	0.0000	19	0.0553
UWaterlooATEK     	0.0553	6	udelRun3A         	0.1678	24	-0.1125
UWaterlooATNDEK   	0.0575	9	hpclab_pi_algA    	0.0000	0	0.0575
UWaterlooATNDEK   	0.0575	9	udelRun2A         	0.0283	7	0.0292
UWaterlooATNDEK   	0.0575	9	udelRun1A         	0.0791	13	-0.0216
UWaterlooATNDEK   	0.0575	9	umd_hcil_run01    	0.0000	0	0.0575
UWaterlooATNDEK   	0.0575	9	prnaTaskA3        	0.0429	5	0.0146
UWaterlooATNDEK   	0.0575	9	prnaTaskA2        	0.0562	9	0.0013
UWaterlooATNDEK   	0.0575	9	prnaTaskA1        	0.0562	10	0.0013
UWaterlooATNDEK   	0.0575	9	umd_hcil_run02    	0.0000	19	0.0575
UWaterlooATNDEK   	0.0575	9	udelRun3A         	0.1678	24	-0.1103
udelRun2A         	0.0283	7	umd_hcil_run01    	0.0000	0	0.0283
udelRun2A         	0.0283	7	umd_hcil_run02    	0.0000	19	0.0283
udelRun2A         	0.0283	7	udelRun3A         	0.1678	24	-0.1395
udelRun1A         	0.0791	13	udelRun2A         	0.0283	7	0.0508
udelRun1A         	0.0791	13	umd_hcil_run01    	0.0000	0	0.0791
udelRun1A         	0.0791	13	umd_hcil_run02    	0.0000	19	0.0791
udelRun1A         	0.0791	13	udelRun3A         	0.1678	24	-0.0887
MPII_HYBRID_PW    	0.0458	18	hpclab_pi_algA    	0.0000	0	0.0458
MPII_HYBRID_PW    	0.0458	18	UWaterlooATEK     	0.0553	6	-0.0095
MPII_HYBRID_PW    	0.0458	18	UWaterlooATNDEK   	0.0575	9	-0.0117
MPII_HYBRID_PW    	0.0458	18	udelRun2A         	0.0283	7	0.0175
MPII_HYBRID_PW    	0.0458	18	udelRun1A         	0.0791	13	-0.0333
MPII_HYBRID_PW    	0.0458	18	umd_hcil_run01    	0.0000	0	0.0458
MPII_HYBRID_PW    	0.0458	18	prnaTaskA3        	0.0429	5	0.0029
MPII_HYBRID_PW    	0.0458	18	prnaTaskA2        	0.0562	9	-0.0104
MPII_HYBRID_PW    	0.0458	18	prnaTaskA1        	0.0562	10	-0.0104
MPII_HYBRID_PW    	0.0458	18	SNACSA            	0.4625	53	-0.4167
MPII_HYBRID_PW    	0.0458	18	PKUICSTRunA3      	0.2585	62	-0.2127
MPII_HYBRID_PW    	0.0458	18	PKUICSTRunA2      	0.1076	7	-0.0618
MPII_HYBRID_PW    	0.0458	18	PKUICSTRunA1      	0.2856	56	-0.2398
MPII_HYBRID_PW    	0.0458	18	SNACS_LA          	0.0819	13	-0.0361
MPII_HYBRID_PW    	0.0458	18	UWaterlooATDK     	0.0700	5	-0.0242
MPII_HYBRID_PW    	0.0458	18	QUDynExp          	0.0817	99	-0.0359
MPII_HYBRID_PW    	0.0458	18	QUDyn             	0.0933	97	-0.0475
MPII_HYBRID_PW    	0.0458	18	UWCMBP1           	0.0549	20	-0.0091
MPII_HYBRID_PW    	0.0458	18	UWCMBP2           	0.1906	83	-0.1448
MPII_HYBRID_PW    	0.0458	18	QUBaseline        	0.1291	16	-0.0833
MPII_HYBRID_PW    	0.0458	18	umd_hcil_run02    	0.0000	19	0.0458
MPII_HYBRID_PW    	0.0458	18	MPII_LUC_SORT     	0.2415	90	-0.1957
MPII_HYBRID_PW    	0.0458	18	udelRun3A         	0.1678	24	-0.1220
umd_hcil_run01    	0.0000	0	umd_hcil_run02    	0.0000	19	0.0000
ECNURUNA1         	0.0000	54	hpclab_pi_algA    	0.0000	0	0.0000
ECNURUNA1         	0.0000	54	UWaterlooATEK     	0.0553	6	-0.0553
ECNURUNA1         	0.0000	54	UWaterlooATNDEK   	0.0575	9	-0.0575
ECNURUNA1         	0.0000	54	udelRun2A         	0.0283	7	-0.0283
ECNURUNA1         	0.0000	54	udelRun1A         	0.0791	13	-0.0791
ECNURUNA1         	0.0000	54	MPII_HYBRID_PW    	0.0458	18	-0.0458
ECNURUNA1         	0.0000	54	umd_hcil_run01    	0.0000	0	0.0000
ECNURUNA1         	0.0000	54	ECNURUNA2         	0.0000	48	0.0000
ECNURUNA1         	0.0000	54	ECNURUNA3         	0.0000	37	0.0000
ECNURUNA1         	0.0000	54	prnaTaskA3        	0.0429	5	-0.0429
ECNURUNA1         	0.0000	54	prnaTaskA2        	0.0562	9	-0.0562
ECNURUNA1         	0.0000	54	prnaTaskA1        	0.0562	10	-0.0562
ECNURUNA1         	0.0000	54	SNACSA            	0.4625	53	-0.4625
ECNURUNA1         	0.0000	54	PKUICSTRunA3      	0.2585	62	-0.2585
ECNURUNA1         	0.0000	54	PKUICSTRunA2      	0.1076	7	-0.1076
ECNURUNA1         	0.0000	54	PKUICSTRunA1      	0.2856	56	-0.2856
ECNURUNA1         	0.0000	54	MPII_COMB_SORT    	0.0840	100	-0.0840
ECNURUNA1         	0.0000	54	SNACS_LA          	0.0819	13	-0.0819
ECNURUNA1         	0.0000	54	UWaterlooATDK     	0.0700	5	-0.0700
ECNURUNA1         	0.0000	54	QUDynExp          	0.0817	99	-0.0817
ECNURUNA1         	0.0000	54	IRIT-KLTFIDF      	0.0856	10	-0.0856
ECNURUNA1         	0.0000	54	IritSigSDA        	0.0000	0	0.0000
ECNURUNA1         	0.0000	54	IRIT-RTNotif.33   	0.0255	4	-0.0255
ECNURUNA1         	0.0000	54	QUDyn             	0.0933	97	-0.0933
ECNURUNA1         	0.0000	54	UWCMBP1           	0.0549	20	-0.0549
ECNURUNA1         	0.0000	54	UWCMBP2           	0.1906	83	-0.1906
