hpclab_pi_algA    	0.0000	10	udelRun2A         	0.0500	6	-0.0500
hpclab_pi_algA    	0.0000	10	udelRun1A         	0.0771	10	-0.0771
hpclab_pi_algA    	0.0000	10	umd_hcil_run01    	0.0000	0	0.0000
hpclab_pi_algA    	0.0000	10	prnaTaskA3        	0.0133	2	-0.0133
hpclab_pi_algA    	0.0000	10	prnaTaskA2        	0.0133	2	-0.0133
hpclab_pi_algA    	0.0000	10	prnaTaskA1        	0.0133	2	-0.0133
hpclab_pi_algA    	0.0000	10	umd_hcil_run02    	0.0000	0	0.0000
hpclab_pi_algA    	0.0000	10	udelRun3A         	0.0559	15	-0.0559
UWaterlooATEK     	0.0098	2	hpclab_pi_algA    	0.0000	10	0.0098
UWaterlooATEK     	0.0098	2	UWaterlooATNDEK   	0.0306	5	-0.0208
UWaterlooATEK     	0.0098	2	udelRun2A         	0.0500	6	-0.0402
UWaterlooATEK     	0.0098	2	udelRun1A         	0.0771	10	-0.0673
UWaterlooATEK     	0.0098	2	umd_hcil_run01    	0.0000	0	0.0098
UWaterlooATEK     	0.0098	2	prnaTaskA3        	0.0133	2	-0.0035
UWaterlooATEK     	0.0098	2	prnaTaskA2        	0.0133	2	-0.0035
UWaterlooATEK     	0.0098	2	prnaTaskA1        	0.0133	2	-0.0035
UWaterlooATEK     	0.0098	2	umd_hcil_run02    	0.0000	0	0.0098
UWaterlooATEK     	0.0098	2	udelRun3A         	0.0559	15	-0.0461
UWaterlooATNDEK   	0.0306	5	hpclab_pi_algA    	0.0000	10	0.0306
UWaterlooATNDEK   	0.0306	5	udelRun2A         	0.0500	6	-0.0194
UWaterlooATNDEK   	0.0306	5	udelRun1A         	0.0771	10	-0.0465
UWaterlooATNDEK   	0.0306	5	umd_hcil_run01    	0.0000	0	0.0306
UWaterlooATNDEK   	0.0306	5	prnaTaskA3        	0.0133	2	0.0173
UWaterlooATNDEK   	0.0306	5	prnaTaskA2        	0.0133	2	0.0173
UWaterlooATNDEK   	0.0306	5	prnaTaskA1        	0.0133	2	0.0173
UWaterlooATNDEK   	0.0306	5	umd_hcil_run02    	0.0000	0	0.0306
UWaterlooATNDEK   	0.0306	5	udelRun3A         	0.0559	15	-0.0253
udelRun2A         	0.0500	6	umd_hcil_run01    	0.0000	0	0.0500
udelRun2A         	0.0500	6	umd_hcil_run02    	0.0000	0	0.0500
udelRun2A         	0.0500	6	udelRun3A         	0.0559	15	-0.0059
udelRun1A         	0.0771	10	udelRun2A         	0.0500	6	0.0271
udelRun1A         	0.0771	10	umd_hcil_run01    	0.0000	0	0.0771
udelRun1A         	0.0771	10	umd_hcil_run02    	0.0000	0	0.0771
udelRun1A         	0.0771	10	udelRun3A         	0.0559	15	0.0212
MPII_HYBRID_PW    	0.2044	49	hpclab_pi_algA    	0.0000	10	0.2044
MPII_HYBRID_PW    	0.2044	49	UWaterlooATEK     	0.0098	2	0.1946
MPII_HYBRID_PW    	0.2044	49	UWaterlooATNDEK   	0.0306	5	0.1738
MPII_HYBRID_PW    	0.2044	49	udelRun2A         	0.0500	6	0.1544
MPII_HYBRID_PW    	0.2044	49	udelRun1A         	0.0771	10	0.1273
MPII_HYBRID_PW    	0.2044	49	umd_hcil_run01    	0.0000	0	0.2044
MPII_HYBRID_PW    	0.2044	49	prnaTaskA3        	0.0133	2	0.1911
MPII_HYBRID_PW    	0.2044	49	prnaTaskA2        	0.0133	2	0.1911
MPII_HYBRID_PW    	0.2044	49	prnaTaskA1        	0.0133	2	0.1911
MPII_HYBRID_PW    	0.2044	49	SNACSA            	0.3626	98	-0.1582
MPII_HYBRID_PW    	0.2044	49	PKUICSTRunA3      	0.2862	61	-0.0818
MPII_HYBRID_PW    	0.2044	49	PKUICSTRunA2      	0.2840	63	-0.0796
MPII_HYBRID_PW    	0.2044	49	PKUICSTRunA1      	0.2930	56	-0.0886
MPII_HYBRID_PW    	0.2044	49	SNACS_LA          	0.3628	86	-0.1584
MPII_HYBRID_PW    	0.2044	49	UWaterlooATDK     	0.0111	2	0.1933
MPII_HYBRID_PW    	0.2044	49	QUDynExp          	0.1060	71	0.0984
MPII_HYBRID_PW    	0.2044	49	QUDyn             	0.1615	35	0.0429
MPII_HYBRID_PW    	0.2044	49	UWCMBP1           	0.0178	3	0.1866
MPII_HYBRID_PW    	0.2044	49	UWCMBP2           	0.1258	46	0.0786
MPII_HYBRID_PW    	0.2044	49	QUBaseline        	0.0837	16	0.1207
MPII_HYBRID_PW    	0.2044	49	umd_hcil_run02    	0.0000	0	0.2044
MPII_HYBRID_PW    	0.2044	49	MPII_LUC_SORT     	0.4064	100	-0.2020
MPII_HYBRID_PW    	0.2044	49	udelRun3A         	0.0559	15	0.1485
umd_hcil_run01    	0.0000	0	umd_hcil_run02    	0.0000	0	0.0000
ECNURUNA1         	0.0000	60	hpclab_pi_algA    	0.0000	10	0.0000
ECNURUNA1         	0.0000	60	UWaterlooATEK     	0.0098	2	-0.0098
ECNURUNA1         	0.0000	60	UWaterlooATNDEK   	0.0306	5	-0.0306
ECNURUNA1         	0.0000	60	udelRun2A         	0.0500	6	-0.0500
ECNURUNA1         	0.0000	60	udelRun1A         	0.0771	10	-0.0771
ECNURUNA1         	0.0000	60	MPII_HYBRID_PW    	0.2044	49	-0.2044
ECNURUNA1         	0.0000	60	umd_hcil_run01    	0.0000	0	0.0000
ECNURUNA1         	0.0000	60	ECNURUNA2         	0.0000	50	0.0000
ECNURUNA1         	0.0000	60	ECNURUNA3         	0.0000	49	0.0000
ECNURUNA1         	0.0000	60	prnaTaskA3        	0.0133	2	-0.0133
ECNURUNA1         	0.0000	60	prnaTaskA2        	0.0133	2	-0.0133
ECNURUNA1         	0.0000	60	prnaTaskA1        	0.0133	2	-0.0133
ECNURUNA1         	0.0000	60	SNACSA            	0.3626	98	-0.3626
ECNURUNA1         	0.0000	60	PKUICSTRunA3      	0.2862	61	-0.2862
ECNURUNA1         	0.0000	60	PKUICSTRunA2      	0.2840	63	-0.2840
ECNURUNA1         	0.0000	60	PKUICSTRunA1      	0.2930	56	-0.2930
ECNURUNA1         	0.0000	60	MPII_COMB_SORT    	0.2420	99	-0.2420
ECNURUNA1         	0.0000	60	SNACS_LA          	0.3628	86	-0.3628
ECNURUNA1         	0.0000	60	UWaterlooATDK     	0.0111	2	-0.0111
ECNURUNA1         	0.0000	60	QUDynExp          	0.1060	71	-0.1060
ECNURUNA1         	0.0000	60	IRIT-KLTFIDF      	0.0447	4	-0.0447
ECNURUNA1         	0.0000	60	IritSigSDA        	0.0000	0	0.0000
ECNURUNA1         	0.0000	60	IRIT-RTNotif.33   	0.0000	20	0.0000
ECNURUNA1         	0.0000	60	QUDyn             	0.1615	35	-0.1615
ECNURUNA1         	0.0000	60	UWCMBP1           	0.0178	3	-0.0178
ECNURUNA1         	0.0000	60	UWCMBP2           	0.1258	46	-0.1258
ECNURUNA1         	0.0000	60	QUBaseline        	0.0837	16	-0.0837
ECNURUNA1         	0.0000	60	umd_hcil_run02    	0.0000	0	0.0000
ECNURUNA1         	0.0000	60	MPII_LUC_SORT     	0.4064	100	-0.4064
ECNURUNA1         	0.0000	60	udelRun3A         	0.0559	15	-0.0559
ECNURUNA2         	0.0000	50	hpclab_pi_algA    	0.0000	10	0.0000
ECNURUNA2         	0.0000	50	UWaterlooATEK     	0.0098	2	-0.0098
ECNURUNA2         	0.0000	50	UWaterlooATNDEK   	0.0306	5	-0.0306
ECNURUNA2         	0.0000	50	udelRun2A         	0.0500	6	-0.0500
ECNURUNA2         	0.0000	50	udelRun1A         	0.0771	10	-0.0771
ECNURUNA2         	0.0000	50	MPII_HYBRID_PW    	0.2044	49	-0.2044
ECNURUNA2         	0.0000	50	umd_hcil_run01    	0.0000	0	0.0000
ECNURUNA2         	0.0000	50	ECNURUNA3         	0.0000	49	0.0000
ECNURUNA2         	0.0000	50	prnaTaskA3        	0.0133	2	-0.0133
ECNURUNA2         	0.0000	50	prnaTaskA2        	0.0133	2	-0.0133
ECNURUNA2         	0.0000	50	prnaTaskA1        	0.0133	2	-0.0133
