hpclab_pi_algA    	0.0091	60	udelRun2A         	0.0549	9	-0.0458
hpclab_pi_algA    	0.0091	60	udelRun1A         	0.0702	16	-0.0611
hpclab_pi_algA    	0.0091	60	umd_hcil_run01    	0.0000	0	0.0091
hpclab_pi_algA    	0.0091	60	prnaTaskA3        	0.0111	1	-0.0020
hpclab_pi_algA    	0.0091	60	prnaTaskA2        	0.0222	2	-0.0131
hpclab_pi_algA    	0.0091	60	prnaTaskA1        	0.0222	4	-0.0131
hpclab_pi_algA    	0.0091	60	umd_hcil_run02    	0.0000	0	0.0091
hpclab_pi_algA    	0.0091	60	udelRun3A         	0.0831	22	-0.0740
UWaterlooATEK     	0.0052	2	hpclab_pi_algA    	0.0091	60	-0.0039
UWaterlooATEK     	0.0052	2	UWaterlooATNDEK   	0.0256	4	-0.0204
UWaterlooATEK     	0.0052	2	udelRun2A         	0.0549	9	-0.0497
UWaterlooATEK     	0.0052	2	udelRun1A         	0.0702	16	-0.0650
UWaterlooATEK     	0.0052	2	umd_hcil_run01    	0.0000	0	0.0052
UWaterlooATEK     	0.0052	2	prnaTaskA3        	0.0111	1	-0.0059
UWaterlooATEK     	0.0052	2	prnaTaskA2        	0.0222	2	-0.0170
UWaterlooATEK     	0.0052	2	prnaTaskA1        	0.0222	4	-0.0170
UWaterlooATEK     	0.0052	2	umd_hcil_run02    	0.0000	0	0.0052
UWaterlooATEK     	0.0052	2	udelRun3A         	0.0831	22	-0.0779
UWaterlooATNDEK   	0.0256	4	hpclab_pi_algA    	0.0091	60	0.0165
UWaterlooATNDEK   	0.0256	4	udelRun2A         	0.0549	9	-0.0293
UWaterlooATNDEK   	0.0256	4	udelRun1A         	0.0702	16	-0.0446
UWaterlooATNDEK   	0.0256	4	umd_hcil_run01    	0.0000	0	0.0256
UWaterlooATNDEK   	0.0256	4	prnaTaskA3        	0.0111	1	0.0145
UWaterlooATNDEK   	0.0256	4	prnaTaskA2        	0.0222	2	0.0034
UWaterlooATNDEK   	0.0256	4	prnaTaskA1        	0.0222	4	0.0034
UWaterlooATNDEK   	0.0256	4	umd_hcil_run02    	0.0000	0	0.0256
UWaterlooATNDEK   	0.0256	4	udelRun3A         	0.0831	22	-0.0575
udelRun2A         	0.0549	9	umd_hcil_run01    	0.0000	0	0.0549
udelRun2A         	0.0549	9	umd_hcil_run02    	0.0000	0	0.0549
udelRun2A         	0.0549	9	udelRun3A         	0.0831	22	-0.0282
udelRun1A         	0.0702	16	udelRun2A         	0.0549	9	0.0153
udelRun1A         	0.0702	16	umd_hcil_run01    	0.0000	0	0.0702
udelRun1A         	0.0702	16	umd_hcil_run02    	0.0000	0	0.0702
udelRun1A         	0.0702	16	udelRun3A         	0.0831	22	-0.0129
MPII_HYBRID_PW    	0.0800	23	hpclab_pi_algA    	0.0091	60	0.0709
MPII_HYBRID_PW    	0.0800	23	UWaterlooATEK     	0.0052	2	0.0748
MPII_HYBRID_PW    	0.0800	23	UWaterlooATNDEK   	0.0256	4	0.0544
MPII_HYBRID_PW    	0.0800	23	udelRun2A         	0.0549	9	0.0251
MPII_HYBRID_PW    	0.0800	23	udelRun1A         	0.0702	16	0.0098
MPII_HYBRID_PW    	0.0800	23	umd_hcil_run01    	0.0000	0	0.0800
MPII_HYBRID_PW    	0.0800	23	prnaTaskA3        	0.0111	1	0.0689
MPII_HYBRID_PW    	0.0800	23	prnaTaskA2        	0.0222	2	0.0578
MPII_HYBRID_PW    	0.0800	23	prnaTaskA1        	0.0222	4	0.0578
MPII_HYBRID_PW    	0.0800	23	SNACSA            	0.2089	96	-0.1289
MPII_HYBRID_PW    	0.0800	23	PKUICSTRunA3      	0.2173	69	-0.1373
MPII_HYBRID_PW    	0.0800	23	PKUICSTRunA2      	0.1835	72	-0.1035
MPII_HYBRID_PW    	0.0800	23	PKUICSTRunA1      	0.1560	55	-0.0760
MPII_HYBRID_PW    	0.0800	23	SNACS_LA          	0.1408	74	-0.0608
MPII_HYBRID_PW    	0.0800	23	UWaterlooATDK     	0.0000	0	0.0800
MPII_HYBRID_PW    	0.0800	23	QUDynExp          	0.0302	91	0.0498
MPII_HYBRID_PW    	0.0800	23	QUDyn             	0.0144	88	0.0656
MPII_HYBRID_PW    	0.0800	23	UWCMBP1           	0.0067	2	0.0733
