hpclab_pi_algA    	0.0000	0	udelRun2A         	0.0278	4	-0.0278
hpclab_pi_algA    	0.0000	0	udelRun1A         	0.0344	9	-0.0344
hpclab_pi_algA    	0.0000	0	umd_hcil_run01    	0.0000	0	0.0000
hpclab_pi_algA    	0.0000	0	prnaTaskA3        	0.0056	1	-0.0056
hpclab_pi_algA    	0.0000	0	prnaTaskA2        	0.0056	1	-0.0056
hpclab_pi_algA    	0.0000	0	prnaTaskA1        	0.0111	2	-0.0111
hpclab_pi_algA    	0.0000	0	umd_hcil_run02    	0.0000	6	0.0000
hpclab_pi_algA    	0.0000	0	udelRun3A         	0.0244	12	-0.0244
UWaterlooATEK     	0.0000	0	hpclab_pi_algA    	0.0000	0	0.0000
UWaterlooATEK     	0.0000	0	UWaterlooATNDEK   	0.0000	0	0.0000
UWaterlooATEK     	0.0000	0	udelRun2A         	0.0278	4	-0.0278
UWaterlooATEK     	0.0000	0	udelRun1A         	0.0344	9	-0.0344
UWaterlooATEK     	0.0000	0	umd_hcil_run01    	0.0000	0	0.0000
UWaterlooATEK     	0.0000	0	prnaTaskA3        	0.0056	1	-0.0056
UWaterlooATEK     	0.0000	0	prnaTaskA2        	0.0056	1	-0.0056
UWaterlooATEK     	0.0000	0	prnaTaskA1        	0.0111	2	-0.0111
UWaterlooATEK     	0.0000	0	umd_hcil_run02    	0.0000	6	0.0000
UWaterlooATEK     	0.0000	0	udelRun3A         	0.0244	12	-0.0244
UWaterlooATNDEK   	0.0000	0	hpclab_pi_algA    	0.0000	0	0.0000
UWaterlooATNDEK   	0.0000	0	udelRun2A         	0.0278	4	-0.0278
UWaterlooATNDEK   	0.0000	0	udelRun1A         	0.0344	9	-0.0344
UWaterlooATNDEK   	0.0000	0	umd_hcil_run01    	0.0000	0	0.0000
UWaterlooATNDEK   	0.0000	0	prnaTaskA3        	0.0056	1	-0.0056
UWaterlooATNDEK   	0.0000	0	prnaTaskA2        	0.0056	1	-0.0056
UWaterlooATNDEK   	0.0000	0	prnaTaskA1        	0.0111	2	-0.0111
