hpclab_pi_algA    	1.0000	0	udelRun2A         	0.9000	1	0.1000
hpclab_pi_algA    	1.0000	0	udelRun1A         	0.8000	2	0.2000
hpclab_pi_algA    	1.0000	0	umd_hcil_run01    	1.0000	0	0.0000
hpclab_pi_algA    	1.0000	0	prnaTaskA3        	0.7000	3	0.3000
hpclab_pi_algA    	1.0000	0	prnaTaskA2        	0.5000	8	0.5000
hpclab_pi_algA    	1.0000	0	prnaTaskA1        	0.4000	11	0.6000
hpclab_pi_algA    	1.0000	0	umd_hcil_run02    	0.8000	2	0.2000
hpclab_pi_algA    	1.0000	0	udelRun3A         	0.6000	5	0.4000
UWaterlooATEK     	0.9000	1	hpclab_pi_algA    	1.0000	0	-0.1000
UWaterlooATEK     	0.9000	1	UWaterlooATNDEK   	0.1000	18	0.8000
UWaterlooATEK     	0.9000	1	udelRun2A         	0.9000	1	0.0000
UWaterlooATEK     	0.9000	1	udelRun1A         	0.8000	2	0.1000
UWaterlooATEK     	0.9000	1	umd_hcil_run01    	1.0000	0	-0.1000
UWaterlooATEK     	0.9000	1	prnaTaskA3        	0.7000	3	0.2000
UWaterlooATEK     	0.9000	1	prnaTaskA2        	0.5000	8	0.4000
UWaterlooATEK     	0.9000	1	prnaTaskA1        	0.4000	11	0.5000
UWaterlooATEK     	0.9000	1	umd_hcil_run02    	0.8000	2	0.1000
UWaterlooATEK     	0.9000	1	udelRun3A         	0.6000	5	0.3000
UWaterlooATNDEK   	0.1000	18	hpclab_pi_algA    	1.0000	0	-0.9000
UWaterlooATNDEK   	0.1000	18	udelRun2A         	0.9000	1	-0.8000
UWaterlooATNDEK   	0.1000	18	udelRun1A         	0.8000	2	-0.7000
UWaterlooATNDEK   	0.1000	18	umd_hcil_run01    	1.0000	0	-0.9000
UWaterlooATNDEK   	0.1000	18	prnaTaskA3        	0.7000	3	-0.6000
UWaterlooATNDEK   	0.1000	18	prnaTaskA2        	0.5000	8	-0.4000
UWaterlooATNDEK   	0.1000	18	prnaTaskA1        	0.4000	11	-0.3000
UWaterlooATNDEK   	0.1000	18	umd_hcil_run02    	0.8000	2	-0.7000
UWaterlooATNDEK   	0.1000	18	udelRun3A         	0.6000	5	-0.5000
udelRun2A         	0.9000	1	umd_hcil_run01    	1.0000	0	-0.1000
udelRun2A         	0.9000	1	umd_hcil_run02    	0.8000	2	0.1000
udelRun2A         	0.9000	1	udelRun3A         	0.6000	5	0.3000
udelRun1A         	0.8000	2	udelRun2A         	0.9000	1	-0.1000
udelRun1A         	0.8000	2	umd_hcil_run01    	1.0000	0	-0.2000
udelRun1A         	0.8000	2	umd_hcil_run02    	0.8000	2	0.0000
udelRun1A         	0.8000	2	udelRun3A         	0.6000	5	0.2000
MPII_HYBRID_PW    	0.0000	16	hpclab_pi_algA    	1.0000	0	-1.0000
MPII_HYBRID_PW    	0.0000	16	UWaterlooATEK     	0.9000	1	-0.9000
MPII_HYBRID_PW    	0.0000	16	UWaterlooATNDEK   	0.1000	18	-0.1000
MPII_HYBRID_PW    	0.0000	16	udelRun2A         	0.9000	1	-0.9000
MPII_HYBRID_PW    	0.0000	16	udelRun1A         	0.8000	2	-0.8000
MPII_HYBRID_PW    	0.0000	16	umd_hcil_run01    	1.0000	0	-1.0000
MPII_HYBRID_PW    	0.0000	16	prnaTaskA3        	0.7000	3	-0.7000
MPII_HYBRID_PW    	0.0000	16	prnaTaskA2        	0.5000	8	-0.5000
MPII_HYBRID_PW    	0.0000	16	prnaTaskA1        	0.4000	11	-0.4000
MPII_HYBRID_PW    	0.0000	16	SNACSA            	0.9000	1	-0.9000
MPII_HYBRID_PW    	0.0000	16	PKUICSTRunA3      	0.6000	6	-0.6000
