hpclab_pi_algA    	0.4000	49	udelRun2A         	0.2000	2	0.2000
hpclab_pi_algA    	0.4000	49	udelRun1A         	0.2000	3	0.2000
hpclab_pi_algA    	0.4000	49	umd_hcil_run01    	0.4000	0	0.0000
hpclab_pi_algA    	0.4000	49	prnaTaskA3        	0.3000	3	0.1000
hpclab_pi_algA    	0.4000	49	prnaTaskA2        	0.3000	5	0.1000
hpclab_pi_algA    	0.4000	49	prnaTaskA1        	0.1000	13	0.3000
hpclab_pi_algA    	0.4000	49	umd_hcil_run02    	0.3000	1	0.1000
hpclab_pi_algA    	0.4000	49	udelRun3A         	0.3000	7	0.1000
UWaterlooATEK     	0.1000	7	hpclab_pi_algA    	0.4000	49	-0.3000
UWaterlooATEK     	0.1000	7	UWaterlooATNDEK   	0.1000	7	0.0000
UWaterlooATEK     	0.1000	7	udelRun2A         	0.2000	2	-0.1000
UWaterlooATEK     	0.1000	7	udelRun1A         	0.2000	3	-0.1000
UWaterlooATEK     	0.1000	7	umd_hcil_run01    	0.4000	0	-0.3000
UWaterlooATEK     	0.1000	7	prnaTaskA3        	0.3000	3	-0.2000
UWaterlooATEK     	0.1000	7	prnaTaskA2        	0.3000	5	-0.2000
UWaterlooATEK     	0.1000	7	prnaTaskA1        	0.1000	13	0.0000
UWaterlooATEK     	0.1000	7	umd_hcil_run02    	0.3000	1	-0.2000
UWaterlooATEK     	0.1000	7	udelRun3A         	0.3000	7	-0.2000
UWaterlooATNDEK   	0.1000	7	hpclab_pi_algA    	0.4000	49	-0.3000
UWaterlooATNDEK   	0.1000	7	udelRun2A         	0.2000	2	-0.1000
UWaterlooATNDEK   	0.1000	7	udelRun1A         	0.2000	3	-0.1000
UWaterlooATNDEK   	0.1000	7	umd_hcil_run01    	0.4000	0	-0.3000
UWaterlooATNDEK   	0.1000	7	prnaTaskA3        	0.3000	3	-0.2000
UWaterlooATNDEK   	0.1000	7	prnaTaskA2        	0.3000	5	-0.2000
UWaterlooATNDEK   	0.1000	7	prnaTaskA1        	0.1000	13	0.0000
UWaterlooATNDEK   	0.1000	7	umd_hcil_run02    	0.3000	1	-0.2000
UWaterlooATNDEK   	0.1000	7	udelRun3A         	0.3000	7	-0.2000
udelRun2A         	0.2000	2	umd_hcil_run01    	0.4000	0	-0.2000
udelRun2A         	0.2000	2	umd_hcil_run02    	0.3000	1	-0.1000
udelRun2A         	0.2000	2	udelRun3A         	0.3000	7	-0.1000
udelRun1A         	0.2000	3	udelRun2A         	0.2000	2	0.0000
udelRun1A         	0.2000	3	umd_hcil_run01    	0.4000	0	-0.2000
