hpclab_pi_algA    	0.0000	0	udelRun2A         	0.1378	11	-0.1378
hpclab_pi_algA    	0.0000	0	udelRun1A         	0.2203	21	-0.2203
hpclab_pi_algA    	0.0000	0	umd_hcil_run01    	0.0000	0	0.0000
hpclab_pi_algA    	0.0000	0	prnaTaskA3        	0.0150	3	-0.0150
hpclab_pi_algA    	0.0000	0	prnaTaskA2        	0.0539	7	-0.0539
hpclab_pi_algA    	0.0000	0	prnaTaskA1        	0.0539	7	-0.0539
hpclab_pi_algA    	0.0000	0	umd_hcil_run02    	0.0000	5	0.0000
hpclab_pi_algA    	0.0000	0	udelRun3A         	0.0921	54	-0.0921
UWaterlooATEK     	0.0496	7	hpclab_pi_algA    	0.0000	0	0.0496
UWaterlooATEK     	0.0496	7	UWaterlooATNDEK   	0.0674	11	-0.0178
UWaterlooATEK     	0.0496	7	udelRun2A         	0.1378	11	-0.0882
UWaterlooATEK     	0.0496	7	udelRun1A         	0.2203	21	-0.1707
UWaterlooATEK     	0.0496	7	umd_hcil_run01    	0.0000	0	0.0496
UWaterlooATEK     	0.0496	7	prnaTaskA3        	0.0150	3	0.0346
UWaterlooATEK     	0.0496	7	prnaTaskA2        	0.0539	7	-0.0043
UWaterlooATEK     	0.0496	7	prnaTaskA1        	0.0539	7	-0.0043
UWaterlooATEK     	0.0496	7	umd_hcil_run02    	0.0000	5	0.0496
UWaterlooATEK     	0.0496	7	udelRun3A         	0.0921	54	-0.0425
UWaterlooATNDEK   	0.0674	11	hpclab_pi_algA    	0.0000	0	0.0674
UWaterlooATNDEK   	0.0674	11	udelRun2A         	0.1378	11	-0.0704
UWaterlooATNDEK   	0.0674	11	udelRun1A         	0.2203	21	-0.1529
UWaterlooATNDEK   	0.0674	11	umd_hcil_run01    	0.0000	0	0.0674
UWaterlooATNDEK   	0.0674	11	prnaTaskA3        	0.0150	3	0.0524
UWaterlooATNDEK   	0.0674	11	prnaTaskA2        	0.0539	7	0.0135
UWaterlooATNDEK   	0.0674	11	prnaTaskA1        	0.0539	7	0.0135
UWaterlooATNDEK   	0.0674	11	umd_hcil_run02    	0.0000	5	0.0674
UWaterlooATNDEK   	0.0674	11	udelRun3A         	0.0921	54	-0.0247
udelRun2A         	0.1378	11	umd_hcil_run01    	0.0000	0	0.1378
udelRun2A         	0.1378	11	umd_hcil_run02    	0.0000	5	0.1378
udelRun2A         	0.1378	11	udelRun3A         	0.0921	54	0.0457
udelRun1A         	0.2203	21	udelRun2A         	0.1378	11	0.0825
udelRun1A         	0.2203	21	umd_hcil_run01    	0.0000	0	0.2203
udelRun1A         	0.2203	21	umd_hcil_run02    	0.0000	5	0.2203
udelRun1A         	0.2203	21	udelRun3A         	0.0921	54	0.1282
MPII_HYBRID_PW    	0.1334	26	hpclab_pi_algA    	0.0000	0	0.1334
MPII_HYBRID_PW    	0.1334	26	UWaterlooATEK     	0.0496	7	0.0838
MPII_HYBRID_PW    	0.1334	26	UWaterlooATNDEK   	0.0674	11	0.0660
MPII_HYBRID_PW    	0.1334	26	udelRun2A         	0.1378	11	-0.0044
MPII_HYBRID_PW    	0.1334	26	udelRun1A         	0.2203	21	-0.0869
MPII_HYBRID_PW    	0.1334	26	umd_hcil_run01    	0.0000	0	0.1334
MPII_HYBRID_PW    	0.1334	26	prnaTaskA3        	0.0150	3	0.1184
MPII_HYBRID_PW    	0.1334	26	prnaTaskA2        	0.0539	7	0.0795
MPII_HYBRID_PW    	0.1334	26	prnaTaskA1        	0.0539	7	0.0795
MPII_HYBRID_PW    	0.1334	26	SNACSA            	0.4707	47	-0.3373
MPII_HYBRID_PW    	0.1334	26	PKUICSTRunA3      	0.2965	71	-0.1631
MPII_HYBRID_PW    	0.1334	26	PKUICSTRunA2      	0.2875	28	-0.1541
MPII_HYBRID_PW    	0.1334	26	PKUICSTRunA1      	0.2236	61	-0.0902
MPII_HYBRID_PW    	0.1334	26	SNACS_LA          	0.0558	9	0.0776
MPII_HYBRID_PW    	0.1334	26	UWaterlooATDK     	0.1039	7	0.0295
MPII_HYBRID_PW    	0.1334	26	QUDynExp          	0.2393	53	-0.1059
