hpclab_pi_algA    	0.2000	0	udelRun2A         	0.1000	4	0.1000
hpclab_pi_algA    	0.2000	0	udelRun1A         	0.1000	7	0.1000
hpclab_pi_algA    	0.2000	0	umd_hcil_run01    	0.2000	0	0.0000
hpclab_pi_algA    	0.2000	0	prnaTaskA3        	0.1000	1	0.1000
hpclab_pi_algA    	0.2000	0	prnaTaskA2        	0.1000	2	0.1000
hpclab_pi_algA    	0.2000	0	prnaTaskA1        	0.1000	3	0.1000
hpclab_pi_algA    	0.2000	0	umd_hcil_run02    	0.1000	27	0.1000
hpclab_pi_algA    	0.2000	0	udelRun3A         	0.1000	4	0.1000
UWaterlooATEK     	0.1000	2	hpclab_pi_algA    	0.2000	0	-0.1000
UWaterlooATEK     	0.1000	2	UWaterlooATNDEK   	0.1000	2	0.0000
UWaterlooATEK     	0.1000	2	udelRun2A         	0.1000	4	0.0000
UWaterlooATEK     	0.1000	2	udelRun1A         	0.1000	7	0.0000
UWaterlooATEK     	0.1000	2	umd_hcil_run01    	0.2000	0	-0.1000
UWaterlooATEK     	0.1000	2	prnaTaskA3        	0.1000	1	0.0000
UWaterlooATEK     	0.1000	2	prnaTaskA2        	0.1000	2	0.0000
UWaterlooATEK     	0.1000	2	prnaTaskA1        	0.1000	3	0.0000
UWaterlooATEK     	0.1000	2	umd_hcil_run02    	0.1000	27	0.0000
UWaterlooATEK     	0.1000	2	udelRun3A         	0.1000	4	0.0000
UWaterlooATNDEK   	0.1000	2	hpclab_pi_algA    	0.2000	0	-0.1000
UWaterlooATNDEK   	0.1000	2	udelRun2A         	0.1000	4	0.0000
UWaterlooATNDEK   	0.1000	2	udelRun1A         	0.1000	7	0.0000
UWaterlooATNDEK   	0.1000	2	umd_hcil_run01    	0.2000	0	-0.1000
UWaterlooATNDEK   	0.1000	2	prnaTaskA3        	0.1000	1	0.0000
UWaterlooATNDEK   	0.1000	2	prnaTaskA2        	0.1000	2	0.0000
UWaterlooATNDEK   	0.1000	2	prnaTaskA1        	0.1000	3	0.0000
UWaterlooATNDEK   	0.1000	2	umd_hcil_run02    	0.1000	27	0.0000
UWaterlooATNDEK   	0.1000	2	udelRun3A         	0.1000	4	0.0000
udelRun2A         	0.1000	4	umd_hcil_run01    	0.2000	0	-0.1000
udelRun2A         	0.1000	4	umd_hcil_run02    	0.1000	27	0.0000
udelRun2A         	0.1000	4	udelRun3A         	0.1000	4	0.0000
udelRun1A         	0.1000	7	udelRun2A         	0.1000	4	0.0000
udelRun1A         	0.1000	7	umd_hcil_run01    	0.2000	0	-0.1000
udelRun1A         	0.1000	7	umd_hcil_run02    	0.1000	27	0.0000
udelRun1A         	0.1000	7	udelRun3A         	0.1000	4	0.0000
MPII_HYBRID_PW    	0.0000	26	hpclab_pi_algA    	0.2000	0	-0.2000
MPII_HYBRID_PW    	0.0000	26	UWaterlooATEK     	0.1000	2	-0.1000
MPII_HYBRID_PW    	0.0000	26	UWaterlooATNDEK   	0.1000	2	-0.1000
MPII_HYBRID_PW    	0.0000	26	udelRun2A         	0.1000	4	-0.1000
MPII_HYBRID_PW    	0.0000	26	udelRun1A         	0.1000	7	-0.1000
MPII_HYBRID_PW    	0.0000	26	umd_hcil_run01    	0.2000	0	-0.2000
MPII_HYBRID_PW    	0.0000	26	prnaTaskA3        	0.1000	1	-0.1000
MPII_HYBRID_PW    	0.0000	26	prnaTaskA2        	0.1000	2	-0.1000
MPII_HYBRID_PW    	0.0000	26	prnaTaskA1        	0.1000	3	-0.1000
MPII_HYBRID_PW    	0.0000	26	SNACSA            	0.1000	1	-0.1000
MPII_HYBRID_PW    	0.0000	26	PKUICSTRunA3      	0.1000	91	-0.1000
MPII_HYBRID_PW    	0.0000	26	PKUICSTRunA2      	0.1000	1	-0.1000
MPII_HYBRID_PW    	0.0000	26	PKUICSTRunA1      	0.0000	81	0.0000
MPII_HYBRID_PW    	0.0000	26	SNACS_LA          	0.2000	0	-0.2000
MPII_HYBRID_PW    	0.0000	26	UWaterlooATDK     	0.1000	2	-0.1000
MPII_HYBRID_PW    	0.0000	26	QUDynExp          	0.0000	4	0.0000
MPII_HYBRID_PW    	0.0000	26	QUDyn             	0.0500	5	-0.0500
MPII_HYBRID_PW    	0.0000	26	UWCMBP1           	0.0000	11	0.0000
MPII_HYBRID_PW    	0.0000	26	UWCMBP2           	0.2500	68	-0.2500
MPII_HYBRID_PW    	0.0000	26	QUBaseline        	0.1000	1	-0.1000
MPII_HYBRID_PW    	0.0000	26	umd_hcil_run02    	0.1000	27	-0.1000
MPII_HYBRID_PW    	0.0000	26	MPII_LUC_SORT     	0.0000	84	0.0000
MPII_HYBRID_PW    	0.0000	26	udelRun3A         	0.1000	4	-0.1000
umd_hcil_run01    	0.2000	0	umd_hcil_run02    	0.1000	27	0.1000
ECNURUNA1         	0.2000	12	hpclab_pi_algA    	0.2000	0	0.0000
ECNURUNA1         	0.2000	12	UWaterlooATEK     	0.1000	2	0.1000
ECNURUNA1         	0.2000	12	UWaterlooATNDEK   	0.1000	2	0.1000
ECNURUNA1         	0.2000	12	udelRun2A         	0.1000	4	0.1000
ECNURUNA1         	0.2000	12	udelRun1A         	0.1000	7	0.1000
ECNURUNA1         	0.2000	12	MPII_HYBRID_PW    	0.0000	26	0.2000
ECNURUNA1         	0.2000	12	umd_hcil_run01    	0.2000	0	0.0000
ECNURUNA1         	0.2000	12	ECNURUNA2         	0.2000	10	0.0000
ECNURUNA1         	0.2000	12	ECNURUNA3         	0.2000	10	0.0000
ECNURUNA1         	0.2000	12	prnaTaskA3        	0.1000	1	0.1000
ECNURUNA1         	0.2000	12	prnaTaskA2        	0.1000	2	0.1000
ECNURUNA1         	0.2000	12	prnaTaskA1        	0.1000	3	0.1000
ECNURUNA1         	0.2000	12	SNACSA            	0.1000	1	0.1000
ECNURUNA1         	0.2000	12	PKUICSTRunA3      	0.1000	91	0.1000
ECNURUNA1         	0.2000	12	PKUICSTRunA2      	0.1000	1	0.1000
ECNURUNA1         	0.2000	12	PKUICSTRunA1      	0.0000	81	0.2000
ECNURUNA1         	0.2000	12	MPII_COMB_SORT    	0.0000	92	0.2000
ECNURUNA1         	0.2000	12	SNACS_LA          	0.2000	0	0.0000
ECNURUNA1         	0.2000	12	UWaterlooATDK     	0.1000	2	0.1000
ECNURUNA1         	0.2000	12	QUDynExp          	0.0000	4	0.2000
ECNURUNA1         	0.2000	12	IRIT-KLTFIDF      	0.2000	1	0.0000
ECNURUNA1         	0.2000	12	IritSigSDA        	0.2000	0	0.0000
ECNURUNA1         	0.2000	12	IRIT-RTNotif.33   	0.1000	1	0.1000
ECNURUNA1         	0.2000	12	QUDyn             	0.0500	5	0.1500
ECNURUNA1         	0.2000	12	UWCMBP1           	0.0000	11	0.2000
ECNURUNA1         	0.2000	12	UWCMBP2           	0.2500	68	-0.0500
ECNURUNA1         	0.2000	12	QUBaseline        	0.1000	1	0.1000
ECNURUNA1         	0.2000	12	umd_hcil_run02    	0.1000	27	0.1000
ECNURUNA1         	0.2000	12	MPII_LUC_SORT     	0.0000	84	0.2000
ECNURUNA1         	0.2000	12	udelRun3A         	0.1000	4	0.1000
ECNURUNA2         	0.2000	10	hpclab_pi_algA    	0.2000	0	0.0000
ECNURUNA2         	0.2000	10	UWaterlooATEK     	0.1000	2	0.1000
ECNURUNA2         	0.2000	10	UWaterlooATNDEK   	0.1000	2	0.1000
ECNURUNA2         	0.2000	10	udelRun2A         	0.1000	4	0.1000
ECNURUNA2         	0.2000	10	udelRun1A         	0.1000	7	0.1000
ECNURUNA2         	0.2000	10	MPII_HYBRID_PW    	0.0000	26	0.2000
ECNURUNA2         	0.2000	10	umd_hcil_run01    	0.2000	0	0.0000
ECNURUNA2         	0.2000	10	ECNURUNA3         	0.2000	10	0.0000
ECNURUNA2         	0.2000	10	prnaTaskA3        	0.1000	1	0.1000
ECNURUNA2         	0.2000	10	prnaTaskA2        	0.1000	2	0.1000
ECNURUNA2         	0.2000	10	prnaTaskA1        	0.1000	3	0.1000
ECNURUNA2         	0.2000	10	SNACSA            	0.1000	1	0.1000
ECNURUNA2         	0.2000	10	PKUICSTRunA3      	0.1000	91	0.1000
ECNURUNA2         	0.2000	10	PKUICSTRunA2      	0.1000	1	0.1000
ECNURUNA2         	0.2000	10	PKUICSTRunA1      	0.0000	81	0.2000
ECNURUNA2         	0.2000	10	MPII_COMB_SORT    	0.0000	92	0.2000
ECNURUNA2         	0.2000	10	SNACS_LA          	0.2000	0	0.0000
ECNURUNA2         	0.2000	10	UWaterlooATDK     	0.1000	2	0.1000
ECNURUNA2         	0.2000	10	QUDynExp          	0.0000	4	0.2000
ECNURUNA2         	0.2000	10	IRIT-KLTFIDF      	0.2000	1	0.0000
ECNURUNA2         	0.2000	10	IritSigSDA        	0.2000	0	0.0000
ECNURUNA2         	0.2000	10	IRIT-RTNotif.33   	0.1000	1	0.1000
ECNURUNA2         	0.2000	10	QUDyn             	0.0500	5	0.1500
ECNURUNA2         	0.2000	10	UWCMBP1           	0.0000	11	0.2000
ECNURUNA2         	0.2000	10	UWCMBP2           	0.2500	68	-0.0500
ECNURUNA2         	0.2000	10	QUBaseline        	0.1000	1	0.1000
ECNURUNA2         	0.2000	10	umd_hcil_run02    	0.1000	27	0.1000
ECNURUNA2         	0.2000	10	MPII_LUC_SORT     	0.0000	84	0.2000
ECNURUNA2         	0.2000	10	udelRun3A         	0.1000	4	0.1000
ECNURUNA3         	0.2000	10	hpclab_pi_algA    	0.2000	0	0.0000
ECNURUNA3         	0.2000	10	UWaterlooATEK     	0.1000	2	0.1000
ECNURUNA3         	0.2000	10	UWaterlooATNDEK   	0.1000	2	0.1000
ECNURUNA3         	0.2000	10	udelRun2A         	0.1000	4	0.1000
ECNURUNA3         	0.2000	10	udelRun1A         	0.1000	7	0.1000
ECNURUNA3         	0.2000	10	MPII_HYBRID_PW    	0.0000	26	0.2000
ECNURUNA3         	0.2000	10	umd_hcil_run01    	0.2000	0	0.0000
ECNURUNA3         	0.2000	10	prnaTaskA3        	0.1000	1	0.1000
ECNURUNA3         	0.2000	10	prnaTaskA2        	0.1000	2	0.1000
ECNURUNA3         	0.2000	10	prnaTaskA1        	0.1000	3	0.1000
ECNURUNA3         	0.2000	10	SNACSA            	0.1000	1	0.1000
ECNURUNA3         	0.2000	10	PKUICSTRunA3      	0.1000	91	0.1000
ECNURUNA3         	0.2000	10	PKUICSTRunA2      	0.1000	1	0.1000
ECNURUNA3         	0.2000	10	PKUICSTRunA1      	0.0000	81	0.2000
ECNURUNA3         	0.2000	10	MPII_COMB_SORT    	0.0000	92	0.2000
ECNURUNA3         	0.2000	10	SNACS_LA          	0.2000	0	0.0000
ECNURUNA3         	0.2000	10	UWaterlooATDK     	0.1000	2	0.1000
ECNURUNA3         	0.2000	10	QUDynExp          	0.0000	4	0.2000
ECNURUNA3         	0.2000	10	IRIT-KLTFIDF      	0.2000	1	0.0000
ECNURUNA3         	0.2000	10	IritSigSDA        	0.2000	0	0.0000
ECNURUNA3         	0.2000	10	IRIT-RTNotif.33   	0.1000	1	0.1000
ECNURUNA3         	0.2000	10	QUDyn             	0.0500	5	0.1500
ECNURUNA3         	0.2000	10	UWCMBP1           	0.0000	11	0.2000
ECNURUNA3         	0.2000	10	UWCMBP2           	0.2500	68	-0.0500
ECNURUNA3         	0.2000	10	QUBaseline        	0.1000	1	0.1000
ECNURUNA3         	0.2000	10	umd_hcil_run02    	0.1000	27	0.1000
ECNURUNA3         	0.2000	10	MPII_LUC_SORT     	0.0000	84	0.2000
ECNURUNA3         	0.2000	10	udelRun3A         	0.1000	4	0.1000
prnaTaskA3        	0.1000	1	udelRun2A         	0.1000	4	0.0000
prnaTaskA3        	0.1000	1	udelRun1A         	0.1000	7	0.0000
prnaTaskA3        	0.1000	1	umd_hcil_run01    	0.2000	0	-0.1000
prnaTaskA3        	0.1000	1	umd_hcil_run02    	0.1000	27	0.0000
prnaTaskA3        	0.1000	1	udelRun3A         	0.1000	4	0.0000
prnaTaskA2        	0.1000	2	udelRun2A         	0.1000	4	0.0000
prnaTaskA2        	0.1000	2	udelRun1A         	0.1000	7	0.0000
prnaTaskA2        	0.1000	2	umd_hcil_run01    	0.2000	0	-0.1000
prnaTaskA2        	0.1000	2	prnaTaskA3        	0.1000	1	0.0000
prnaTaskA2        	0.1000	2	umd_hcil_run02    	0.1000	27	0.0000
prnaTaskA2        	0.1000	2	udelRun3A         	0.1000	4	0.0000
prnaTaskA1        	0.1000	3	udelRun2A         	0.1000	4	0.0000
prnaTaskA1        	0.1000	3	udelRun1A         	0.1000	7	0.0000
prnaTaskA1        	0.1000	3	umd_hcil_run01    	0.2000	0	-0.1000
prnaTaskA1        	0.1000	3	prnaTaskA3        	0.1000	1	0.0000
prnaTaskA1        	0.1000	3	prnaTaskA2        	0.1000	2	0.0000
prnaTaskA1        	0.1000	3	umd_hcil_run02    	0.1000	27	0.0000
prnaTaskA1        	0.1000	3	udelRun3A         	0.1000	4	0.0000
SNACSA            	0.1000	1	hpclab_pi_algA    	0.2000	0	-0.1000
SNACSA            	0.1000	1	UWaterlooATEK     	0.1000	2	0.0000
SNACSA            	0.1000	1	UWaterlooATNDEK   	0.1000	2	0.0000
SNACSA            	0.1000	1	udelRun2A         	0.1000	4	0.0000
SNACSA            	0.1000	1	udelRun1A         	0.1000	7	0.0000
SNACSA            	0.1000	1	umd_hcil_run01    	0.2000	0	-0.1000
SNACSA            	0.1000	1	prnaTaskA3        	0.1000	1	0.0000
SNACSA            	0.1000	1	prnaTaskA2        	0.1000	2	0.0000
SNACSA            	0.1000	1	prnaTaskA1        	0.1000	3	0.0000
SNACSA            	0.1000	1	SNACS_LA          	0.2000	0	-0.1000
SNACSA            	0.1000	1	UWaterlooATDK     	0.1000	2	0.0000
SNACSA            	0.1000	1	UWCMBP1           	0.0000	11	0.1000
SNACSA            	0.1000	1	UWCMBP2           	0.2500	68	-0.1500
SNACSA            	0.1000	1	umd_hcil_run02    	0.1000	27	0.0000
SNACSA            	0.1000	1	udelRun3A         	0.1000	4	0.0000
PKUICSTRunA3      	0.1000	91	hpclab_pi_algA    	0.2000	0	-0.1000
PKUICSTRunA3      	0.1000	91	UWaterlooATEK     	0.1000	2	0.0000
PKUICSTRunA3      	0.1000	91	UWaterlooATNDEK   	0.1000	2	0.0000
PKUICSTRunA3      	0.1000	91	udelRun2A         	0.1000	4	0.0000
PKUICSTRunA3      	0.1000	91	udelRun1A         	0.1000	7	0.0000
PKUICSTRunA3      	0.1000	91	umd_hcil_run01    	0.2000	0	-0.1000
PKUICSTRunA3      	0.1000	91	prnaTaskA3        	0.1000	1	0.0000
PKUICSTRunA3      	0.1000	91	prnaTaskA2        	0.1000	2	0.0000
PKUICSTRunA3      	0.1000	91	prnaTaskA1        	0.1000	3	0.0000
PKUICSTRunA3      	0.1000	91	SNACSA            	0.1000	1	0.0000
PKUICSTRunA3      	0.1000	91	SNACS_LA          	0.2000	0	-0.1000
PKUICSTRunA3      	0.1000	91	UWaterlooATDK     	0.1000	2	0.0000
PKUICSTRunA3      	0.1000	91	QUDynExp          	0.0000	4	0.1000
PKUICSTRunA3      	0.1000	91	QUDyn             	0.0500	5	0.0500
PKUICSTRunA3      	0.1000	91	UWCMBP1           	0.0000	11	0.1000
PKUICSTRunA3      	0.1000	91	UWCMBP2           	0.2500	68	-0.1500
PKUICSTRunA3      	0.1000	91	QUBaseline        	0.1000	1	0.0000
PKUICSTRunA3      	0.1000	91	umd_hcil_run02    	0.1000	27	0.0000
PKUICSTRunA3      	0.1000	91	udelRun3A         	0.1000	4	0.0000
PKUICSTRunA2      	0.1000	1	hpclab_pi_algA    	0.2000	0	-0.1000
PKUICSTRunA2      	0.1000	1	UWaterlooATEK     	0.1000	2	0.0000
PKUICSTRunA2      	0.1000	1	UWaterlooATNDEK   	0.1000	2	0.0000
PKUICSTRunA2      	0.1000	1	udelRun2A         	0.1000	4	0.0000
PKUICSTRunA2      	0.1000	1	udelRun1A         	0.1000	7	0.0000
PKUICSTRunA2      	0.1000	1	umd_hcil_run01    	0.2000	0	-0.1000
PKUICSTRunA2      	0.1000	1	prnaTaskA3        	0.1000	1	0.0000
PKUICSTRunA2      	0.1000	1	prnaTaskA2        	0.1000	2	0.0000
PKUICSTRunA2      	0.1000	1	prnaTaskA1        	0.1000	3	0.0000
PKUICSTRunA2      	0.1000	1	SNACSA            	0.1000	1	0.0000
PKUICSTRunA2      	0.1000	1	PKUICSTRunA3      	0.1000	91	0.0000
PKUICSTRunA2      	0.1000	1	SNACS_LA          	0.2000	0	-0.1000
PKUICSTRunA2      	0.1000	1	UWaterlooATDK     	0.1000	2	0.0000
PKUICSTRunA2      	0.1000	1	QUDynExp          	0.0000	4	0.1000
PKUICSTRunA2      	0.1000	1	QUDyn             	0.0500	5	0.0500
PKUICSTRunA2      	0.1000	1	UWCMBP1           	0.0000	11	0.1000
PKUICSTRunA2      	0.1000	1	UWCMBP2           	0.2500	68	-0.1500
PKUICSTRunA2      	0.1000	1	QUBaseline        	0.1000	1	0.0000
PKUICSTRunA2      	0.1000	1	umd_hcil_run02    	0.1000	27	0.0000
PKUICSTRunA2      	0.1000	1	udelRun3A         	0.1000	4	0.0000
PKUICSTRunA1      	0.0000	81	hpclab_pi_algA    	0.2000	0	-0.2000
PKUICSTRunA1      	0.0000	81	UWaterlooATEK     	0.1000	2	-0.1000
