hpclab_pi_algA    	0.0000	98	udelRun2A         	0.0468	9	-0.0468
hpclab_pi_algA    	0.0000	98	udelRun1A         	0.1086	19	-0.1086
hpclab_pi_algA    	0.0000	98	umd_hcil_run01    	0.0000	0	0.0000
hpclab_pi_algA    	0.0000	98	prnaTaskA3        	0.0000	0	0.0000
hpclab_pi_algA    	0.0000	98	prnaTaskA2        	0.0000	0	0.0000
hpclab_pi_algA    	0.0000	98	prnaTaskA1        	0.0000	0	0.0000
hpclab_pi_algA    	0.0000	98	umd_hcil_run02    	0.0000	3	0.0000
hpclab_pi_algA    	0.0000	98	udelRun3A         	0.0468	9	-0.0468
UWaterlooATEK     	0.0374	19	hpclab_pi_algA    	0.0000	98	0.0374
UWaterlooATEK     	0.0374	19	UWaterlooATNDEK   	0.0374	19	0.0000
UWaterlooATEK     	0.0374	19	udelRun2A         	0.0468	9	-0.0094
UWaterlooATEK     	0.0374	19	udelRun1A         	0.1086	19	-0.0712
UWaterlooATEK     	0.0374	19	umd_hcil_run01    	0.0000	0	0.0374
UWaterlooATEK     	0.0374	19	prnaTaskA3        	0.0000	0	0.0374
UWaterlooATEK     	0.0374	19	prnaTaskA2        	0.0000	0	0.0374
UWaterlooATEK     	0.0374	19	prnaTaskA1        	0.0000	0	0.0374
UWaterlooATEK     	0.0374	19	umd_hcil_run02    	0.0000	3	0.0374
UWaterlooATEK     	0.0374	19	udelRun3A         	0.0468	9	-0.0094
UWaterlooATNDEK   	0.0374	19	hpclab_pi_algA    	0.0000	98	0.0374
UWaterlooATNDEK   	0.0374	19	udelRun2A         	0.0468	9	-0.0094
UWaterlooATNDEK   	0.0374	19	udelRun1A         	0.1086	19	-0.0712
UWaterlooATNDEK   	0.0374	19	umd_hcil_run01    	0.0000	0	0.0374
UWaterlooATNDEK   	0.0374	19	prnaTaskA3        	0.0000	0	0.0374
UWaterlooATNDEK   	0.0374	19	prnaTaskA2        	0.0000	0	0.0374
UWaterlooATNDEK   	0.0374	19	prnaTaskA1        	0.0000	0	0.0374
UWaterlooATNDEK   	0.0374	19	umd_hcil_run02    	0.0000	3	0.0374
UWaterlooATNDEK   	0.0374	19	udelRun3A         	0.0468	9	-0.0094
udelRun2A         	0.0468	9	umd_hcil_run01    	0.0000	0	0.0468
udelRun2A         	0.0468	9	umd_hcil_run02    	0.0000	3	0.0468
udelRun2A         	0.0468	9	udelRun3A         	0.0468	9	0.0000
udelRun1A         	0.1086	19	udelRun2A         	0.0468	9	0.0618
udelRun1A         	0.1086	19	umd_hcil_run01    	0.0000	0	0.1086
udelRun1A         	0.1086	19	umd_hcil_run02    	0.0000	3	0.1086
udelRun1A         	0.1086	19	udelRun3A         	0.0468	9	0.0618
MPII_HYBRID_PW    	0.1045	19	hpclab_pi_algA    	0.0000	98	0.1045
MPII_HYBRID_PW    	0.1045	19	UWaterlooATEK     	0.0374	19	0.0671
MPII_HYBRID_PW    	0.1045	19	UWaterlooATNDEK   	0.0374	19	0.0671
MPII_HYBRID_PW    	0.1045	19	udelRun2A         	0.0468	9	0.0577
MPII_HYBRID_PW    	0.1045	19	udelRun1A         	0.1086	19	-0.0041
MPII_HYBRID_PW    	0.1045	19	umd_hcil_run01    	0.0000	0	0.1045
MPII_HYBRID_PW    	0.1045	19	prnaTaskA3        	0.0000	0	0.1045
MPII_HYBRID_PW    	0.1045	19	prnaTaskA2        	0.0000	0	0.1045
MPII_HYBRID_PW    	0.1045	19	prnaTaskA1        	0.0000	0	0.1045
MPII_HYBRID_PW    	0.1045	19	SNACSA            	0.2101	42	-0.1056
MPII_HYBRID_PW    	0.1045	19	PKUICSTRunA3      	0.3500	55	-0.2455
MPII_HYBRID_PW    	0.1045	19	PKUICSTRunA2      	0.3414	56	-0.2369
MPII_HYBRID_PW    	0.1045	19	PKUICSTRunA1      	0.2574	43	-0.1529
MPII_HYBRID_PW    	0.1045	19	SNACS_LA          	0.0400	7	0.0645
MPII_HYBRID_PW    	0.1045	19	UWaterlooATDK     	0.0518	19	0.0527
MPII_HYBRID_PW    	0.1045	19	QUDynExp          	0.0450	90	0.0595
MPII_HYBRID_PW    	0.1045	19	QUDyn             	0.1710	85	-0.0665
MPII_HYBRID_PW    	0.1045	19	UWCMBP1           	0.0483	6	0.0562
MPII_HYBRID_PW    	0.1045	19	UWCMBP2           	0.0100	6	0.0945
MPII_HYBRID_PW    	0.1045	19	QUBaseline        	0.1752	52	-0.0707
MPII_HYBRID_PW    	0.1045	19	umd_hcil_run02    	0.0000	3	0.1045
MPII_HYBRID_PW    	0.1045	19	MPII_LUC_SORT     	0.4240	99	-0.3195
MPII_HYBRID_PW    	0.1045	19	udelRun3A         	0.0468	9	0.0577
umd_hcil_run01    	0.0000	0	umd_hcil_run02    	0.0000	3	0.0000
ECNURUNA1         	0.0000	0	hpclab_pi_algA    	0.0000	98	0.0000
ECNURUNA1         	0.0000	0	UWaterlooATEK     	0.0374	19	-0.0374
ECNURUNA1         	0.0000	0	UWaterlooATNDEK   	0.0374	19	-0.0374
ECNURUNA1         	0.0000	0	udelRun2A         	0.0468	9	-0.0468
ECNURUNA1         	0.0000	0	udelRun1A         	0.1086	19	-0.1086
ECNURUNA1         	0.0000	0	MPII_HYBRID_PW    	0.1045	19	-0.1045
ECNURUNA1         	0.0000	0	umd_hcil_run01    	0.0000	0	0.0000
ECNURUNA1         	0.0000	0	ECNURUNA2         	0.0000	0	0.0000
ECNURUNA1         	0.0000	0	ECNURUNA3         	0.0000	0	0.0000
ECNURUNA1         	0.0000	0	prnaTaskA3        	0.0000	0	0.0000
ECNURUNA1         	0.0000	0	prnaTaskA2        	0.0000	0	0.0000
ECNURUNA1         	0.0000	0	prnaTaskA1        	0.0000	0	0.0000
ECNURUNA1         	0.0000	0	SNACSA            	0.2101	42	-0.2101
ECNURUNA1         	0.0000	0	PKUICSTRunA3      	0.3500	55	-0.3500
ECNURUNA1         	0.0000	0	PKUICSTRunA2      	0.3414	56	-0.3414
ECNURUNA1         	0.0000	0	PKUICSTRunA1      	0.2574	43	-0.2574
ECNURUNA1         	0.0000	0	MPII_COMB_SORT    	0.2131	100	-0.2131
ECNURUNA1         	0.0000	0	SNACS_LA          	0.0400	7	-0.0400
ECNURUNA1         	0.0000	0	UWaterlooATDK     	0.0518	19	-0.0518
ECNURUNA1         	0.0000	0	QUDynExp          	0.0450	90	-0.0450
ECNURUNA1         	0.0000	0	IRIT-KLTFIDF      	0.0000	0	0.0000
ECNURUNA1         	0.0000	0	IritSigSDA        	0.0168	3	-0.0168
ECNURUNA1         	0.0000	0	IRIT-RTNotif.33   	0.0000	53	0.0000
ECNURUNA1         	0.0000	0	QUDyn             	0.1710	85	-0.1710
ECNURUNA1         	0.0000	0	UWCMBP1           	0.0483	6	-0.0483
ECNURUNA1         	0.0000	0	UWCMBP2           	0.0100	6	-0.0100
ECNURUNA1         	0.0000	0	QUBaseline        	0.1752	52	-0.1752
ECNURUNA1         	0.0000	0	umd_hcil_run02    	0.0000	3	0.0000
ECNURUNA1         	0.0000	0	MPII_LUC_SORT     	0.4240	99	-0.4240
ECNURUNA1         	0.0000	0	udelRun3A         	0.0468	9	-0.0468
ECNURUNA2         	0.0000	0	hpclab_pi_algA    	0.0000	98	0.0000
ECNURUNA2         	0.0000	0	UWaterlooATEK     	0.0374	19	-0.0374
ECNURUNA2         	0.0000	0	UWaterlooATNDEK   	0.0374	19	-0.0374
ECNURUNA2         	0.0000	0	udelRun2A         	0.0468	9	-0.0468
ECNURUNA2         	0.0000	0	udelRun1A         	0.1086	19	-0.1086
ECNURUNA2         	0.0000	0	MPII_HYBRID_PW    	0.1045	19	-0.1045
ECNURUNA2         	0.0000	0	umd_hcil_run01    	0.0000	0	0.0000
ECNURUNA2         	0.0000	0	ECNURUNA3         	0.0000	0	0.0000
ECNURUNA2         	0.0000	0	prnaTaskA3        	0.0000	0	0.0000
ECNURUNA2         	0.0000	0	prnaTaskA2        	0.0000	0	0.0000
ECNURUNA2         	0.0000	0	prnaTaskA1        	0.0000	0	0.0000
ECNURUNA2         	0.0000	0	SNACSA            	0.2101	42	-0.2101
ECNURUNA2         	0.0000	0	PKUICSTRunA3      	0.3500	55	-0.3500
ECNURUNA2         	0.0000	0	PKUICSTRunA2      	0.3414	56	-0.3414
ECNURUNA2         	0.0000	0	PKUICSTRunA1      	0.2574	43	-0.2574
ECNURUNA2         	0.0000	0	MPII_COMB_SORT    	0.2131	100	-0.2131
ECNURUNA2         	0.0000	0	SNACS_LA          	0.0400	7	-0.0400
ECNURUNA2         	0.0000	0	UWaterlooATDK     	0.0518	19	-0.0518
ECNURUNA2         	0.0000	0	QUDynExp          	0.0450	90	-0.0450
ECNURUNA2         	0.0000	0	IRIT-KLTFIDF      	0.0000	0	0.0000
ECNURUNA2         	0.0000	0	IritSigSDA        	0.0168	3	-0.0168
