hpclab_pi_algA    	1.0000	0	udelRun2A         	0.7000	3	0.3000
hpclab_pi_algA    	1.0000	0	udelRun1A         	0.6000	5	0.4000
hpclab_pi_algA    	1.0000	0	umd_hcil_run01    	1.0000	0	0.0000
hpclab_pi_algA    	1.0000	0	prnaTaskA3        	0.8000	2	0.2000
hpclab_pi_algA    	1.0000	0	prnaTaskA2        	0.8000	2	0.2000
hpclab_pi_algA    	1.0000	0	prnaTaskA1        	0.8000	2	0.2000
hpclab_pi_algA    	1.0000	0	umd_hcil_run02    	1.0000	0	0.0000
hpclab_pi_algA    	1.0000	0	udelRun3A         	0.6000	6	0.4000
UWaterlooATEK     	1.0000	0	hpclab_pi_algA    	1.0000	0	0.0000
UWaterlooATEK     	1.0000	0	UWaterlooATNDEK   	1.0000	0	0.0000
UWaterlooATEK     	1.0000	0	udelRun2A         	0.7000	3	0.3000
UWaterlooATEK     	1.0000	0	udelRun1A         	0.6000	5	0.4000
UWaterlooATEK     	1.0000	0	umd_hcil_run01    	1.0000	0	0.0000
UWaterlooATEK     	1.0000	0	prnaTaskA3        	0.8000	2	0.2000
UWaterlooATEK     	1.0000	0	prnaTaskA2        	0.8000	2	0.2000
UWaterlooATEK     	1.0000	0	prnaTaskA1        	0.8000	2	0.2000
UWaterlooATEK     	1.0000	0	umd_hcil_run02    	1.0000	0	0.0000
UWaterlooATEK     	1.0000	0	udelRun3A         	0.6000	6	0.4000
UWaterlooATNDEK   	1.0000	0	hpclab_pi_algA    	1.0000	0	0.0000
UWaterlooATNDEK   	1.0000	0	udelRun2A         	0.7000	3	0.3000
UWaterlooATNDEK   	1.0000	0	udelRun1A         	0.6000	5	0.4000
UWaterlooATNDEK   	1.0000	0	umd_hcil_run01    	1.0000	0	0.0000
UWaterlooATNDEK   	1.0000	0	prnaTaskA3        	0.8000	2	0.2000
UWaterlooATNDEK   	1.0000	0	prnaTaskA2        	0.8000	2	0.2000
UWaterlooATNDEK   	1.0000	0	prnaTaskA1        	0.8000	2	0.2000
UWaterlooATNDEK   	1.0000	0	umd_hcil_run02    	1.0000	0	0.0000
UWaterlooATNDEK   	1.0000	0	udelRun3A         	0.6000	6	0.4000
