hpclab_pi_algA    	0.1000	0	udelRun2A         	0.1000	0	0.0000
hpclab_pi_algA    	0.1000	0	udelRun1A         	0.1000	0	0.0000
hpclab_pi_algA    	0.1000	0	umd_hcil_run01    	0.1000	0	0.0000
hpclab_pi_algA    	0.1000	0	prnaTaskA3        	0.1000	0	0.0000
hpclab_pi_algA    	0.1000	0	prnaTaskA2        	0.1000	0	0.0000
hpclab_pi_algA    	0.1000	0	prnaTaskA1        	0.1000	0	0.0000
hpclab_pi_algA    	0.1000	0	umd_hcil_run02    	0.1000	1	0.0000
hpclab_pi_algA    	0.1000	0	udelRun3A         	0.0000	2	0.1000
UWaterlooATEK     	0.1000	0	hpclab_pi_algA    	0.1000	0	0.0000
UWaterlooATEK     	0.1000	0	UWaterlooATNDEK   	0.1000	0	0.0000
UWaterlooATEK     	0.1000	0	udelRun2A         	0.1000	0	0.0000
UWaterlooATEK     	0.1000	0	udelRun1A         	0.1000	0	0.0000
UWaterlooATEK     	0.1000	0	umd_hcil_run01    	0.1000	0	0.0000
UWaterlooATEK     	0.1000	0	prnaTaskA3        	0.1000	0	0.0000
UWaterlooATEK     	0.1000	0	prnaTaskA2        	0.1000	0	0.0000
UWaterlooATEK     	0.1000	0	prnaTaskA1        	0.1000	0	0.0000
UWaterlooATEK     	0.1000	0	umd_hcil_run02    	0.1000	1	0.0000
UWaterlooATEK     	0.1000	0	udelRun3A         	0.0000	2	0.1000
UWaterlooATNDEK   	0.1000	0	hpclab_pi_algA    	0.1000	0	0.0000
UWaterlooATNDEK   	0.1000	0	udelRun2A         	0.1000	0	0.0000
UWaterlooATNDEK   	0.1000	0	udelRun1A         	0.1000	0	0.0000
UWaterlooATNDEK   	0.1000	0	umd_hcil_run01    	0.1000	0	0.0000
UWaterlooATNDEK   	0.1000	0	prnaTaskA3        	0.1000	0	0.0000
UWaterlooATNDEK   	0.1000	0	prnaTaskA2        	0.1000	0	0.0000
UWaterlooATNDEK   	0.1000	0	prnaTaskA1        	0.1000	0	0.0000
UWaterlooATNDEK   	0.1000	0	umd_hcil_run02    	0.1000	1	0.0000
UWaterlooATNDEK   	0.1000	0	udelRun3A         	0.0000	2	0.1000
udelRun2A         	0.1000	0	umd_hcil_run01    	0.1000	0	0.0000
udelRun2A         	0.1000	0	umd_hcil_run02    	0.1000	1	0.0000
udelRun2A         	0.1000	0	udelRun3A         	0.0000	2	0.1000
udelRun1A         	0.1000	0	udelRun2A         	0.1000	0	0.0000
udelRun1A         	0.1000	0	umd_hcil_run01    	0.1000	0	0.0000
udelRun1A         	0.1000	0	umd_hcil_run02    	0.1000	1	0.0000
udelRun1A         	0.1000	0	udelRun3A         	0.0000	2	0.1000
