hpclab_pi_algA    	0.0000	25	udelRun2A         	0.1248	24	-0.1248
hpclab_pi_algA    	0.0000	25	udelRun1A         	0.2248	51	-0.2248
hpclab_pi_algA    	0.0000	25	umd_hcil_run01    	0.0000	0	0.0000
hpclab_pi_algA    	0.0000	25	prnaTaskA3        	0.0150	3	-0.0150
hpclab_pi_algA    	0.0000	25	prnaTaskA2        	0.0250	4	-0.0250
hpclab_pi_algA    	0.0000	25	prnaTaskA1        	0.0250	4	-0.0250
hpclab_pi_algA    	0.0000	25	umd_hcil_run02    	0.0000	0	0.0000
hpclab_pi_algA    	0.0000	25	udelRun3A         	0.1997	100	-0.1997
UWaterlooATEK     	0.1130	31	hpclab_pi_algA    	0.0000	25	0.1130
UWaterlooATEK     	0.1130	31	UWaterlooATNDEK   	0.1075	32	0.0055
UWaterlooATEK     	0.1130	31	udelRun2A         	0.1248	24	-0.0118
UWaterlooATEK     	0.1130	31	udelRun1A         	0.2248	51	-0.1118
UWaterlooATEK     	0.1130	31	umd_hcil_run01    	0.0000	0	0.1130
UWaterlooATEK     	0.1130	31	prnaTaskA3        	0.0150	3	0.0980
UWaterlooATEK     	0.1130	31	prnaTaskA2        	0.0250	4	0.0880
UWaterlooATEK     	0.1130	31	prnaTaskA1        	0.0250	4	0.0880
UWaterlooATEK     	0.1130	31	umd_hcil_run02    	0.0000	0	0.1130
UWaterlooATEK     	0.1130	31	udelRun3A         	0.1997	100	-0.0867
UWaterlooATNDEK   	0.1075	32	hpclab_pi_algA    	0.0000	25	0.1075
UWaterlooATNDEK   	0.1075	32	udelRun2A         	0.1248	24	-0.0173
UWaterlooATNDEK   	0.1075	32	udelRun1A         	0.2248	51	-0.1173
UWaterlooATNDEK   	0.1075	32	umd_hcil_run01    	0.0000	0	0.1075
UWaterlooATNDEK   	0.1075	32	prnaTaskA3        	0.0150	3	0.0925
UWaterlooATNDEK   	0.1075	32	prnaTaskA2        	0.0250	4	0.0825
UWaterlooATNDEK   	0.1075	32	prnaTaskA1        	0.0250	4	0.0825
UWaterlooATNDEK   	0.1075	32	umd_hcil_run02    	0.0000	0	0.1075
UWaterlooATNDEK   	0.1075	32	udelRun3A         	0.1997	100	-0.0922
udelRun2A         	0.1248	24	umd_hcil_run01    	0.0000	0	0.1248
udelRun2A         	0.1248	24	umd_hcil_run02    	0.0000	0	0.1248
udelRun2A         	0.1248	24	udelRun3A         	0.1997	100	-0.0749
udelRun1A         	0.2248	51	udelRun2A         	0.1248	24	0.1000
udelRun1A         	0.2248	51	umd_hcil_run01    	0.0000	0	0.2248
udelRun1A         	0.2248	51	umd_hcil_run02    	0.0000	0	0.2248
udelRun1A         	0.2248	51	udelRun3A         	0.1997	100	0.0251
MPII_HYBRID_PW    	0.1847	49	hpclab_pi_algA    	0.0000	25	0.1847
MPII_HYBRID_PW    	0.1847	49	UWaterlooATEK     	0.1130	31	0.0717
MPII_HYBRID_PW    	0.1847	49	UWaterlooATNDEK   	0.1075	32	0.0772
