hpclab_pi_algA    	0.1000	2	udelRun2A         	0.2654	16	-0.1654
hpclab_pi_algA    	0.1000	2	udelRun1A         	0.3995	25	-0.2995
hpclab_pi_algA    	0.1000	2	umd_hcil_run01    	0.1000	0	0.0000
hpclab_pi_algA    	0.1000	2	prnaTaskA3        	0.0444	6	0.0556
hpclab_pi_algA    	0.1000	2	prnaTaskA2        	0.1667	10	-0.0667
hpclab_pi_algA    	0.1000	2	prnaTaskA1        	0.2167	11	-0.1167
hpclab_pi_algA    	0.1000	2	umd_hcil_run02    	0.0000	5	0.1000
hpclab_pi_algA    	0.1000	2	udelRun3A         	0.3548	56	-0.2548
UWaterlooATEK     	0.1002	9	hpclab_pi_algA    	0.1000	2	0.0002
UWaterlooATEK     	0.1002	9	UWaterlooATNDEK   	0.1250	11	-0.0248
UWaterlooATEK     	0.1002	9	udelRun2A         	0.2654	16	-0.1652
UWaterlooATEK     	0.1002	9	udelRun1A         	0.3995	25	-0.2993
UWaterlooATEK     	0.1002	9	umd_hcil_run01    	0.1000	0	0.0002
UWaterlooATEK     	0.1002	9	prnaTaskA3        	0.0444	6	0.0558
UWaterlooATEK     	0.1002	9	prnaTaskA2        	0.1667	10	-0.0665
UWaterlooATEK     	0.1002	9	prnaTaskA1        	0.2167	11	-0.1165
UWaterlooATEK     	0.1002	9	umd_hcil_run02    	0.0000	5	0.1002
UWaterlooATEK     	0.1002	9	udelRun3A         	0.3548	56	-0.2546
UWaterlooATNDEK   	0.1250	11	hpclab_pi_algA    	0.1000	2	0.0250
UWaterlooATNDEK   	0.1250	11	udelRun2A         	0.2654	16	-0.1404
UWaterlooATNDEK   	0.1250	11	udelRun1A         	0.3995	25	-0.2745
UWaterlooATNDEK   	0.1250	11	umd_hcil_run01    	0.1000	0	0.0250
UWaterlooATNDEK   	0.1250	11	prnaTaskA3        	0.0444	6	0.0806
UWaterlooATNDEK   	0.1250	11	prnaTaskA2        	0.1667	10	-0.0417
UWaterlooATNDEK   	0.1250	11	prnaTaskA1        	0.2167	11	-0.0917
UWaterlooATNDEK   	0.1250	11	umd_hcil_run02    	0.0000	5	0.1250
UWaterlooATNDEK   	0.1250	11	udelRun3A         	0.3548	56	-0.2298
