hpclab_pi_algA    	0.4000	5	udelRun2A         	0.2000	20	0.2000
hpclab_pi_algA    	0.4000	5	udelRun1A         	0.1250	30	0.2750
hpclab_pi_algA    	0.4000	5	umd_hcil_run01    	0.4000	0	0.0000
hpclab_pi_algA    	0.4000	5	prnaTaskA3        	0.0250	67	0.3750
hpclab_pi_algA    	0.4000	5	prnaTaskA2        	0.0250	64	0.3750
hpclab_pi_algA    	0.4000	5	prnaTaskA1        	0.0000	76	0.4000
hpclab_pi_algA    	0.4000	5	umd_hcil_run02    	0.3000	4	0.1000
hpclab_pi_algA    	0.4000	5	udelRun3A         	0.2250	23	0.1750
UWaterlooATEK     	0.0473	30	hpclab_pi_algA    	0.4000	5	-0.3527
UWaterlooATEK     	0.0473	30	UWaterlooATNDEK   	0.0473	35	0.0000
UWaterlooATEK     	0.0473	30	udelRun2A         	0.2000	20	-0.1527
UWaterlooATEK     	0.0473	30	udelRun1A         	0.1250	30	-0.0777
UWaterlooATEK     	0.0473	30	umd_hcil_run01    	0.4000	0	-0.3527
UWaterlooATEK     	0.0473	30	prnaTaskA3        	0.0250	67	0.0223
UWaterlooATEK     	0.0473	30	prnaTaskA2        	0.0250	64	0.0223
UWaterlooATEK     	0.0473	30	prnaTaskA1        	0.0000	76	0.0473
UWaterlooATEK     	0.0473	30	umd_hcil_run02    	0.3000	4	-0.2527
UWaterlooATEK     	0.0473	30	udelRun3A         	0.2250	23	-0.1777
UWaterlooATNDEK   	0.0473	35	hpclab_pi_algA    	0.4000	5	-0.3527
UWaterlooATNDEK   	0.0473	35	udelRun2A         	0.2000	20	-0.1527
UWaterlooATNDEK   	0.0473	35	udelRun1A         	0.1250	30	-0.0777
UWaterlooATNDEK   	0.0473	35	umd_hcil_run01    	0.4000	0	-0.3527
UWaterlooATNDEK   	0.0473	35	prnaTaskA3        	0.0250	67	0.0223
UWaterlooATNDEK   	0.0473	35	prnaTaskA2        	0.0250	64	0.0223
UWaterlooATNDEK   	0.0473	35	prnaTaskA1        	0.0000	76	0.0473
UWaterlooATNDEK   	0.0473	35	umd_hcil_run02    	0.3000	4	-0.2527
UWaterlooATNDEK   	0.0473	35	udelRun3A         	0.2250	23	-0.1777
udelRun2A         	0.2000	20	umd_hcil_run01    	0.4000	0	-0.2000
udelRun2A         	0.2000	20	umd_hcil_run02    	0.3000	4	-0.1000
udelRun2A         	0.2000	20	udelRun3A         	0.2250	23	-0.0250
udelRun1A         	0.1250	30	udelRun2A         	0.2000	20	-0.0750
udelRun1A         	0.1250	30	umd_hcil_run01    	0.4000	0	-0.2750
udelRun1A         	0.1250	30	umd_hcil_run02    	0.3000	4	-0.1750
udelRun1A         	0.1250	30	udelRun3A         	0.2250	23	-0.1000
MPII_HYBRID_PW    	0.0870	39	hpclab_pi_algA    	0.4000	5	-0.3130
MPII_HYBRID_PW    	0.0870	39	UWaterlooATEK     	0.0473	30	0.0397
MPII_HYBRID_PW    	0.0870	39	UWaterlooATNDEK   	0.0473	35	0.0397
MPII_HYBRID_PW    	0.0870	39	udelRun2A         	0.2000	20	-0.1130
MPII_HYBRID_PW    	0.0870	39	udelRun1A         	0.1250	30	-0.0380
MPII_HYBRID_PW    	0.0870	39	umd_hcil_run01    	0.4000	0	-0.3130
MPII_HYBRID_PW    	0.0870	39	prnaTaskA3        	0.0250	67	0.0620
MPII_HYBRID_PW    	0.0870	39	prnaTaskA2        	0.0250	64	0.0620
MPII_HYBRID_PW    	0.0870	39	prnaTaskA1        	0.0000	76	0.0870
MPII_HYBRID_PW    	0.0870	39	SNACSA            	0.4750	67	-0.3880
MPII_HYBRID_PW    	0.0870	39	PKUICSTRunA3      	0.1250	26	-0.0380
MPII_HYBRID_PW    	0.0870	39	PKUICSTRunA2      	0.1250	74	-0.0380
MPII_HYBRID_PW    	0.0870	39	PKUICSTRunA1      	0.2250	11	-0.1380
MPII_HYBRID_PW    	0.0870	39	SNACS_LA          	0.4000	0	-0.3130
MPII_HYBRID_PW    	0.0870	39	UWaterlooATDK     	0.1000	18	-0.0130
MPII_HYBRID_PW    	0.0870	39	QUDynExp          	0.0000	41	0.0870
MPII_HYBRID_PW    	0.0870	39	QUDyn             	0.0000	60	0.0870
MPII_HYBRID_PW    	0.0870	39	UWCMBP1           	0.0583	44	0.0287
MPII_HYBRID_PW    	0.0870	39	UWCMBP2           	0.0000	45	0.0870
MPII_HYBRID_PW    	0.0870	39	QUBaseline        	0.0000	43	0.0870
MPII_HYBRID_PW    	0.0870	39	umd_hcil_run02    	0.3000	4	-0.2130
MPII_HYBRID_PW    	0.0870	39	MPII_LUC_SORT     	0.1257	90	-0.0387
MPII_HYBRID_PW    	0.0870	39	udelRun3A         	0.2250	23	-0.1380
umd_hcil_run01    	0.4000	0	umd_hcil_run02    	0.3000	4	0.1000
ECNURUNA1         	0.4000	82	hpclab_pi_algA    	0.4000	5	0.0000
ECNURUNA1         	0.4000	82	UWaterlooATEK     	0.0473	30	0.3527
ECNURUNA1         	0.4000	82	UWaterlooATNDEK   	0.0473	35	0.3527
ECNURUNA1         	0.4000	82	udelRun2A         	0.2000	20	0.2000
ECNURUNA1         	0.4000	82	udelRun1A         	0.1250	30	0.2750
ECNURUNA1         	0.4000	82	MPII_HYBRID_PW    	0.0870	39	0.3130
ECNURUNA1         	0.4000	82	umd_hcil_run01    	0.4000	0	0.0000
ECNURUNA1         	0.4000	82	ECNURUNA2         	0.4000	81	0.0000
ECNURUNA1         	0.4000	82	ECNURUNA3         	0.4000	79	0.0000
ECNURUNA1         	0.4000	82	prnaTaskA3        	0.0250	67	0.3750
ECNURUNA1         	0.4000	82	prnaTaskA2        	0.0250	64	0.3750
