hpclab_pi_algA    	0.0000	2	udelRun2A         	0.1368	14	-0.1368
hpclab_pi_algA    	0.0000	2	udelRun1A         	0.1534	20	-0.1534
hpclab_pi_algA    	0.0000	2	umd_hcil_run01    	0.0000	0	0.0000
hpclab_pi_algA    	0.0000	2	prnaTaskA3        	0.0000	0	0.0000
hpclab_pi_algA    	0.0000	2	prnaTaskA2        	0.0000	0	0.0000
hpclab_pi_algA    	0.0000	2	prnaTaskA1        	0.0000	1	0.0000
hpclab_pi_algA    	0.0000	2	umd_hcil_run02    	0.0000	0	0.0000
hpclab_pi_algA    	0.0000	2	udelRun3A         	0.2010	25	-0.2010
UWaterlooATEK     	0.1254	28	hpclab_pi_algA    	0.0000	2	0.1254
UWaterlooATEK     	0.1254	28	UWaterlooATNDEK   	0.1254	28	0.0000
UWaterlooATEK     	0.1254	28	udelRun2A         	0.1368	14	-0.0114
UWaterlooATEK     	0.1254	28	udelRun1A         	0.1534	20	-0.0280
UWaterlooATEK     	0.1254	28	umd_hcil_run01    	0.0000	0	0.1254
UWaterlooATEK     	0.1254	28	prnaTaskA3        	0.0000	0	0.1254
UWaterlooATEK     	0.1254	28	prnaTaskA2        	0.0000	0	0.1254
UWaterlooATEK     	0.1254	28	prnaTaskA1        	0.0000	1	0.1254
UWaterlooATEK     	0.1254	28	umd_hcil_run02    	0.0000	0	0.1254
UWaterlooATEK     	0.1254	28	udelRun3A         	0.2010	25	-0.0756
UWaterlooATNDEK   	0.1254	28	hpclab_pi_algA    	0.0000	2	0.1254
UWaterlooATNDEK   	0.1254	28	udelRun2A         	0.1368	14	-0.0114
UWaterlooATNDEK   	0.1254	28	udelRun1A         	0.1534	20	-0.0280
UWaterlooATNDEK   	0.1254	28	umd_hcil_run01    	0.0000	0	0.1254
UWaterlooATNDEK   	0.1254	28	prnaTaskA3        	0.0000	0	0.1254
UWaterlooATNDEK   	0.1254	28	prnaTaskA2        	0.0000	0	0.1254
UWaterlooATNDEK   	0.1254	28	prnaTaskA1        	0.0000	1	0.1254
UWaterlooATNDEK   	0.1254	28	umd_hcil_run02    	0.0000	0	0.1254
UWaterlooATNDEK   	0.1254	28	udelRun3A         	0.2010	25	-0.0756
udelRun2A         	0.1368	14	umd_hcil_run01    	0.0000	0	0.1368
udelRun2A         	0.1368	14	umd_hcil_run02    	0.0000	0	0.1368
udelRun2A         	0.1368	14	udelRun3A         	0.2010	25	-0.0642
udelRun1A         	0.1534	20	udelRun2A         	0.1368	14	0.0166
udelRun1A         	0.1534	20	umd_hcil_run01    	0.0000	0	0.1534
udelRun1A         	0.1534	20	umd_hcil_run02    	0.0000	0	0.1534
udelRun1A         	0.1534	20	udelRun3A         	0.2010	25	-0.0476
MPII_HYBRID_PW    	0.1238	35	hpclab_pi_algA    	0.0000	2	0.1238
MPII_HYBRID_PW    	0.1238	35	UWaterlooATEK     	0.1254	28	-0.0016
MPII_HYBRID_PW    	0.1238	35	UWaterlooATNDEK   	0.1254	28	-0.0016
MPII_HYBRID_PW    	0.1238	35	udelRun2A         	0.1368	14	-0.0130
MPII_HYBRID_PW    	0.1238	35	udelRun1A         	0.1534	20	-0.0296
MPII_HYBRID_PW    	0.1238	35	umd_hcil_run01    	0.0000	0	0.1238
MPII_HYBRID_PW    	0.1238	35	prnaTaskA3        	0.0000	0	0.1238
MPII_HYBRID_PW    	0.1238	35	prnaTaskA2        	0.0000	0	0.1238
MPII_HYBRID_PW    	0.1238	35	prnaTaskA1        	0.0000	1	0.1238
MPII_HYBRID_PW    	0.1238	35	SNACSA            	0.2771	37	-0.1533
MPII_HYBRID_PW    	0.1238	35	PKUICSTRunA3      	0.2158	74	-0.0920
MPII_HYBRID_PW    	0.1238	35	PKUICSTRunA2      	0.2049	24	-0.0811
MPII_HYBRID_PW    	0.1238	35	PKUICSTRunA1      	0.1710	73	-0.0472
MPII_HYBRID_PW    	0.1238	35	SNACS_LA          	0.0000	0	0.1238
MPII_HYBRID_PW    	0.1238	35	UWaterlooATDK     	0.2605	28	-0.1367
MPII_HYBRID_PW    	0.1238	35	QUDynExp          	0.2946	51	-0.1708
MPII_HYBRID_PW    	0.1238	35	QUDyn             	0.3112	56	-0.1874
MPII_HYBRID_PW    	0.1238	35	UWCMBP1           	0.0367	14	0.0871
MPII_HYBRID_PW    	0.1238	35	UWCMBP2           	0.0000	2	0.1238
MPII_HYBRID_PW    	0.1238	35	QUBaseline        	0.2251	36	-0.1013
MPII_HYBRID_PW    	0.1238	35	umd_hcil_run02    	0.0000	0	0.1238
MPII_HYBRID_PW    	0.1238	35	MPII_LUC_SORT     	0.2207	100	-0.0969
MPII_HYBRID_PW    	0.1238	35	udelRun3A         	0.2010	25	-0.0772
umd_hcil_run01    	0.0000	0	umd_hcil_run02    	0.0000	0	0.0000
ECNURUNA1         	0.0000	49	hpclab_pi_algA    	0.0000	2	0.0000
ECNURUNA1         	0.0000	49	UWaterlooATEK     	0.1254	28	-0.1254
ECNURUNA1         	0.0000	49	UWaterlooATNDEK   	0.1254	28	-0.1254
ECNURUNA1         	0.0000	49	udelRun2A         	0.1368	14	-0.1368
ECNURUNA1         	0.0000	49	udelRun1A         	0.1534	20	-0.1534
ECNURUNA1         	0.0000	49	MPII_HYBRID_PW    	0.1238	35	-0.1238
ECNURUNA1         	0.0000	49	umd_hcil_run01    	0.0000	0	0.0000
ECNURUNA1         	0.0000	49	ECNURUNA2         	0.0000	49	0.0000
ECNURUNA1         	0.0000	49	ECNURUNA3         	0.0000	48	0.0000
ECNURUNA1         	0.0000	49	prnaTaskA3        	0.0000	0	0.0000
ECNURUNA1         	0.0000	49	prnaTaskA2        	0.0000	0	0.0000
ECNURUNA1         	0.0000	49	prnaTaskA1        	0.0000	1	0.0000
ECNURUNA1         	0.0000	49	SNACSA            	0.2771	37	-0.2771
ECNURUNA1         	0.0000	49	PKUICSTRunA3      	0.2158	74	-0.2158
ECNURUNA1         	0.0000	49	PKUICSTRunA2      	0.2049	24	-0.2049
ECNURUNA1         	0.0000	49	PKUICSTRunA1      	0.1710	73	-0.1710
ECNURUNA1         	0.0000	49	MPII_COMB_SORT    	0.1305	99	-0.1305
ECNURUNA1         	0.0000	49	SNACS_LA          	0.0000	0	0.0000
ECNURUNA1         	0.0000	49	UWaterlooATDK     	0.2605	28	-0.2605
ECNURUNA1         	0.0000	49	QUDynExp          	0.2946	51	-0.2946
ECNURUNA1         	0.0000	49	IRIT-KLTFIDF      	0.0000	0	0.0000
ECNURUNA1         	0.0000	49	IritSigSDA        	0.0258	7	-0.0258
ECNURUNA1         	0.0000	49	IRIT-RTNotif.33   	0.1803	44	-0.1803
ECNURUNA1         	0.0000	49	QUDyn             	0.3112	56	-0.3112
ECNURUNA1         	0.0000	49	UWCMBP1           	0.0367	14	-0.0367
ECNURUNA1         	0.0000	49	UWCMBP2           	0.0000	2	0.0000
ECNURUNA1         	0.0000	49	QUBaseline        	0.2251	36	-0.2251
ECNURUNA1         	0.0000	49	umd_hcil_run02    	0.0000	0	0.0000
ECNURUNA1         	0.0000	49	MPII_LUC_SORT     	0.2207	100	-0.2207
ECNURUNA1         	0.0000	49	udelRun3A         	0.2010	25	-0.2010
ECNURUNA2         	0.0000	49	hpclab_pi_algA    	0.0000	2	0.0000
ECNURUNA2         	0.0000	49	UWaterlooATEK     	0.1254	28	-0.1254
ECNURUNA2         	0.0000	49	UWaterlooATNDEK   	0.1254	28	-0.1254
ECNURUNA2         	0.0000	49	udelRun2A         	0.1368	14	-0.1368
ECNURUNA2         	0.0000	49	udelRun1A         	0.1534	20	-0.1534
ECNURUNA2         	0.0000	49	MPII_HYBRID_PW    	0.1238	35	-0.1238
ECNURUNA2         	0.0000	49	umd_hcil_run01    	0.0000	0	0.0000
ECNURUNA2         	0.0000	49	ECNURUNA3         	0.0000	48	0.0000
ECNURUNA2         	0.0000	49	prnaTaskA3        	0.0000	0	0.0000
ECNURUNA2         	0.0000	49	prnaTaskA2        	0.0000	0	0.0000
ECNURUNA2         	0.0000	49	prnaTaskA1        	0.0000	1	0.0000
ECNURUNA2         	0.0000	49	SNACSA            	0.2771	37	-0.2771
ECNURUNA2         	0.0000	49	PKUICSTRunA3      	0.2158	74	-0.2158
ECNURUNA2         	0.0000	49	PKUICSTRunA2      	0.2049	24	-0.2049
ECNURUNA2         	0.0000	49	PKUICSTRunA1      	0.1710	73	-0.1710
ECNURUNA2         	0.0000	49	MPII_COMB_SORT    	0.1305	99	-0.1305
ECNURUNA2         	0.0000	49	SNACS_LA          	0.0000	0	0.0000
ECNURUNA2         	0.0000	49	UWaterlooATDK     	0.2605	28	-0.2605
ECNURUNA2         	0.0000	49	QUDynExp          	0.2946	51	-0.2946
ECNURUNA2         	0.0000	49	IRIT-KLTFIDF      	0.0000	0	0.0000
ECNURUNA2         	0.0000	49	IritSigSDA        	0.0258	7	-0.0258
ECNURUNA2         	0.0000	49	IRIT-RTNotif.33   	0.1803	44	-0.1803
ECNURUNA2         	0.0000	49	QUDyn             	0.3112	56	-0.3112
ECNURUNA2         	0.0000	49	UWCMBP1           	0.0367	14	-0.0367
ECNURUNA2         	0.0000	49	UWCMBP2           	0.0000	2	0.0000
ECNURUNA2         	0.0000	49	QUBaseline        	0.2251	36	-0.2251
ECNURUNA2         	0.0000	49	umd_hcil_run02    	0.0000	0	0.0000
ECNURUNA2         	0.0000	49	MPII_LUC_SORT     	0.2207	100	-0.2207
ECNURUNA2         	0.0000	49	udelRun3A         	0.2010	25	-0.2010
ECNURUNA3         	0.0000	48	hpclab_pi_algA    	0.0000	2	0.0000
ECNURUNA3         	0.0000	48	UWaterlooATEK     	0.1254	28	-0.1254
ECNURUNA3         	0.0000	48	UWaterlooATNDEK   	0.1254	28	-0.1254
ECNURUNA3         	0.0000	48	udelRun2A         	0.1368	14	-0.1368
ECNURUNA3         	0.0000	48	udelRun1A         	0.1534	20	-0.1534
ECNURUNA3         	0.0000	48	MPII_HYBRID_PW    	0.1238	35	-0.1238
ECNURUNA3         	0.0000	48	umd_hcil_run01    	0.0000	0	0.0000
ECNURUNA3         	0.0000	48	prnaTaskA3        	0.0000	0	0.0000
ECNURUNA3         	0.0000	48	prnaTaskA2        	0.0000	0	0.0000
ECNURUNA3         	0.0000	48	prnaTaskA1        	0.0000	1	0.0000
ECNURUNA3         	0.0000	48	SNACSA            	0.2771	37	-0.2771
ECNURUNA3         	0.0000	48	PKUICSTRunA3      	0.2158	74	-0.2158
ECNURUNA3         	0.0000	48	PKUICSTRunA2      	0.2049	24	-0.2049
ECNURUNA3         	0.0000	48	PKUICSTRunA1      	0.1710	73	-0.1710
ECNURUNA3         	0.0000	48	MPII_COMB_SORT    	0.1305	99	-0.1305
ECNURUNA3         	0.0000	48	SNACS_LA          	0.0000	0	0.0000
ECNURUNA3         	0.0000	48	UWaterlooATDK     	0.2605	28	-0.2605
ECNURUNA3         	0.0000	48	QUDynExp          	0.2946	51	-0.2946
ECNURUNA3         	0.0000	48	IRIT-KLTFIDF      	0.0000	0	0.0000
ECNURUNA3         	0.0000	48	IritSigSDA        	0.0258	7	-0.0258
ECNURUNA3         	0.0000	48	IRIT-RTNotif.33   	0.1803	44	-0.1803
ECNURUNA3         	0.0000	48	QUDyn             	0.3112	56	-0.3112
ECNURUNA3         	0.0000	48	UWCMBP1           	0.0367	14	-0.0367
ECNURUNA3         	0.0000	48	UWCMBP2           	0.0000	2	0.0000
ECNURUNA3         	0.0000	48	QUBaseline        	0.2251	36	-0.2251
ECNURUNA3         	0.0000	48	umd_hcil_run02    	0.0000	0	0.0000
ECNURUNA3         	0.0000	48	MPII_LUC_SORT     	0.2207	100	-0.2207
ECNURUNA3         	0.0000	48	udelRun3A         	0.2010	25	-0.2010
prnaTaskA3        	0.0000	0	udelRun2A         	0.1368	14	-0.1368
prnaTaskA3        	0.0000	0	udelRun1A         	0.1534	20	-0.1534
prnaTaskA3        	0.0000	0	umd_hcil_run01    	0.0000	0	0.0000
prnaTaskA3        	0.0000	0	umd_hcil_run02    	0.0000	0	0.0000
prnaTaskA3        	0.0000	0	udelRun3A         	0.2010	25	-0.2010
prnaTaskA2        	0.0000	0	udelRun2A         	0.1368	14	-0.1368
prnaTaskA2        	0.0000	0	udelRun1A         	0.1534	20	-0.1534
prnaTaskA2        	0.0000	0	umd_hcil_run01    	0.0000	0	0.0000
prnaTaskA2        	0.0000	0	prnaTaskA3        	0.0000	0	0.0000
prnaTaskA2        	0.0000	0	umd_hcil_run02    	0.0000	0	0.0000
prnaTaskA2        	0.0000	0	udelRun3A         	0.2010	25	-0.2010
prnaTaskA1        	0.0000	1	udelRun2A         	0.1368	14	-0.1368
prnaTaskA1        	0.0000	1	udelRun1A         	0.1534	20	-0.1534
prnaTaskA1        	0.0000	1	umd_hcil_run01    	0.0000	0	0.0000
prnaTaskA1        	0.0000	1	prnaTaskA3        	0.0000	0	0.0000
