hpclab_pi_algA    	0.0000	1	udelRun2A         	0.0250	3	-0.0250
hpclab_pi_algA    	0.0000	1	udelRun1A         	0.0583	7	-0.0583
hpclab_pi_algA    	0.0000	1	umd_hcil_run01    	0.0000	0	0.0000
hpclab_pi_algA    	0.0000	1	prnaTaskA3        	0.0250	7	-0.0250
hpclab_pi_algA    	0.0000	1	prnaTaskA2        	0.0000	7	0.0000
hpclab_pi_algA    	0.0000	1	prnaTaskA1        	0.0650	14	-0.0650
hpclab_pi_algA    	0.0000	1	umd_hcil_run02    	0.0000	0	0.0000
hpclab_pi_algA    	0.0000	1	udelRun3A         	0.0133	3	-0.0133
UWaterlooATEK     	0.0301	5	hpclab_pi_algA    	0.0000	1	0.0301
UWaterlooATEK     	0.0301	5	UWaterlooATNDEK   	0.0301	5	0.0000
UWaterlooATEK     	0.0301	5	udelRun2A         	0.0250	3	0.0051
UWaterlooATEK     	0.0301	5	udelRun1A         	0.0583	7	-0.0282
UWaterlooATEK     	0.0301	5	umd_hcil_run01    	0.0000	0	0.0301
UWaterlooATEK     	0.0301	5	prnaTaskA3        	0.0250	7	0.0051
UWaterlooATEK     	0.0301	5	prnaTaskA2        	0.0000	7	0.0301
UWaterlooATEK     	0.0301	5	prnaTaskA1        	0.0650	14	-0.0349
UWaterlooATEK     	0.0301	5	umd_hcil_run02    	0.0000	0	0.0301
UWaterlooATEK     	0.0301	5	udelRun3A         	0.0133	3	0.0168
UWaterlooATNDEK   	0.0301	5	hpclab_pi_algA    	0.0000	1	0.0301
UWaterlooATNDEK   	0.0301	5	udelRun2A         	0.0250	3	0.0051
UWaterlooATNDEK   	0.0301	5	udelRun1A         	0.0583	7	-0.0282
UWaterlooATNDEK   	0.0301	5	umd_hcil_run01    	0.0000	0	0.0301
UWaterlooATNDEK   	0.0301	5	prnaTaskA3        	0.0250	7	0.0051
UWaterlooATNDEK   	0.0301	5	prnaTaskA2        	0.0000	7	0.0301
