hpclab_pi_algA    	0.0000	0	udelRun2A         	0.0105	2	-0.0105
hpclab_pi_algA    	0.0000	0	udelRun1A         	0.0164	3	-0.0164
hpclab_pi_algA    	0.0000	0	umd_hcil_run01    	0.0000	0	0.0000
hpclab_pi_algA    	0.0000	0	prnaTaskA3        	0.0000	1	0.0000
hpclab_pi_algA    	0.0000	0	prnaTaskA2        	0.0000	0	0.0000
hpclab_pi_algA    	0.0000	0	prnaTaskA1        	0.0000	0	0.0000
hpclab_pi_algA    	0.0000	0	umd_hcil_run02    	0.0000	0	0.0000
hpclab_pi_algA    	0.0000	0	udelRun3A         	0.1133	10	-0.1133
UWaterlooATEK     	0.0258	29	hpclab_pi_algA    	0.0000	0	0.0258
UWaterlooATEK     	0.0258	29	UWaterlooATNDEK   	0.0606	40	-0.0348
UWaterlooATEK     	0.0258	29	udelRun2A         	0.0105	2	0.0153
UWaterlooATEK     	0.0258	29	udelRun1A         	0.0164	3	0.0094
UWaterlooATEK     	0.0258	29	umd_hcil_run01    	0.0000	0	0.0258
UWaterlooATEK     	0.0258	29	prnaTaskA3        	0.0000	1	0.0258
UWaterlooATEK     	0.0258	29	prnaTaskA2        	0.0000	0	0.0258
UWaterlooATEK     	0.0258	29	prnaTaskA1        	0.0000	0	0.0258
UWaterlooATEK     	0.0258	29	umd_hcil_run02    	0.0000	0	0.0258
UWaterlooATEK     	0.0258	29	udelRun3A         	0.1133	10	-0.0875
UWaterlooATNDEK   	0.0606	40	hpclab_pi_algA    	0.0000	0	0.0606
UWaterlooATNDEK   	0.0606	40	udelRun2A         	0.0105	2	0.0501
UWaterlooATNDEK   	0.0606	40	udelRun1A         	0.0164	3	0.0442
UWaterlooATNDEK   	0.0606	40	umd_hcil_run01    	0.0000	0	0.0606
UWaterlooATNDEK   	0.0606	40	prnaTaskA3        	0.0000	1	0.0606
UWaterlooATNDEK   	0.0606	40	prnaTaskA2        	0.0000	0	0.0606
UWaterlooATNDEK   	0.0606	40	prnaTaskA1        	0.0000	0	0.0606
UWaterlooATNDEK   	0.0606	40	umd_hcil_run02    	0.0000	0	0.0606
UWaterlooATNDEK   	0.0606	40	udelRun3A         	0.1133	10	-0.0527
udelRun2A         	0.0105	2	umd_hcil_run01    	0.0000	0	0.0105
udelRun2A         	0.0105	2	umd_hcil_run02    	0.0000	0	0.0105
udelRun2A         	0.0105	2	udelRun3A         	0.1133	10	-0.1028
udelRun1A         	0.0164	3	udelRun2A         	0.0105	2	0.0059
udelRun1A         	0.0164	3	umd_hcil_run01    	0.0000	0	0.0164
udelRun1A         	0.0164	3	umd_hcil_run02    	0.0000	0	0.0164
udelRun1A         	0.0164	3	udelRun3A         	0.1133	10	-0.0969
MPII_HYBRID_PW    	0.0862	25	hpclab_pi_algA    	0.0000	0	0.0862
MPII_HYBRID_PW    	0.0862	25	UWaterlooATEK     	0.0258	29	0.0604
MPII_HYBRID_PW    	0.0862	25	UWaterlooATNDEK   	0.0606	40	0.0256
MPII_HYBRID_PW    	0.0862	25	udelRun2A         	0.0105	2	0.0757
MPII_HYBRID_PW    	0.0862	25	udelRun1A         	0.0164	3	0.0698
MPII_HYBRID_PW    	0.0862	25	umd_hcil_run01    	0.0000	0	0.0862
MPII_HYBRID_PW    	0.0862	25	prnaTaskA3        	0.0000	1	0.0862
MPII_HYBRID_PW    	0.0862	25	prnaTaskA2        	0.0000	0	0.0862
MPII_HYBRID_PW    	0.0862	25	prnaTaskA1        	0.0000	0	0.0862
MPII_HYBRID_PW    	0.0862	25	SNACSA            	0.4581	68	-0.3719
