hpclab_pi_algA    	0.2000	0	udelRun2A         	0.1000	7	0.1000
hpclab_pi_algA    	0.2000	0	udelRun1A         	0.1000	9	0.1000
hpclab_pi_algA    	0.2000	0	umd_hcil_run01    	0.2000	0	0.0000
hpclab_pi_algA    	0.2000	0	prnaTaskA3        	0.2000	1	0.0000
hpclab_pi_algA    	0.2000	0	prnaTaskA2        	0.2000	1	0.0000
hpclab_pi_algA    	0.2000	0	prnaTaskA1        	0.2000	1	0.0000
hpclab_pi_algA    	0.2000	0	umd_hcil_run02    	0.2000	0	0.0000
hpclab_pi_algA    	0.2000	0	udelRun3A         	0.1000	4	0.1000
UWaterlooATEK     	0.2000	2	hpclab_pi_algA    	0.2000	0	0.0000
UWaterlooATEK     	0.2000	2	UWaterlooATNDEK   	0.2000	2	0.0000
UWaterlooATEK     	0.2000	2	udelRun2A         	0.1000	7	0.1000
UWaterlooATEK     	0.2000	2	udelRun1A         	0.1000	9	0.1000
UWaterlooATEK     	0.2000	2	umd_hcil_run01    	0.2000	0	0.0000
UWaterlooATEK     	0.2000	2	prnaTaskA3        	0.2000	1	0.0000
UWaterlooATEK     	0.2000	2	prnaTaskA2        	0.2000	1	0.0000
UWaterlooATEK     	0.2000	2	prnaTaskA1        	0.2000	1	0.0000
UWaterlooATEK     	0.2000	2	umd_hcil_run02    	0.2000	0	0.0000
UWaterlooATEK     	0.2000	2	udelRun3A         	0.1000	4	0.1000
UWaterlooATNDEK   	0.2000	2	hpclab_pi_algA    	0.2000	0	0.0000
UWaterlooATNDEK   	0.2000	2	udelRun2A         	0.1000	7	0.1000
UWaterlooATNDEK   	0.2000	2	udelRun1A         	0.1000	9	0.1000
UWaterlooATNDEK   	0.2000	2	umd_hcil_run01    	0.2000	0	0.0000
UWaterlooATNDEK   	0.2000	2	prnaTaskA3        	0.2000	1	0.0000
UWaterlooATNDEK   	0.2000	2	prnaTaskA2        	0.2000	1	0.0000
UWaterlooATNDEK   	0.2000	2	prnaTaskA1        	0.2000	1	0.0000
UWaterlooATNDEK   	0.2000	2	umd_hcil_run02    	0.2000	0	0.0000
UWaterlooATNDEK   	0.2000	2	udelRun3A         	0.1000	4	0.1000
udelRun2A         	0.1000	7	umd_hcil_run01    	0.2000	0	-0.1000
udelRun2A         	0.1000	7	umd_hcil_run02    	0.2000	0	-0.1000
udelRun2A         	0.1000	7	udelRun3A         	0.1000	4	0.0000
udelRun1A         	0.1000	9	udelRun2A         	0.1000	7	0.0000
udelRun1A         	0.1000	9	umd_hcil_run01    	0.2000	0	-0.1000
udelRun1A         	0.1000	9	umd_hcil_run02    	0.2000	0	-0.1000
udelRun1A         	0.1000	9	udelRun3A         	0.1000	4	0.0000
MPII_HYBRID_PW    	0.0220	42	hpclab_pi_algA    	0.2000	0	-0.1780
MPII_HYBRID_PW    	0.0220	42	UWaterlooATEK     	0.2000	2	-0.1780
MPII_HYBRID_PW    	0.0220	42	UWaterlooATNDEK   	0.2000	2	-0.1780
MPII_HYBRID_PW    	0.0220	42	udelRun2A         	0.1000	7	-0.0780
MPII_HYBRID_PW    	0.0220	42	udelRun1A         	0.1000	9	-0.0780
MPII_HYBRID_PW    	0.0220	42	umd_hcil_run01    	0.2000	0	-0.1780
MPII_HYBRID_PW    	0.0220	42	prnaTaskA3        	0.2000	1	-0.1780
MPII_HYBRID_PW    	0.0220	42	prnaTaskA2        	0.2000	1	-0.1780
MPII_HYBRID_PW    	0.0220	42	prnaTaskA1        	0.2000	1	-0.1780
MPII_HYBRID_PW    	0.0220	42	SNACSA            	0.2000	0	-0.1780
MPII_HYBRID_PW    	0.0220	42	PKUICSTRunA3      	0.1167	44	-0.0947
MPII_HYBRID_PW    	0.0220	42	PKUICSTRunA2      	0.2000	0	-0.1780
MPII_HYBRID_PW    	0.0220	42	PKUICSTRunA1      	0.1167	42	-0.0947
MPII_HYBRID_PW    	0.0220	42	SNACS_LA          	0.2000	0	-0.1780
MPII_HYBRID_PW    	0.0220	42	UWaterlooATDK     	0.2000	0	-0.1780
MPII_HYBRID_PW    	0.0220	42	QUDynExp          	0.0000	39	0.0220
MPII_HYBRID_PW    	0.0220	42	QUDyn             	0.0000	25	0.0220
MPII_HYBRID_PW    	0.0220	42	UWCMBP1           	0.0000	19	0.0220
MPII_HYBRID_PW    	0.0220	42	UWCMBP2           	0.0000	67	0.0220
MPII_HYBRID_PW    	0.0220	42	QUBaseline        	0.1000	4	-0.0780
MPII_HYBRID_PW    	0.0220	42	umd_hcil_run02    	0.2000	0	-0.1780
MPII_HYBRID_PW    	0.0220	42	MPII_LUC_SORT     	0.0470	95	-0.0250
MPII_HYBRID_PW    	0.0220	42	udelRun3A         	0.1000	4	-0.0780
umd_hcil_run01    	0.2000	0	umd_hcil_run02    	0.2000	0	0.0000
ECNURUNA1         	0.1000	15	hpclab_pi_algA    	0.2000	0	-0.1000
ECNURUNA1         	0.1000	15	UWaterlooATEK     	0.2000	2	-0.1000
ECNURUNA1         	0.1000	15	UWaterlooATNDEK   	0.2000	2	-0.1000
ECNURUNA1         	0.1000	15	udelRun2A         	0.1000	7	0.0000
ECNURUNA1         	0.1000	15	udelRun1A         	0.1000	9	0.0000
ECNURUNA1         	0.1000	15	MPII_HYBRID_PW    	0.0220	42	0.0780
ECNURUNA1         	0.1000	15	umd_hcil_run01    	0.2000	0	-0.1000
ECNURUNA1         	0.1000	15	ECNURUNA2         	0.1000	15	0.0000
ECNURUNA1         	0.1000	15	ECNURUNA3         	0.1000	15	0.0000
ECNURUNA1         	0.1000	15	prnaTaskA3        	0.2000	1	-0.1000
ECNURUNA1         	0.1000	15	prnaTaskA2        	0.2000	1	-0.1000
ECNURUNA1         	0.1000	15	prnaTaskA1        	0.2000	1	-0.1000
ECNURUNA1         	0.1000	15	SNACSA            	0.2000	0	-0.1000
ECNURUNA1         	0.1000	15	PKUICSTRunA3      	0.1167	44	-0.0167
ECNURUNA1         	0.1000	15	PKUICSTRunA2      	0.2000	0	-0.1000
ECNURUNA1         	0.1000	15	PKUICSTRunA1      	0.1167	42	-0.0167
ECNURUNA1         	0.1000	15	MPII_COMB_SORT    	0.0730	95	0.0270
ECNURUNA1         	0.1000	15	SNACS_LA          	0.2000	0	-0.1000
ECNURUNA1         	0.1000	15	UWaterlooATDK     	0.2000	0	-0.1000
ECNURUNA1         	0.1000	15	QUDynExp          	0.0000	39	0.1000
ECNURUNA1         	0.1000	15	IRIT-KLTFIDF      	0.2500	6	-0.1500
ECNURUNA1         	0.1000	15	IritSigSDA        	0.2000	0	-0.1000
ECNURUNA1         	0.1000	15	IRIT-RTNotif.33   	0.2000	2	-0.1000
ECNURUNA1         	0.1000	15	QUDyn             	0.0000	25	0.1000
ECNURUNA1         	0.1000	15	UWCMBP1           	0.0000	19	0.1000
ECNURUNA1         	0.1000	15	UWCMBP2           	0.0000	67	0.1000
ECNURUNA1         	0.1000	15	QUBaseline        	0.1000	4	0.0000
ECNURUNA1         	0.1000	15	umd_hcil_run02    	0.2000	0	-0.1000
ECNURUNA1         	0.1000	15	MPII_LUC_SORT     	0.0470	95	0.0530
ECNURUNA1         	0.1000	15	udelRun3A         	0.1000	4	0.0000
ECNURUNA2         	0.1000	15	hpclab_pi_algA    	0.2000	0	-0.1000
ECNURUNA2         	0.1000	15	UWaterlooATEK     	0.2000	2	-0.1000
ECNURUNA2         	0.1000	15	UWaterlooATNDEK   	0.2000	2	-0.1000
ECNURUNA2         	0.1000	15	udelRun2A         	0.1000	7	0.0000
ECNURUNA2         	0.1000	15	udelRun1A         	0.1000	9	0.0000
ECNURUNA2         	0.1000	15	MPII_HYBRID_PW    	0.0220	42	0.0780
ECNURUNA2         	0.1000	15	umd_hcil_run01    	0.2000	0	-0.1000
ECNURUNA2         	0.1000	15	ECNURUNA3         	0.1000	15	0.0000
ECNURUNA2         	0.1000	15	prnaTaskA3        	0.2000	1	-0.1000
ECNURUNA2         	0.1000	15	prnaTaskA2        	0.2000	1	-0.1000
ECNURUNA2         	0.1000	15	prnaTaskA1        	0.2000	1	-0.1000
ECNURUNA2         	0.1000	15	SNACSA            	0.2000	0	-0.1000
ECNURUNA2         	0.1000	15	PKUICSTRunA3      	0.1167	44	-0.0167
ECNURUNA2         	0.1000	15	PKUICSTRunA2      	0.2000	0	-0.1000
ECNURUNA2         	0.1000	15	PKUICSTRunA1      	0.1167	42	-0.0167
ECNURUNA2         	0.1000	15	MPII_COMB_SORT    	0.0730	95	0.0270
ECNURUNA2         	0.1000	15	SNACS_LA          	0.2000	0	-0.1000
ECNURUNA2         	0.1000	15	UWaterlooATDK     	0.2000	0	-0.1000
ECNURUNA2         	0.1000	15	QUDynExp          	0.0000	39	0.1000
ECNURUNA2         	0.1000	15	IRIT-KLTFIDF      	0.2500	6	-0.1500
ECNURUNA2         	0.1000	15	IritSigSDA        	0.2000	0	-0.1000
ECNURUNA2         	0.1000	15	IRIT-RTNotif.33   	0.2000	2	-0.1000
ECNURUNA2         	0.1000	15	QUDyn             	0.0000	25	0.1000
ECNURUNA2         	0.1000	15	UWCMBP1           	0.0000	19	0.1000
ECNURUNA2         	0.1000	15	UWCMBP2           	0.0000	67	0.1000
ECNURUNA2         	0.1000	15	QUBaseline        	0.1000	4	0.0000
ECNURUNA2         	0.1000	15	umd_hcil_run02    	0.2000	0	-0.1000
ECNURUNA2         	0.1000	15	MPII_LUC_SORT     	0.0470	95	0.0530
ECNURUNA2         	0.1000	15	udelRun3A         	0.1000	4	0.0000
ECNURUNA3         	0.1000	15	hpclab_pi_algA    	0.2000	0	-0.1000
ECNURUNA3         	0.1000	15	UWaterlooATEK     	0.2000	2	-0.1000
ECNURUNA3         	0.1000	15	UWaterlooATNDEK   	0.2000	2	-0.1000
ECNURUNA3         	0.1000	15	udelRun2A         	0.1000	7	0.0000
ECNURUNA3         	0.1000	15	udelRun1A         	0.1000	9	0.0000
ECNURUNA3         	0.1000	15	MPII_HYBRID_PW    	0.0220	42	0.0780
ECNURUNA3         	0.1000	15	umd_hcil_run01    	0.2000	0	-0.1000
ECNURUNA3         	0.1000	15	prnaTaskA3        	0.2000	1	-0.1000
ECNURUNA3         	0.1000	15	prnaTaskA2        	0.2000	1	-0.1000
ECNURUNA3         	0.1000	15	prnaTaskA1        	0.2000	1	-0.1000
ECNURUNA3         	0.1000	15	SNACSA            	0.2000	0	-0.1000
